month,release,employment_sa
2020-01,2025-06,152031000
2020-02,2025-06,152292000
2020-03,2025-06,150895000
2020-04,2025-06,130424000
2020-05,2025-06,133040000
2020-06,2025-06,137671000
2020-07,2025-06,139255000
2020-08,2025-06,140819000
2020-09,2025-06,141770000
2020-10,2025-06,142461000
2020-11,2025-06,142731000
2020-12,2025-06,142548000
2021-01,2025-06,142913000
2021-02,2025-06,143422000
2021-03,2025-06,144246000
2021-04,2025-06,144611000
2021-05,2025-06,145032000
2021-06,2025-06,145828000
2021-07,2025-06,146759000
2021-08,2025-06,147246000
2021-09,2025-06,147712000
2021-10,2025-06,148569000
2021-11,2025-06,149206000
2021-12,2025-06,149781000
2022-01,2025-06,150006000
2022-02,2025-06,150875000
2022-03,2025-06,151346000
2022-04,2025-06,151651000
2022-05,2025-06,151892000
2022-06,2025-06,152353000
2022-07,2025-06,153049000
2022-08,2025-06,153286000
2022-09,2025-06,153513000
2022-10,2025-06,153913000
2022-11,2025-06,154210000
2022-12,2025-06,154336000
2023-01,2025-06,154780000
2023-02,2025-06,155086000
2023-03,2025-06,155171000
2023-04,2025-06,155387000
2023-05,2025-06,155614000
2023-06,2025-06,155871000
2023-07,2025-06,156019000
2023-08,2025-06,156176000
2023-09,2025-06,156334000
2023-10,2025-06,156520000
2023-11,2025-06,156661000
2023-12,2025-06,156930000
2024-01,2025-06,157049000
2024-02,2025-06,157271000
2024-03,2025-06,157517000
2024-04,2025-06,157635000
2024-05,2025-06,157828000
2024-06,2025-06,157915000
2024-07,2025-06,158003000
2024-08,2025-06,158074000
2024-09,2025-06,158314000
2024-10,2025-06,158358000
2024-11,2025-06,158619000
2024-12,2025-06,158942000
2025-01,2025-06,159053000
2025-02,2025-06,159155000
2025-03,2025-06,159275000
2025-04,2025-06,159422000
2025-05,2025-06,159561000
2020-01,2025-07,152031000
2020-02,2025-07,152292000
2020-03,2025-07,150895000
2020-04,2025-07,130424000
2020-05,2025-07,133040000
2020-06,2025-07,137671000
2020-07,2025-07,139255000
2020-08,2025-07,140819000
2020-09,2025-07,141770000
2020-10,2025-07,142461000
2020-11,2025-07,142731000
2020-12,2025-07,142548000
2021-01,2025-07,142913000
2021-02,2025-07,143422000
2021-03,2025-07,144246000
2021-04,2025-07,144611000
2021-05,2025-07,145032000
2021-06,2025-07,145828000
2021-07,2025-07,146759000
2021-08,2025-07,147246000
2021-09,2025-07,147712000
2021-10,2025-07,148569000
2021-11,2025-07,149206000
2021-12,2025-07,149781000
2022-01,2025-07,150006000
2022-02,2025-07,150875000
2022-03,2025-07,151346000
2022-04,2025-07,151651000
2022-05,2025-07,151892000
2022-06,2025-07,152353000
2022-07,2025-07,153049000
2022-08,2025-07,153286000
2022-09,2025-07,153513000
2022-10,2025-07,153913000
2022-11,2025-07,154210000
2022-12,2025-07,154336000
2023-01,2025-07,154780000
2023-02,2025-07,155086000
2023-03,2025-07,155171000
2023-04,2025-07,155387000
2023-05,2025-07,155614000
2023-06,2025-07,155871000
2023-07,2025-07,156019000
2023-08,2025-07,156176000
2023-09,2025-07,156334000
2023-10,2025-07,156520000
2023-11,2025-07,156661000
2023-12,2025-07,156930000
2024-01,2025-07,157049000
2024-02,2025-07,157271000
2024-03,2025-07,157517000
2024-04,2025-07,157635000
2024-05,2025-07,157828000
2024-06,2025-07,157915000
2024-07,2025-07,158003000
2024-08,2025-07,158074000
2024-09,2025-07,158314000
2024-10,2025-07,158358000
2024-11,2025-07,158619000
2024-12,2025-07,158942000
2025-01,2025-07,159053000
2025-02,2025-07,159155000
2025-03,2025-07,159275000
2025-04,2025-07,159433000
2025-05,2025-07,159577000
2025-06,2025-07,159724000
2020-01,2025-08,152031000
2020-02,2025-08,152292000
2020-03,2025-08,150895000
2020-04,2025-08,130424000
2020-05,2025-08,133040000
2020-06,2025-08,137671000
2020-07,2025-08,139255000
2020-08,2025-08,140819000
2020-09,2025-08,141770000
2020-10,2025-08,142461000
2020-11,2025-08,142731000
2020-12,2025-08,142548000
2021-01,2025-08,142913000
2021-02,2025-08,143422000
2021-03,2025-08,144246000
2021-04,2025-08,144611000
2021-05,2025-08,145032000
2021-06,2025-08,145828000
2021-07,2025-08,146759000
2021-08,2025-08,147246000
2021-09,2025-08,147712000
2021-10,2025-08,148569000
2021-11,2025-08,149206000
2021-12,2025-08,149781000
2022-01,2025-08,150006000
2022-02,2025-08,150875000
2022-03,2025-08,151346000
2022-04,2025-08,151651000
2022-05,2025-08,151892000
2022-06,2025-08,152353000
2022-07,2025-08,153049000
2022-08,2025-08,153286000
2022-09,2025-08,153513000
2022-10,2025-08,153913000
2022-11,2025-08,154210000
2022-12,2025-08,154336000
2023-01,2025-08,154780000
2023-02,2025-08,155086000
2023-03,2025-08,155171000
2023-04,2025-08,155387000
2023-05,2025-08,155614000
2023-06,2025-08,155871000
2023-07,2025-08,156019000
2023-08,2025-08,156176000
2023-09,2025-08,156334000
2023-10,2025-08,156520000
2023-11,2025-08,156661000
2023-12,2025-08,156930000
2024-01,2025-08,157049000
2024-02,2025-08,157271000
2024-03,2025-08,157517000
2024-04,2025-08,157635000
2024-05,2025-08,157828000
2024-06,2025-08,157915000
2024-07,2025-08,158003000
2024-08,2025-08,158074000
2024-09,2025-08,158314000
2024-10,2025-08,158358000
2024-11,2025-08,158619000
2024-12,2025-08,158942000
2025-01,2025-08,159053000
2025-02,2025-08,159155000
2025-03,2025-08,159275000
2025-04,2025-08,159433000
2025-05,2025-08,159452000
2025-06,2025-08,159466000
2025-07,2025-08,159539000
2020-01,2025-09,152031000
2020-02,2025-09,152292000
2020-03,2025-09,150895000
2020-04,2025-09,130424000
2020-05,2025-09,133040000
2020-06,2025-09,137671000
2020-07,2025-09,139255000
2020-08,2025-09,140819000
2020-09,2025-09,141770000
2020-10,2025-09,142461000
2020-11,2025-09,142731000
2020-12,2025-09,142548000
2021-01,2025-09,142913000
2021-02,2025-09,143422000
2021-03,2025-09,144246000
2021-04,2025-09,144611000
2021-05,2025-09,145032000
2021-06,2025-09,145828000
2021-07,2025-09,146759000
2021-08,2025-09,147246000
2021-09,2025-09,147712000
2021-10,2025-09,148569000
2021-11,2025-09,149206000
2021-12,2025-09,149781000
2022-01,2025-09,150006000
2022-02,2025-09,150875000
2022-03,2025-09,151346000
2022-04,2025-09,151651000
2022-05,2025-09,151892000
2022-06,2025-09,152353000
2022-07,2025-09,153049000
2022-08,2025-09,153286000
2022-09,2025-09,153513000
2022-10,2025-09,153913000
2022-11,2025-09,154210000
2022-12,2025-09,154336000
2023-01,2025-09,154780000
2023-02,2025-09,155086000
2023-03,2025-09,155171000
2023-04,2025-09,155387000
2023-05,2025-09,155614000
2023-06,2025-09,155871000
2023-07,2025-09,156019000
2023-08,2025-09,156176000
2023-09,2025-09,156334000
2023-10,2025-09,156520000
2023-11,2025-09,156661000
2023-12,2025-09,156930000
2024-01,2025-09,157049000
2024-02,2025-09,157271000
2024-03,2025-09,157517000
2024-04,2025-09,157635000
2024-05,2025-09,157828000
2024-06,2025-09,157915000
2024-07,2025-09,158003000
2024-08,2025-09,158074000
2024-09,2025-09,158314000
2024-10,2025-09,158358000
2024-11,2025-09,158619000
2024-12,2025-09,158942000
2025-01,2025-09,159053000
2025-02,2025-09,159155000
2025-03,2025-09,159275000
2025-04,2025-09,159433000
2025-05,2025-09,159452000
2025-06,2025-09,159439000
2025-07,2025-09,159518000
2025-08,2025-09,159540000
2020-01,2025-10,152031000
2020-02,2025-10,152292000
2020-03,2025-10,150895000
2020-04,2025-10,130424000
2020-05,2025-10,133040000
2020-06,2025-10,137671000
2020-07,2025-10,139255000
2020-08,2025-10,140819000
2020-09,2025-10,141770000
2020-10,2025-10,142461000
2020-11,2025-10,142731000
2020-12,2025-10,142548000
2021-01,2025-10,142913000
2021-02,2025-10,143422000
2021-03,2025-10,144246000
2021-04,2025-10,144611000
2021-05,2025-10,145032000
2021-06,2025-10,145828000
2021-07,2025-10,146759000
2021-08,2025-10,147246000
2021-09,2025-10,147712000
2021-10,2025-10,148569000
2021-11,2025-10,149206000
2021-12,2025-10,149781000
2022-01,2025-10,150006000
2022-02,2025-10,150875000
2022-03,2025-10,151346000
2022-04,2025-10,151651000
2022-05,2025-10,151892000
2022-06,2025-10,152353000
2022-07,2025-10,153049000
2022-08,2025-10,153286000
2022-09,2025-10,153513000
2022-10,2025-10,153913000
2022-11,2025-10,154210000
2022-12,2025-10,154336000
2023-01,2025-10,154780000
2023-02,2025-10,155086000
2023-03,2025-10,155171000
2023-04,2025-10,155387000
2023-05,2025-10,155614000
2023-06,2025-10,155871000
2023-07,2025-10,156019000
2023-08,2025-10,156176000
2023-09,2025-10,156334000
2023-10,2025-10,156520000
2023-11,2025-10,156661000
2023-12,2025-10,156930000
2024-01,2025-10,157049000
2024-02,2025-10,157271000
2024-03,2025-10,157517000
2024-04,2025-10,157635000
2024-05,2025-10,157828000
2024-06,2025-10,157915000
2024-07,2025-10,158003000
2024-08,2025-10,158074000
2024-09,2025-10,158314000
2024-10,2025-10,158358000
2024-11,2025-10,158619000
2024-12,2025-10,158942000
2025-01,2025-10,159053000
2025-02,2025-10,159155000
2025-03,2025-10,159275000
2025-04,2025-10,159433000
2025-05,2025-10,159452000
2025-06,2025-10,159439000
2025-07,2025-10,159518000
2025-08,2025-10,159540000
