month,release,employment_sa
2023-08,2023-11,156476000
2023-09,2023-11,156773000
2023-10,2023-11,156923000
2020-01,2023-12,152098000
2020-02,2023-12,152371000
2020-03,2023-12,150944000
2020-04,2023-12,130430000
2020-05,2023-12,133055000
2020-06,2023-12,137620000
2020-07,2023-12,139064000
2020-08,2023-12,140799000
2020-09,2023-12,141760000
2020-10,2023-12,142479000
2020-11,2023-12,142743000
2020-12,2023-12,142475000
2021-01,2023-12,142969000
2021-02,2023-12,143544000
2021-03,2023-12,144328000
2021-04,2023-12,144614000
2021-05,2023-12,145096000
2021-06,2023-12,145789000
2021-07,2023-12,146558000
2021-08,2023-12,147221000
2021-09,2023-12,147778000
2021-10,2023-12,148559000
2021-11,2023-12,149173000
2021-12,2023-12,149742000
2022-01,2023-12,150106000
2022-02,2023-12,151010000
2022-03,2023-12,151424000
2022-04,2023-12,151678000
2022-05,2023-12,152042000
2022-06,2023-12,152412000
2022-07,2023-12,152980000
2022-08,2023-12,153332000
2022-09,2023-12,153682000
2022-10,2023-12,154006000
2022-11,2023-12,154296000
2022-12,2023-12,154535000
2023-01,2023-12,155007000
2023-02,2023-12,155255000
2023-03,2023-12,155472000
2023-04,2023-12,155689000
2023-05,2023-12,155970000
2023-06,2023-12,156075000
2023-07,2023-12,156311000
2023-08,2023-12,156476000
2023-09,2023-12,156773000
2023-10,2023-12,156923000
2020-01,2024-01,152098000
2020-02,2024-01,152371000
2020-03,2024-01,150944000
2020-04,2024-01,130430000
2020-05,2024-01,133055000
2020-06,2024-01,137620000
2020-07,2024-01,139064000
2020-08,2024-01,140799000
2020-09,2024-01,141760000
2020-10,2024-01,142479000
2020-11,2024-01,142743000
2020-12,2024-01,142475000
2021-01,2024-01,142969000
2021-02,2024-01,143544000
2021-03,2024-01,144328000
2021-04,2024-01,144614000
2021-05,2024-01,145096000
2021-06,2024-01,145789000
2021-07,2024-01,146558000
2021-08,2024-01,147221000
2021-09,2024-01,147778000
2021-10,2024-01,148559000
2021-11,2024-01,149173000
2021-12,2024-01,149742000
2022-01,2024-01,150106000
2022-02,2024-01,151010000
2022-03,2024-01,151424000
2022-04,2024-01,151678000
2022-05,2024-01,152042000
2022-06,2024-01,152412000
2022-07,2024-01,152980000
2022-08,2024-01,153332000
2022-09,2024-01,153682000
2022-10,2024-01,154006000
2022-11,2024-01,154296000
2022-12,2024-01,154535000
2023-01,2024-01,155007000
2023-02,2024-01,155255000
2023-03,2024-01,155472000
2023-04,2024-01,155689000
2023-05,2024-01,155970000
2023-06,2024-01,156075000
2023-07,2024-01,156311000
2023-08,2024-01,156476000
2023-09,2024-01,156738000
2023-10,2024-01,156843000
2023-11,2024-01,157016000
2023-12,2024-01,157232000
2020-01,2024-02,152045000
2020-02,2024-02,152309000
2020-03,2024-02,150898000
2020-04,2024-02,130421000
2020-05,2024-02,133040000
2020-06,2024-02,137655000
2020-07,2024-02,139240000
2020-08,2024-02,140774000
2020-09,2024-02,141820000
2020-10,2024-02,142493000
2020-11,2024-02,142761000
2020-12,2024-02,142518000
2021-01,2024-02,142916000
2021-02,2024-02,143443000
2021-03,2024-02,144274000
2021-04,2024-02,144593000
2021-05,2024-02,145044000
2021-06,2024-02,145822000
2021-07,2024-02,146761000
2021-08,2024-02,147226000
2021-09,2024-02,147706000
2021-10,2024-02,148566000
2021-11,2024-02,149197000
2021-12,2024-02,149763000
2022-01,2024-02,150014000
2022-02,2024-02,150876000
2022-03,2024-02,151370000
2022-04,2024-02,151642000
2022-05,2024-02,151928000
2022-06,2024-02,152348000
2022-07,2024-02,153038000
2022-08,2024-02,153281000
2022-09,2024-02,153536000
2022-10,2024-02,153897000
2022-11,2024-02,154155000
2022-12,2024-02,154291000
2023-01,2024-02,154773000
2023-02,2024-02,155060000
2023-03,2024-02,155206000
2023-04,2024-02,155484000
2023-05,2024-02,155787000
2023-06,2024-02,156027000
2023-07,2024-02,156211000
2023-08,2024-02,156421000
2023-09,2024-02,156667000
2023-10,2024-02,156832000
2023-11,2024-02,157014000
2023-12,2024-02,157347000
2024-01,2024-02,157700000
2020-01,2024-03,152045000
2020-02,2024-03,152309000
2020-03,2024-03,150898000
2020-04,2024-03,130421000
2020-05,2024-03,133040000
2020-06,2024-03,137655000
2020-07,2024-03,139240000
2020-08,2024-03,140774000
2020-09,2024-03,141820000
2020-10,2024-03,142493000
2020-11,2024-03,142761000
2020-12,2024-03,142518000
2021-01,2024-03,142916000
2021-02,2024-03,143443000
2021-03,2024-03,144274000
2021-04,2024-03,144593000
2021-05,2024-03,145044000
2021-06,2024-03,145822000
2021-07,2024-03,146761000
2021-08,2024-03,147226000
2021-09,2024-03,147706000
2021-10,2024-03,148566000
2021-11,2024-03,149197000
2021-12,2024-03,149763000
2022-01,2024-03,150014000
2022-02,2024-03,150876000
2022-03,2024-03,151370000
2022-04,2024-03,151642000
2022-05,2024-03,151928000
2022-06,2024-03,152348000
2022-07,2024-03,153038000
2022-08,2024-03,153281000
2022-09,2024-03,153536000
2022-10,2024-03,153897000
2022-11,2024-03,154155000
2022-12,2024-03,154291000
2023-01,2024-03,154773000
2023-02,2024-03,155060000
2023-03,2024-03,155206000
2023-04,2024-03,155484000
2023-05,2024-03,155787000
2023-06,2024-03,156027000
2023-07,2024-03,156211000
2023-08,2024-03,156421000
2023-09,2024-03,156667000
2023-10,2024-03,156832000
2023-11,2024-03,157014000
2023-12,2024-03,157347000
2024-01,2024-03,157700000
2020-01,2024-04,152045000
2020-02,2024-04,152309000
2020-03,2024-04,150898000
2020-04,2024-04,130421000
2020-05,2024-04,133040000
2020-06,2024-04,137655000
2020-07,2024-04,139240000
2020-08,2024-04,140774000
2020-09,2024-04,141820000
2020-10,2024-04,142493000
2020-11,2024-04,142761000
2020-12,2024-04,142518000
2021-01,2024-04,142916000
2021-02,2024-04,143443000
2021-03,2024-04,144274000
2021-04,2024-04,144593000
2021-05,2024-04,145044000
2021-06,2024-04,145822000
2021-07,2024-04,146761000
2021-08,2024-04,147226000
2021-09,2024-04,147706000
2021-10,2024-04,148566000
2021-11,2024-04,149197000
2021-12,2024-04,149763000
2022-01,2024-04,150014000
2022-02,2024-04,150876000
2022-03,2024-04,151370000
2022-04,2024-04,151642000
2022-05,2024-04,151928000
2022-06,2024-04,152348000
2022-07,2024-04,153038000
2022-08,2024-04,153281000
2022-09,2024-04,153536000
2022-10,2024-04,153897000
2022-11,2024-04,154155000
2022-12,2024-04,154291000
2023-01,2024-04,154773000
2023-02,2024-04,155060000
2023-03,2024-04,155206000
2023-04,2024-04,155484000
2023-05,2024-04,155787000
2023-06,2024-04,156027000
2023-07,2024-04,156211000
2023-08,2024-04,156421000
2023-09,2024-04,156667000
2023-10,2024-04,156832000
2023-11,2024-04,157014000
2023-12,2024-04,157304000
2024-01,2024-04,157560000
2024-02,2024-04,157830000
2024-03,2024-04,158133000
2020-01,2024-05,152045000
2020-02,2024-05,152309000
2020-03,2024-05,150898000
2020-04,2024-05,130421000
2020-05,2024-05,133040000
2020-06,2024-05,137655000
2020-07,2024-05,139240000
2020-08,2024-05,140774000
2020-09,2024-05,141820000
2020-10,2024-05,142493000
2020-11,2024-05,142761000
2020-12,2024-05,142518000
2021-01,2024-05,142916000
2021-02,2024-05,143443000
2021-03,2024-05,144274000
2021-04,2024-05,144593000
2021-05,2024-05,145044000
2021-06,2024-05,145822000
2021-07,2024-05,146761000
2021-08,2024-05,147226000
2021-09,2024-05,147706000
2021-10,2024-05,148566000
2021-11,2024-05,149197000
2021-12,2024-05,149763000
2022-01,2024-05,150014000
2022-02,2024-05,150876000
2022-03,2024-05,151370000
2022-04,2024-05,151642000
2022-05,2024-05,151928000
2022-06,2024-05,152348000
2022-07,2024-05,153038000
2022-08,2024-05,153281000
2022-09,2024-05,153536000
2022-10,2024-05,153897000
2022-11,2024-05,154155000
2022-12,2024-05,154291000
2023-01,2024-05,154773000
2023-02,2024-05,155060000
2023-03,2024-05,155206000
2023-04,2024-05,155484000
2023-05,2024-05,155787000
2023-06,2024-05,156027000
2023-07,2024-05,156211000
2023-08,2024-05,156421000
2023-09,2024-05,156667000
2023-10,2024-05,156832000
2023-11,2024-05,157014000
2023-12,2024-05,157304000
2024-01,2024-05,157560000
2024-02,2024-05,157796000
2024-03,2024-05,158111000
2024-04,2024-05,158286000
2020-01,2024-06,152045000
2020-02,2024-06,152309000
2020-03,2024-06,150898000
2020-04,2024-06,130421000
2020-05,2024-06,133040000
2020-06,2024-06,137655000
2020-07,2024-06,139240000
2020-08,2024-06,140774000
2020-09,2024-06,141820000
2020-10,2024-06,142493000
2020-11,2024-06,142761000
2020-12,2024-06,142518000
2021-01,2024-06,142916000
2021-02,2024-06,143443000
2021-03,2024-06,144274000
2021-04,2024-06,144593000
2021-05,2024-06,145044000
2021-06,2024-06,145822000
2021-07,2024-06,146761000
2021-08,2024-06,147226000
2021-09,2024-06,147706000
2021-10,2024-06,148566000
2021-11,2024-06,149197000
2021-12,2024-06,149763000
2022-01,2024-06,150014000
2022-02,2024-06,150876000
2022-03,2024-06,151370000
2022-04,2024-06,151642000
2022-05,2024-06,151928000
2022-06,2024-06,152348000
2022-07,2024-06,153038000
2022-08,2024-06,153281000
2022-09,2024-06,153536000
2022-10,2024-06,153897000
2022-11,2024-06,154155000
2022-12,2024-06,154291000
2023-01,2024-06,154773000
2023-02,2024-06,155060000
2023-03,2024-06,155206000
2023-04,2024-06,155484000
2023-05,2024-06,155787000
2023-06,2024-06,156027000
2023-07,2024-06,156211000
2023-08,2024-06,156421000
2023-09,2024-06,156667000
2023-10,2024-06,156832000
2023-11,2024-06,157014000
2023-12,2024-06,157304000
2024-01,2024-06,157560000
2024-02,2024-06,157796000
2024-03,2024-06,158106000
2024-04,2024-06,158271000
2024-05,2024-06,158543000
2020-01,2024-07,152045000
2020-02,2024-07,152309000
2020-03,2024-07,150898000
2020-04,2024-07,130421000
2020-05,2024-07,133040000
2020-06,2024-07,137655000
2020-07,2024-07,139240000
2020-08,2024-07,140774000
2020-09,2024-07,141820000
2020-10,2024-07,142493000
2020-11,2024-07,142761000
2020-12,2024-07,142518000
2021-01,2024-07,142916000
2021-02,2024-07,143443000
2021-03,2024-07,144274000
2021-04,2024-07,144593000
2021-05,2024-07,145044000
2021-06,2024-07,145822000
2021-07,2024-07,146761000
2021-08,2024-07,147226000
2021-09,2024-07,147706000
2021-10,2024-07,148566000
2021-11,2024-07,149197000
2021-12,2024-07,149763000
2022-01,2024-07,150014000
2022-02,2024-07,150876000
2022-03,2024-07,151370000
2022-04,2024-07,151642000
2022-05,2024-07,151928000
2022-06,2024-07,152348000
2022-07,2024-07,153038000
2022-08,2024-07,153281000
2022-09,2024-07,153536000
2022-10,2024-07,153897000
2022-11,2024-07,154155000
2022-12,2024-07,154291000
2023-01,2024-07,154773000
2023-02,2024-07,155060000
2023-03,2024-07,155206000
2023-04,2024-07,155484000
2023-05,2024-07,155787000
2023-06,2024-07,156027000
2023-07,2024-07,156211000
2023-08,2024-07,156421000
2023-09,2024-07,156667000
2023-10,2024-07,156832000
2023-11,2024-07,157014000
2023-12,2024-07,157304000
2024-01,2024-07,157560000
2024-02,2024-07,157796000
2024-03,2024-07,158106000
2024-04,2024-07,158214000
2024-05,2024-07,158432000
2024-06,2024-07,158638000
2020-01,2024-08,152045000
2020-02,2024-08,152309000
2020-03,2024-08,150898000
2020-04,2024-08,130421000
2020-05,2024-08,133040000
2020-06,2024-08,137655000
2020-07,2024-08,139240000
2020-08,2024-08,140774000
2020-09,2024-08,141820000
2020-10,2024-08,142493000
2020-11,2024-08,142761000
2020-12,2024-08,142518000
2021-01,2024-08,142916000
2021-02,2024-08,143443000
2021-03,2024-08,144274000
2021-04,2024-08,144593000
2021-05,2024-08,145044000
2021-06,2024-08,145822000
2021-07,2024-08,146761000
2021-08,2024-08,147226000
2021-09,2024-08,147706000
2021-10,2024-08,148566000
2021-11,2024-08,149197000
2021-12,2024-08,149763000
2022-01,2024-08,150014000
2022-02,2024-08,150876000
2022-03,2024-08,151370000
2022-04,2024-08,151642000
2022-05,2024-08,151928000
2022-06,2024-08,152348000
2022-07,2024-08,153038000
2022-08,2024-08,153281000
2022-09,2024-08,153536000
2022-10,2024-08,153897000
2022-11,2024-08,154155000
2022-12,2024-08,154291000
2023-01,2024-08,154773000
2023-02,2024-08,155060000
2023-03,2024-08,155206000
2023-04,2024-08,155484000
2023-05,2024-08,155787000
2023-06,2024-08,156027000
2023-07,2024-08,156211000
2023-08,2024-08,156421000
2023-09,2024-08,156667000
2023-10,2024-08,156832000
2023-11,2024-08,157014000
2023-12,2024-08,157304000
2024-01,2024-08,157560000
2024-02,2024-08,157796000
2024-03,2024-08,158106000
2024-04,2024-08,158214000
2024-05,2024-08,158430000
2024-06,2024-08,158609000
2024-07,2024-08,158723000
2020-01,2024-09,152045000
2020-02,2024-09,152309000
2020-03,2024-09,150898000
2020-04,2024-09,130421000
2020-05,2024-09,133040000
2020-06,2024-09,137655000
2020-07,2024-09,139240000
2020-08,2024-09,140774000
2020-09,2024-09,141820000
2020-10,2024-09,142493000
2020-11,2024-09,142761000
2020-12,2024-09,142518000
2021-01,2024-09,142916000
2021-02,2024-09,143443000
2021-03,2024-09,144274000
2021-04,2024-09,144593000
2021-05,2024-09,145044000
2021-06,2024-09,145822000
2021-07,2024-09,146761000
2021-08,2024-09,147226000
2021-09,2024-09,147706000
2021-10,2024-09,148566000
2021-11,2024-09,149197000
2021-12,2024-09,149763000
2022-01,2024-09,150014000
2022-02,2024-09,150876000
2022-03,2024-09,151370000
2022-04,2024-09,151642000
2022-05,2024-09,151928000
2022-06,2024-09,152348000
2022-07,2024-09,153038000
2022-08,2024-09,153281000
2022-09,2024-09,153536000
2022-10,2024-09,153897000
2022-11,2024-09,154155000
2022-12,2024-09,154291000
2023-01,2024-09,154773000
2023-02,2024-09,155060000
2023-03,2024-09,155206000
2023-04,2024-09,155484000
2023-05,2024-09,155787000
2023-06,2024-09,156027000
2023-07,2024-09,156211000
2023-08,2024-09,156421000
2023-09,2024-09,156667000
2023-10,2024-09,156832000
2023-11,2024-09,157014000
2023-12,2024-09,157304000
2024-01,2024-09,157560000
2024-02,2024-09,157796000
2024-03,2024-09,158106000
2024-04,2024-09,158214000
2024-05,2024-09,158430000
2024-06,2024-09,158548000
2024-07,2024-09,158637000
2024-08,2024-09,158779000
2020-01,2024-10,152045000
2020-02,2024-10,152309000
2020-03,2024-10,150898000
2020-04,2024-10,130421000
2020-05,2024-10,133040000
2020-06,2024-10,137655000
2020-07,2024-10,139240000
2020-08,2024-10,140774000
2020-09,2024-10,141820000
2020-10,2024-10,142493000
2020-11,2024-10,142761000
2020-12,2024-10,142518000
2021-01,2024-10,142916000
2021-02,2024-10,143443000
2021-03,2024-10,144274000
2021-04,2024-10,144593000
2021-05,2024-10,145044000
2021-06,2024-10,145822000
2021-07,2024-10,146761000
2021-08,2024-10,147226000
2021-09,2024-10,147706000
2021-10,2024-10,148566000
2021-11,2024-10,149197000
2021-12,2024-10,149763000
2022-01,2024-10,150014000
2022-02,2024-10,150876000
2022-03,2024-10,151370000
2022-04,2024-10,151642000
2022-05,2024-10,151928000
2022-06,2024-10,152348000
2022-07,2024-10,153038000
2022-08,2024-10,153281000
2022-09,2024-10,153536000
2022-10,2024-10,153897000
2022-11,2024-10,154155000
2022-12,2024-10,154291000
2023-01,2024-10,154773000
2023-02,2024-10,155060000
2023-03,2024-10,155206000
2023-04,2024-10,155484000
2023-05,2024-10,155787000
2023-06,2024-10,156027000
2023-07,2024-10,156211000
2023-08,2024-10,156421000
2023-09,2024-10,156667000
2023-10,2024-10,156832000
2023-11,2024-10,157014000
2023-12,2024-10,157304000
2024-01,2024-10,157560000
2024-02,2024-10,157796000
2024-03,2024-10,158106000
2024-04,2024-10,158214000
2024-05,2024-10,158430000
2024-06,2024-10,158548000
2024-07,2024-10,158692000
2024-08,2024-10,158851000
2024-09,2024-10,159105000
2020-01,2024-11,152045000
2020-02,2024-11,152309000
2020-03,2024-11,150898000
2020-04,2024-11,130421000
2020-05,2024-11,133040000
2020-06,2024-11,137655000
2020-07,2024-11,139240000
2020-08,2024-11,140774000
2020-09,2024-11,141820000
2020-10,2024-11,142493000
2020-11,2024-11,142761000
2020-12,2024-11,142518000
2021-01,2024-11,142916000
2021-02,2024-11,143443000
2021-03,2024-11,144274000
2021-04,2024-11,144593000
2021-05,2024-11,145044000
2021-06,2024-11,145822000
2021-07,2024-11,146761000
2021-08,2024-11,147226000
2021-09,2024-11,147706000
2021-10,2024-11,148566000
2021-11,2024-11,149197000
2021-12,2024-11,149763000
2022-01,2024-11,150014000
2022-02,2024-11,150876000
2022-03,2024-11,151370000
2022-04,2024-11,151642000
2022-05,2024-11,151928000
2022-06,2024-11,152348000
2022-07,2024-11,153038000
2022-08,2024-11,153281000
2022-09,2024-11,153536000
2022-10,2024-11,153897000
2022-11,2024-11,154155000
2022-12,2024-11,154291000
2023-01,2024-11,154773000
2023-02,2024-11,155060000
2023-03,2024-11,155206000
2023-04,2024-11,155484000
2023-05,2024-11,155787000
2023-06,2024-11,156027000
2023-07,2024-11,156211000
2023-08,2024-11,156421000
2023-09,2024-11,156667000
2023-10,2024-11,156832000
2023-11,2024-11,157014000
2023-12,2024-11,157304000
2024-01,2024-11,157560000
2024-02,2024-11,157796000
2024-03,2024-11,158106000
2024-04,2024-11,158214000
2024-05,2024-11,158430000
2024-06,2024-11,158548000
2024-07,2024-11,158692000
2024-08,2024-11,158770000
2024-09,2024-11,158993000
2024-10,2024-11,159005000
2020-01,2024-12,152045000
2020-02,2024-12,152309000
2020-03,2024-12,150898000
2020-04,2024-12,130421000
2020-05,2024-12,133040000
2020-06,2024-12,137655000
2020-07,2024-12,139240000
2020-08,2024-12,140774000
2020-09,2024-12,141820000
2020-10,2024-12,142493000
2020-11,2024-12,142761000
2020-12,2024-12,142518000
2021-01,2024-12,142916000
2021-02,2024-12,143443000
2021-03,2024-12,144274000
2021-04,2024-12,144593000
2021-05,2024-12,145044000
2021-06,2024-12,145822000
2021-07,2024-12,146761000
2021-08,2024-12,147226000
2021-09,2024-12,147706000
2021-10,2024-12,148566000
2021-11,2024-12,149197000
2021-12,2024-12,149763000
2022-01,2024-12,150014000
2022-02,2024-12,150876000
2022-03,2024-12,151370000
2022-04,2024-12,151642000
2022-05,2024-12,151928000
2022-06,2024-12,152348000
2022-07,2024-12,153038000
2022-08,2024-12,153281000
2022-09,2024-12,153536000
2022-10,2024-12,153897000
2022-11,2024-12,154155000
2022-12,2024-12,154291000
2023-01,2024-12,154773000
2023-02,2024-12,155060000
2023-03,2024-12,155206000
2023-04,2024-12,155484000
2023-05,2024-12,155787000
2023-06,2024-12,156027000
2023-07,2024-12,156211000
2023-08,2024-12,156421000
2023-09,2024-12,156667000
2023-10,2024-12,156832000
2023-11,2024-12,157014000
2023-12,2024-12,157304000
2024-01,2024-12,157560000
2024-02,2024-12,157796000
2024-03,2024-12,158106000
2024-04,2024-12,158214000
2024-05,2024-12,158430000
2024-06,2024-12,158548000
2024-07,2024-12,158692000
2024-08,2024-12,158770000
2024-09,2024-12,159025000
2024-10,2024-12,159061000
2024-11,2024-12,159288000
2020-01,2025-01,152045000
2020-02,2025-01,152309000
2020-03,2025-01,150898000
2020-04,2025-01,130421000
2020-05,2025-01,133040000
2020-06,2025-01,137655000
2020-07,2025-01,139240000
2020-08,2025-01,140774000
2020-09,2025-01,141820000
2020-10,2025-01,142493000
2020-11,2025-01,142761000
2020-12,2025-01,142518000
2021-01,2025-01,142916000
2021-02,2025-01,143443000
2021-03,2025-01,144274000
2021-04,2025-01,144593000
2021-05,2025-01,145044000
2021-06,2025-01,145822000
2021-07,2025-01,146761000
2021-08,2025-01,147226000
2021-09,2025-01,147706000
2021-10,2025-01,148566000
2021-11,2025-01,149197000
2021-12,2025-01,149763000
2022-01,2025-01,150014000
2022-02,2025-01,150876000
2022-03,2025-01,151370000
2022-04,2025-01,151642000
2022-05,2025-01,151928000
2022-06,2025-01,152348000
2022-07,2025-01,153038000
2022-08,2025-01,153281000
2022-09,2025-01,153536000
2022-10,2025-01,153897000
2022-11,2025-01,154155000
2022-12,2025-01,154291000
2023-01,2025-01,154773000
2023-02,2025-01,155060000
2023-03,2025-01,155206000
2023-04,2025-01,155484000
2023-05,2025-01,155787000
2023-06,2025-01,156027000
2023-07,2025-01,156211000
2023-08,2025-01,156421000
2023-09,2025-01,156667000
2023-10,2025-01,156832000
2023-11,2025-01,157014000
2023-12,2025-01,157304000
2024-01,2025-01,157560000
2024-02,2025-01,157796000
2024-03,2025-01,158106000
2024-04,2025-01,158214000
2024-05,2025-01,158430000
2024-06,2025-01,158548000
2024-07,2025-01,158692000
2024-08,2025-01,158770000
2024-09,2025-01,159025000
2024-10,2025-01,159061000
2024-11,2025-01,159288000
2020-01,2025-02,152031000
2020-02,2025-02,152292000
2020-03,2025-02,150895000
2020-04,2025-02,130424000
2020-05,2025-02,133040000
2020-06,2025-02,137671000
2020-07,2025-02,139255000
2020-08,2025-02,140819000
2020-09,2025-02,141770000
2020-10,2025-02,142461000
2020-11,2025-02,142731000
2020-12,2025-02,142548000
2021-01,2025-02,142913000
2021-02,2025-02,143422000
2021-03,2025-02,144246000
2021-04,2025-02,144611000
2021-05,2025-02,145032000
2021-06,2025-02,145828000
2021-07,2025-02,146759000
2021-08,2025-02,147246000
2021-09,2025-02,147712000
2021-10,2025-02,148569000
2021-11,2025-02,149206000
2021-12,2025-02,149781000
2022-01,2025-02,150006000
2022-02,2025-02,150875000
2022-03,2025-02,151346000
2022-04,2025-02,151651000
2022-05,2025-02,151892000
2022-06,2025-02,152353000
2022-07,2025-02,153049000
2022-08,2025-02,153286000
2022-09,2025-02,153513000
2022-10,2025-02,153913000
2022-11,2025-02,154210000
2022-12,2025-02,154336000
2023-01,2025-02,154780000
2023-02,2025-02,155086000
2023-03,2025-02,155171000
2023-04,2025-02,155387000
2023-05,2025-02,155614000
2023-06,2025-02,155871000
2023-07,2025-02,156019000
2023-08,2025-02,156176000
2023-09,2025-02,156334000
2023-10,2025-02,156520000
2023-11,2025-02,156661000
2023-12,2025-02,156930000
2024-01,2025-02,157049000
2024-02,2025-02,157271000
2024-03,2025-02,157517000
2024-04,2025-02,157635000
2024-05,2025-02,157828000
2024-06,2025-02,157915000
2024-07,2025-02,158003000
2024-08,2025-02,158074000
2024-09,2025-02,158314000
2024-10,2025-02,158358000
2024-11,2025-02,158619000
2024-12,2025-02,158926000
2025-01,2025-02,159069000
2020-01,2025-03,152031000
2020-02,2025-03,152292000
2020-03,2025-03,150895000
2020-04,2025-03,130424000
2020-05,2025-03,133040000
2020-06,2025-03,137671000
2020-07,2025-03,139255000
2020-08,2025-03,140819000
2020-09,2025-03,141770000
2020-10,2025-03,142461000
2020-11,2025-03,142731000
2020-12,2025-03,142548000
2021-01,2025-03,142913000
2021-02,2025-03,143422000
2021-03,2025-03,144246000
2021-04,2025-03,144611000
2021-05,2025-03,145032000
2021-06,2025-03,145828000
2021-07,2025-03,146759000
2021-08,2025-03,147246000
2021-09,2025-03,147712000
2021-10,2025-03,148569000
2021-11,2025-03,149206000
2021-12,2025-03,149781000
2022-01,2025-03,150006000
2022-02,2025-03,150875000
2022-03,2025-03,151346000
2022-04,2025-03,151651000
2022-05,2025-03,151892000
2022-06,2025-03,152353000
2022-07,2025-03,153049000
2022-08,2025-03,153286000
2022-09,2025-03,153513000
2022-10,2025-03,153913000
2022-11,2025-03,154210000
2022-12,2025-03,154336000
2023-01,2025-03,154780000
2023-02,2025-03,155086000
2023-03,2025-03,155171000
2023-04,2025-03,155387000
2023-05,2025-03,155614000
2023-06,2025-03,155871000
2023-07,2025-03,156019000
2023-08,2025-03,156176000
2023-09,2025-03,156334000
2023-10,2025-03,156520000
2023-11,2025-03,156661000
2023-12,2025-03,156930000
2024-01,2025-03,157049000
2024-02,2025-03,157271000
2024-03,2025-03,157517000
2024-04,2025-03,157635000
2024-05,2025-03,157828000
2024-06,2025-03,157915000
2024-07,2025-03,158003000
2024-08,2025-03,158074000
2024-09,2025-03,158314000
2024-10,2025-03,158358000
2024-11,2025-03,158619000
2024-12,2025-03,158942000
2025-01,2025-03,159067000
2025-02,2025-03,159218000
2020-01,2025-04,152031000
2020-02,2025-04,152292000
2020-03,2025-04,150895000
2020-04,2025-04,130424000
2020-05,2025-04,133040000
2020-06,2025-04,137671000
2020-07,2025-04,139255000
2020-08,2025-04,140819000
2020-09,2025-04,141770000
2020-10,2025-04,142461000
2020-11,2025-04,142731000
2020-12,2025-04,142548000
2021-01,2025-04,142913000
2021-02,2025-04,143422000
2021-03,2025-04,144246000
2021-04,2025-04,144611000
2021-05,2025-04,145032000
2021-06,2025-04,145828000
2021-07,2025-04,146759000
2021-08,2025-04,147246000
2021-09,2025-04,147712000
2021-10,2025-04,148569000
2021-11,2025-04,149206000
2021-12,2025-04,149781000
2022-01,2025-04,150006000
2022-02,2025-04,150875000
2022-03,2025-04,151346000
2022-04,2025-04,151651000
2022-05,2025-04,151892000
2022-06,2025-04,152353000
2022-07,2025-04,153049000
2022-08,2025-04,153286000
2022-09,2025-04,153513000
2022-10,2025-04,153913000
2022-11,2025-04,154210000
2022-12,2025-04,154336000
2023-01,2025-04,154780000
2023-02,2025-04,155086000
2023-03,2025-04,155171000
2023-04,2025-04,155387000
2023-05,2025-04,155614000
2023-06,2025-04,155871000
2023-07,2025-04,156019000
2023-08,2025-04,156176000
2023-09,2025-04,156334000
2023-10,2025-04,156520000
2023-11,2025-04,156661000
2023-12,2025-04,156930000
2024-01,2025-04,157049000
2024-02,2025-04,157271000
2024-03,2025-04,157517000
2024-04,2025-04,157635000
2024-05,2025-04,157828000
2024-06,2025-04,157915000
2024-07,2025-04,158003000
2024-08,2025-04,158074000
2024-09,2025-04,158314000
2024-10,2025-04,158358000
2024-11,2025-04,158619000
2024-12,2025-04,158942000
2025-01,2025-04,159053000
2025-02,2025-04,159170000
2025-03,2025-04,159398000
2020-01,2025-05,152031000
2020-02,2025-05,152292000
2020-03,2025-05,150895000
2020-04,2025-05,130424000
2020-05,2025-05,133040000
2020-06,2025-05,137671000
2020-07,2025-05,139255000
2020-08,2025-05,140819000
2020-09,2025-05,141770000
2020-10,2025-05,142461000
2020-11,2025-05,142731000
2020-12,2025-05,142548000
2021-01,2025-05,142913000
2021-02,2025-05,143422000
2021-03,2025-05,144246000
2021-04,2025-05,144611000
2021-05,2025-05,145032000
2021-06,2025-05,145828000
2021-07,2025-05,146759000
2021-08,2025-05,147246000
2021-09,2025-05,147712000
2021-10,2025-05,148569000
2021-11,2025-05,149206000
2021-12,2025-05,149781000
2022-01,2025-05,150006000
2022-02,2025-05,150875000
2022-03,2025-05,151346000
2022-04,2025-05,151651000
2022-05,2025-05,151892000
2022-06,2025-05,152353000
2022-07,2025-05,153049000
2022-08,2025-05,153286000
2022-09,2025-05,153513000
2022-10,2025-05,153913000
2022-11,2025-05,154210000
2022-12,2025-05,154336000
2023-01,2025-05,154780000
2023-02,2025-05,155086000
2023-03,2025-05,155171000
2023-04,2025-05,155387000
2023-05,2025-05,155614000
2023-06,2025-05,155871000
2023-07,2025-05,156019000
2023-08,2025-05,156176000
2023-09,2025-05,156334000
2023-10,2025-05,156520000
2023-11,2025-05,156661000
2023-12,2025-05,156930000
2024-01,2025-05,157049000
2024-02,2025-05,157271000
2024-03,2025-05,157517000
2024-04,2025-05,157635000
2024-05,2025-05,157828000
2024-06,2025-05,157915000
2024-07,2025-05,158003000
2024-08,2025-05,158074000
2024-09,2025-05,158314000
2024-10,2025-05,158358000
2024-11,2025-05,158619000
2024-12,2025-05,158942000
2025-01,2025-05,159053000
2025-02,2025-05,159155000
2025-03,2025-05,159340000
2025-04,2025-05,159517000
