month,naics2d_code,naics2d_name,employment_nsa,employment_sa
2023-11,81,Other Services (except Public Administration),5910745,5908436
2023-11,92,Public Administration,23184349,23167790
2023-11,99,Unclassified,370902,371564
2023-12,11,"Agriculture, Forestry, Fishing and Hunting",211860,212971
2023-12,21,"Mining, Quarrying, and Oil and Gas Extraction",627579,628380
2023-12,22,Utilities,370297,371088
2023-12,23,Construction,8100099,8130817
2023-12,31-33,Manufacturing,12830794,12839142
2023-12,42,Wholesale Trade,6138179,6143310
2023-12,44-45,Retail Trade,15583028,15545669
2023-12,48-49,Transportation and Warehousing,6638000,6630548
2023-12,51,Information,2960538,2975371
2023-12,52-53,Financial Activities,9117352,9142644
2023-12,54-56,Professional and Business Services,22443722,22464400
2023-12,61-62,Education and Health Services,26204641,26109639
2023-12,71-72,Leisure and Hospitality,16756061,16820375
2023-12,81,Other Services (except Public Administration),5912972,5916068
2023-12,92,Public Administration,23196024,23192333
2023-12,99,Unclassified,370834,371570
2024-01,11,"Agriculture, Forestry, Fishing and Hunting",211611,212994
2024-01,21,"Mining, Quarrying, and Oil and Gas Extraction",628720,628895
2024-01,22,Utilities,370699,371168
2024-01,23,Construction,8124221,8143183
2024-01,31-33,Manufacturing,12830583,12840670
2024-01,42,Wholesale Trade,6139606,6146189
2024-01,44-45,Retail Trade,15537569,15538509
2024-01,48-49,Transportation and Warehousing,6632252,6628824
2024-01,51,Information,2958353,2953061
2024-01,52-53,Financial Activities,9117391,9141874
2024-01,54-56,Professional and Business Services,22500880,22487562
2024-01,61-62,Education and Health Services,26298594,26172213
2024-01,71-72,Leisure and Hospitality,16744984,16829896
2024-01,81,Other Services (except Public Administration),5925557,5927535
2024-01,92,Public Administration,23245176,23224877
2024-01,99,Unclassified,370416,371733
2024-02,11,"Agriculture, Forestry, Fishing and Hunting",211163,212991
2024-02,21,"Mining, Quarrying, and Oil and Gas Extraction",627897,628549
2024-02,22,Utilities,370039,371037
2024-02,23,Construction,8126031,8160578
2024-02,31-33,Manufacturing,12802068,12834680
2024-02,42,Wholesale Trade,6129506,6148017
2024-02,44-45,Retail Trade,15488909,15543304
2024-02,48-49,Transportation and Warehousing,6626665,6639071
2024-02,51,Information,2945429,2946342
2024-02,52-53,Financial Activities,9106959,9119968
2024-02,54-56,Professional and Business Services,22483852,22516761
2024-02,61-62,Education and Health Services,26319980,26230632
2024-02,71-72,Leisure and Hospitality,16729979,16843406
2024-02,81,Other Services (except Public Administration),5922061,5936124
2024-02,92,Public Administration,23244030,23260953
2024-02,99,Unclassified,370381,372062
2024-03,11,"Agriculture, Forestry, Fishing and Hunting",211726,212895
2024-03,21,"Mining, Quarrying, and Oil and Gas Extraction",627656,628248
2024-03,22,Utilities,370221,370785
2024-03,23,Construction,8141430,8170286
2024-03,31-33,Manufacturing,12804157,12831390
2024-03,42,Wholesale Trade,6133035,6147448
2024-03,44-45,Retail Trade,15495620,15543151
2024-03,48-49,Transportation and Warehousing,6630672,6641205
2024-03,51,Information,2944550,2946489
2024-03,52-53,Financial Activities,9116220,9127111
2024-03,54-56,Professional and Business Services,22508203,22539130
2024-03,61-62,Education and Health Services,26382114,26289822
2024-03,71-72,Leisure and Hospitality,16773010,16846892
2024-03,81,Other Services (except Public Administration),5936704,5944158
2024-03,92,Public Administration,23275350,23291754
2024-03,99,Unclassified,371100,372255
2024-04,11,"Agriculture, Forestry, Fishing and Hunting",211827,212732
2024-04,21,"Mining, Quarrying, and Oil and Gas Extraction",626936,627852
2024-04,22,Utilities,370325,371021
2024-04,23,Construction,8151217,8184128
2024-04,31-33,Manufacturing,12794517,12831640
2024-04,42,Wholesale Trade,6132736,6149183
2024-04,44-45,Retail Trade,15489384,15543156
2024-04,48-49,Transportation and Warehousing,6626791,6641450
2024-04,51,Information,2940150,2948181
2024-04,52-53,Financial Activities,9112259,9134242
2024-04,54-56,Professional and Business Services,22506228,22570223
2024-04,61-62,Education and Health Services,26399707,26352654
2024-04,71-72,Leisure and Hospitality,16792082,16846447
2024-04,81,Other Services (except Public Administration),5943013,5950762
2024-04,92,Public Administration,23282949,23309744
2024-04,99,Unclassified,371310,372200
2024-05,11,"Agriculture, Forestry, Fishing and Hunting",213011,212528
2024-05,21,"Mining, Quarrying, and Oil and Gas Extraction",626719,627165
2024-05,22,Utilities,371154,370917
2024-05,23,Construction,8196778,8191971
2024-05,31-33,Manufacturing,12810093,12827319
2024-05,42,Wholesale Trade,6145590,6146507
2024-05,44-45,Retail Trade,15532788,15532657
2024-05,48-49,Transportation and Warehousing,6639013,6643450
2024-05,51,Information,2939227,2948709
2024-05,52-53,Financial Activities,9129023,9142107
2024-05,54-56,Professional and Business Services,22568026,22586080
2024-05,61-62,Education and Health Services,26355857,26398491
2024-05,71-72,Leisure and Hospitality,16910432,16834226
2024-05,81,Other Services (except Public Administration),5959027,5955192
2024-05,92,Public Administration,23340520,23326435
2024-05,99,Unclassified,372867,372208
2024-06,11,"Agriculture, Forestry, Fishing and Hunting",214426,212905
2024-06,21,"Mining, Quarrying, and Oil and Gas Extraction",628272,627315
2024-06,22,Utilities,372821,372472
2024-06,23,Construction,8243235,8206369
2024-06,31-33,Manufacturing,12837710,12815683
2024-06,42,Wholesale Trade,6159794,6147141
2024-06,44-45,Retail Trade,15572604,15535326
2024-06,48-49,Transportation and Warehousing,6655512,6646090
2024-06,51,Information,2940800,2947276
2024-06,52-53,Financial Activities,9177891,9164999
2024-06,54-56,Professional and Business Services,22632778,22602251
2024-06,61-62,Education and Health Services,26159713,26437968
2024-06,71-72,Leisure and Hospitality,16973733,16851030
2024-06,81,Other Services (except Public Administration),5965080,5961274
2024-06,92,Public Administration,23340453,23355988
2024-06,99,Unclassified,373626,371812
2024-07,11,"Agriculture, Forestry, Fishing and Hunting",214395,212802
2024-07,21,"Mining, Quarrying, and Oil and Gas Extraction",628610,627378
2024-07,22,Utilities,373366,373043
2024-07,23,Construction,8258137,8218827
2024-07,31-33,Manufacturing,12846661,12814318
2024-07,42,Wholesale Trade,6159942,6145811
2024-07,44-45,Retail Trade,15568742,15530607
2024-07,48-49,Transportation and Warehousing,6659353,6649364
2024-07,51,Information,2941409,2945597
2024-07,52-53,Financial Activities,9205353,9177522
2024-07,54-56,Professional and Business Services,22658332,22639929
2024-07,61-62,Education and Health Services,26133095,26479332
2024-07,71-72,Leisure and Hospitality,16959040,16844713
2024-07,81,Other Services (except Public Administration),5964997,5967080
2024-07,92,Public Administration,23310860,23375156
2024-07,99,Unclassified,373362,371766
2024-08,11,"Agriculture, Forestry, Fishing and Hunting",214175,212748
2024-08,21,"Mining, Quarrying, and Oil and Gas Extraction",628994,627754
2024-08,22,Utilities,373957,373503
2024-08,23,Construction,8275802,8235643
2024-08,31-33,Manufacturing,12856429,12816938
2024-08,42,Wholesale Trade,6163645,6145707
2024-08,44-45,Retail Trade,15574993,15526284
2024-08,48-49,Transportation and Warehousing,6672192,6658333
2024-08,51,Information,2947926,2943061
2024-08,52-53,Financial Activities,9226050,9193538
2024-08,54-56,Professional and Business Services,22703637,22681164
2024-08,61-62,Education and Health Services,26570856,26519224
2024-08,71-72,Leisure and Hospitality,16963428,16833687
2024-08,81,Other Services (except Public Administration),5999071,5976933
2024-08,92,Public Administration,23463362,23401834
2024-08,99,Unclassified,374106,372014
2024-09,11,"Agriculture, Forestry, Fishing and Hunting",212324,212444
2024-09,21,"Mining, Quarrying, and Oil and Gas Extraction",627420,627674
2024-09,22,Utilities,374180,374171
2024-09,23,Construction,8250083,8249454
2024-09,31-33,Manufacturing,12826618,12822839
2024-09,42,Wholesale Trade,6144824,6145152
2024-09,44-45,Retail Trade,15487791,15511861
2024-09,48-49,Transportation and Warehousing,6655902,6661912
2024-09,51,Information,2946615,2942241
2024-09,52-53,Financial Activities,9217000,9209944
2024-09,54-56,Professional and Business Services,22725206,22719030
2024-09,61-62,Education and Health Services,26659021,26568073
2024-09,71-72,Leisure and Hospitality,16752135,16809665
2024-09,81,Other Services (except Public Administration),5982924,5985316
2024-09,92,Public Administration,23443251,23429966
2024-09,99,Unclassified,371706,372422
2024-10,11,"Agriculture, Forestry, Fishing and Hunting",212116,212318
2024-10,21,"Mining, Quarrying, and Oil and Gas Extraction",626953,627235
2024-10,22,Utilities,374721,374330
2024-10,23,Construction,8257443,8262277
2024-10,31-33,Manufacturing,12825016,12817601
2024-10,42,Wholesale Trade,6145810,6143730
2024-10,44-45,Retail Trade,15509727,15507868
2024-10,48-49,Transportation and Warehousing,6663284,6662420
2024-10,51,Information,2947604,2937837
2024-10,52-53,Financial Activities,9230153,9224382
2024-10,54-56,Professional and Business Services,22787409,22746850
2024-10,61-62,Education and Health Services,26742454,26619710
2024-10,71-72,Leisure and Hospitality,16738747,16807301
2024-10,81,Other Services (except Public Administration),5993492,5993997
2024-10,92,Public Administration,23477141,23459983
2024-10,99,Unclassified,371324,372270
2024-11,11,"Agriculture, Forestry, Fishing and Hunting",211679,212185
2024-11,21,"Mining, Quarrying, and Oil and Gas Extraction",626059,626730
2024-11,22,Utilities,374996,375090
2024-11,23,Construction,8256236,8270685
2024-11,31-33,Manufacturing,12818992,12813512
2024-11,42,Wholesale Trade,6145629,6143242
2024-11,44-45,Retail Trade,15532084,15502785
2024-11,48-49,Transportation and Warehousing,6670781,6663162
2024-11,51,Information,2945062,2934644
2024-11,52-53,Financial Activities,9232425,9240456
2024-11,54-56,Professional and Business Services,22797166,22776390
2024-11,61-62,Education and Health Services,26789135,26669231
2024-11,71-72,Leisure and Hospitality,16740031,16801273
2024-11,81,Other Services (except Public Administration),6002059,5999612
2024-11,92,Public Administration,23499209,23486154
2024-11,99,Unclassified,371384,372124
2024-12,11,"Agriculture, Forestry, Fishing and Hunting",211005,212000
2024-12,21,"Mining, Quarrying, and Oil and Gas Extraction",625180,625880
2024-12,22,Utilities,374885,375783
2024-12,23,Construction,8250288,8279954
2024-12,31-33,Manufacturing,12793353,12801316
2024-12,42,Wholesale Trade,6136104,6140302
2024-12,44-45,Retail Trade,15521053,15489061
2024-12,48-49,Transportation and Warehousing,6666878,6661762
2024-12,51,Information,2937332,2954326
2024-12,52-53,Financial Activities,9224920,9252539
2024-12,54-56,Professional and Business Services,22775542,22794198
2024-12,61-62,Education and Health Services,26804817,26706710
2024-12,71-72,Leisure and Hospitality,16731308,16790098
2024-12,81,Other Services (except Public Administration),5993037,5993603
2024-12,92,Public Administration,23498683,23494609
2024-12,99,Unclassified,371294,371945
2025-01,11,"Agriculture, Forestry, Fishing and Hunting",210608,211946
2025-01,21,"Mining, Quarrying, and Oil and Gas Extraction",625060,625425
2025-01,22,Utilities,375846,376435
2025-01,23,Construction,8271297,8291027
2025-01,31-33,Manufacturing,12788886,12802544
2025-01,42,Wholesale Trade,6132264,6139308
2025-01,44-45,Retail Trade,15467736,15474632
2025-01,48-49,Transportation and Warehousing,6658826,6657984
2025-01,51,Information,2940016,2935304
2025-01,52-53,Financial Activities,9236840,9266839
2025-01,54-56,Professional and Business Services,22834537,22825857
2025-01,61-62,Education and Health Services,26849040,26728842
2025-01,71-72,Leisure and Hospitality,16695322,16780086
2025-01,81,Other Services (except Public Administration),5995138,5997374
2025-01,92,Public Administration,23527243,23510237
2025-01,99,Unclassified,370679,372079
2025-02,11,"Agriculture, Forestry, Fishing and Hunting",210228,212006
2025-02,21,"Mining, Quarrying, and Oil and Gas Extraction",624689,625171
2025-02,22,Utilities,376031,377016
2025-02,23,Construction,8269313,8303494
2025-02,31-33,Manufacturing,12757971,12787547
2025-02,42,Wholesale Trade,6119658,6137692
2025-02,44-45,Retail Trade,15417609,15468722
2025-02,48-49,Transportation and Warehousing,6647087,6659031
2025-02,51,Information,2933765,2933757
2025-02,52-53,Financial Activities,9235010,9246107
2025-02,54-56,Professional and Business Services,22820452,22852344
2025-02,61-62,Education and Health Services,26866999,26771921
2025-02,71-72,Leisure and Hospitality,16666577,16775939
2025-02,81,Other Services (except Public Administration),5988860,6001602
2025-02,92,Public Administration,23505534,23520787
2025-02,99,Unclassified,370079,371662
2025-03,11,"Agriculture, Forestry, Fishing and Hunting",210381,211473
2025-03,21,"Mining, Quarrying, and Oil and Gas Extraction",623834,624254
2025-03,22,Utilities,376966,377475
2025-03,23,Construction,8285621,8314020
2025-03,31-33,Manufacturing,12764226,12788625
2025-03,42,Wholesale Trade,6122339,6135991
2025-03,44-45,Retail Trade,15413940,15456596
2025-03,48-49,Transportation and Warehousing,6648995,6658896
2025-03,51,Information,2938235,2939542
2025-03,52-53,Financial Activities,9253209,9262327
2025-03,54-56,Professional and Business Services,22849571,22878996
2025-03,61-62,Education and Health Services,26916952,26816369
2025-03,71-72,Leisure and Hospitality,16687023,16755381
2025-03,81,Other Services (except Public Administration),5996565,6002089
2025-03,92,Public Administration,23501310,23514412
2025-03,99,Unclassified,370238,371278
2025-04,11,"Agriculture, Forestry, Fishing and Hunting",210211,211047
2025-04,21,"Mining, Quarrying, and Oil and Gas Extraction",622393,622929
2025-04,22,Utilities,377304,377909
2025-04,23,Construction,8289695,8322746
2025-04,31-33,Manufacturing,12753448,12788388
2025-04,42,Wholesale Trade,6119445,6135225
2025-04,44-45,Retail Trade,15400586,15448545
2025-04,48-49,Transportation and Warehousing,6644454,6658473
2025-04,51,Information,2936872,2944780
2025-04,52-53,Financial Activities,9253535,9274222
2025-04,54-56,Professional and Business Services,22834949,22898790
2025-04,61-62,Education and Health Services,26923974,26868831
2025-04,71-72,Leisure and Hospitality,16693989,16741874
2025-04,81,Other Services (except Public Administration),5997883,6003449
2025-04,92,Public Administration,23489967,23511875
2025-04,99,Unclassified,370078,370846
2025-05,11,"Agriculture, Forestry, Fishing and Hunting",211175,210669
2025-05,21,"Mining, Quarrying, and Oil and Gas Extraction",622540,622831
2025-05,22,Utilities,379125,378787
2025-05,23,Construction,8334089,8329090
2025-05,31-33,Manufacturing,12780923,12798192
2025-05,42,Wholesale Trade,6131612,6131928
2025-05,44-45,Retail Trade,15422909,15417323
2025-05,48-49,Transportation and Warehousing,6651749,6655442
2025-05,51,Information,2943358,2953245
2025-05,52-53,Financial Activities,9282999,9295793
2025-05,54-56,Professional and Business Services,22907677,22925031
2025-05,61-62,Education and Health Services,26883006,26922349
2025-05,71-72,Leisure and Hospitality,16768315,16686044
2025-05,81,Other Services (except Public Administration),6006209,6001505
2025-05,92,Public Administration,23517739,23499441
2025-05,99,Unclassified,370854,370130
2025-06,11,"Agriculture, Forestry, Fishing and Hunting",211661,210192
2025-06,21,"Mining, Quarrying, and Oil and Gas Extraction",623293,622241
2025-06,22,Utilities,381442,381136
2025-06,23,Construction,8380953,8343559
2025-06,31-33,Manufacturing,12823666,12802260
2025-06,42,Wholesale Trade,6142918,6129930
2025-06,44-45,Retail Trade,15433478,15393409
2025-06,48-49,Transportation and Warehousing,6663848,6653782
2025-06,51,Information,2954525,2961550
2025-06,52-53,Financial Activities,9352199,9339370
2025-06,54-56,Professional and Business Services,22986251,22953738
2025-06,61-62,Education and Health Services,26659088,26940092
2025-06,71-72,Leisure and Hospitality,16772257,16650353
2025-06,81,Other Services (except Public Administration),5997178,5994879
2025-06,92,Public Administration,23485475,23499904
2025-06,99,Unclassified,370611,368774
2025-07,11,"Agriculture, Forestry, Fishing and Hunting",211277,209735
2025-07,21,"Mining, Quarrying, and Oil and Gas Extraction",622758,621580
2025-07,22,Utilities,382019,381747
2025-07,23,Construction,8387426,8347252
2025-07,31-33,Manufacturing,12830572,12798592
2025-07,42,Wholesale Trade,6140380,6126060
2025-07,44-45,Retail Trade,15419230,15378689
2025-07,48-49,Transportation and Warehousing,6659689,6648903
2025-07,51,Information,2957045,2961670
2025-07,52-53,Financial Activities,9384041,9355061
2025-07,54-56,Professional and Business Services,22990231,22971410
2025-07,61-62,Education and Health Services,26610400,26960405
2025-07,71-72,Leisure and Hospitality,16744667,16630680
2025-07,81,Other Services (except Public Administration),5987304,5990982
2025-07,92,Public Administration,23430916,23490749
2025-07,99,Unclassified,370109,368492
2025-08,11,"Agriculture, Forestry, Fishing and Hunting",211013,209665
2025-08,21,"Mining, Quarrying, and Oil and Gas Extraction",621996,621027
2025-08,22,Utilities,383007,382634
2025-08,23,Construction,8398589,8358231
2025-08,31-33,Manufacturing,12837257,12799317
2025-08,42,Wholesale Trade,6141689,6124404
2025-08,44-45,Retail Trade,15414343,15367087
2025-08,48-49,Transportation and Warehousing,6661402,6647266
2025-08,51,Information,2967207,2962805
2025-08,52-53,Financial Activities,9409548,9376631
2025-08,54-56,Professional and Business Services,23023444,23003620
2025-08,61-62,Education and Health Services,26982148,26937123
2025-08,71-72,Leisure and Hospitality,16737353,16610637
2025-08,81,Other Services (except Public Administration),6014022,5993119
2025-08,92,Public Administration,23510622,23453377
2025-08,99,Unclassified,370509,368472
2025-09,11,"Agriculture, Forestry, Fishing and Hunting",209466,209664
2025-09,21,"Mining, Quarrying, and Oil and Gas Extraction",619627,620260
2025-09,22,Utilities,382551,382617
2025-09,23,Construction,8367690,8368503
2025-09,31-33,Manufacturing,12803749,12802049
2025-09,42,Wholesale Trade,6123201,6124858
2025-09,44-45,Retail Trade,15334072,15362618
2025-09,48-49,Transportation and Warehousing,6643890,6650862
2025-09,51,Information,2968424,2964426
2025-09,52-53,Financial Activities,9396596,9390011
2025-09,54-56,Professional and Business Services,23035683,23032890
2025-09,61-62,Education and Health Services,26992064,26908719
2025-09,71-72,Leisure and Hospitality,16562581,16629723
2025-09,81,Other Services (except Public Administration),5990980,5994845
2025-09,92,Public Administration,23441555,23435140
2025-09,99,Unclassified,368434,369311
2025-10,11,"Agriculture, Forestry, Fishing and Hunting",209272,209494
2025-10,21,"Mining, Quarrying, and Oil and Gas Extraction",618849,619475
2025-10,22,Utilities,382724,382366
2025-10,23,Construction,8364264,8370150
2025-10,31-33,Manufacturing,12808119,12802503
2025-10,42,Wholesale Trade,6122699,6121674
2025-10,44-45,Retail Trade,15329456,15335961
2025-10,48-49,Transportation and Warehousing,6644138,6644494
2025-10,51,Information,2975960,2966127
2025-10,52-53,Financial Activities,9411606,9406952
2025-10,54-56,Professional and Business Services,23108085,23067839
2025-10,61-62,Education and Health Services,27040620,26922590
2025-10,71-72,Leisure and Hospitality,16537315,16612602
2025-10,81,Other Services (except Public Administration),5993423,5995037
2025-10,92,Public Administration,23420726,23409330
2025-10,99,Unclassified,368076,369174
2025-11,11,"Agriculture, Forestry, Fishing and Hunting",208997,209463
2025-11,21,"Mining, Quarrying, and Oil and Gas Extraction",617914,618861
2025-11,22,Utilities,382659,382805
2025-11,23,Construction,8357539,8372062
2025-11,31-33,Manufacturing,12808774,12804554
2025-11,42,Wholesale Trade,6121581,6119472
2025-11,44-45,Retail Trade,15336034,15316695
2025-11,48-49,Transportation and Warehousing,6644465,6638548
2025-11,51,Information,2979333,2968362
2025-11,52-53,Financial Activities,9412531,9422477
2025-11,54-56,Professional and Business Services,23111273,23090389
2025-11,61-62,Education and Health Services,27069587,26950470
2025-11,71-72,Leisure and Hospitality,16533222,16596498
2025-11,81,Other Services (except Public Administration),5999253,5996665
2025-11,92,Public Administration,23421056,23411476
2025-11,99,Unclassified,368091,368909
2025-12,11,"Agriculture, Forestry, Fishing and Hunting",209042,209918
2025-12,21,"Mining, Quarrying, and Oil and Gas Extraction",617472,618056
2025-12,22,Utilities,382213,383223
2025-12,23,Construction,8351253,8379944
2025-12,31-33,Manufacturing,12794546,12802165
2025-12,42,Wholesale Trade,6115038,6118326
2025-12,44-45,Retail Trade,15330251,15303832
2025-12,48-49,Transportation and Warehousing,6636698,6634164
2025-12,51,Information,2979790,2998961
2025-12,52-53,Financial Activities,9402438,9432421
2025-12,54-56,Professional and Business Services,23098441,23115055
2025-12,61-62,Education and Health Services,27083086,26981919
2025-12,71-72,Leisure and Hospitality,16532878,16586068
2025-12,81,Other Services (except Public Administration),6000832,5998826
2025-12,92,Public Administration,23411808,23407482
2025-12,99,Unclassified,367923,368485
