timestep,agg_RIS,category,date,NER,NER_SA
M,Industry,Other services,2024-08-01,4838000.0,4732000.0
M,Industry,Other services,2024-09-01,4847000.0,4749000.0
M,Industry,Other services,2024-10-01,4851000.0,4763000.0
M,Industry,Other services,2024-11-01,4842000.0,4772000.0
M,Industry,Other services,2024-12-01,4805000.0,4782000.0
M,Industry,Other services,2025-01-01,4749000.0,4795000.0
M,Industry,Other services,2025-02-01,4751000.0,4813000.0
M,Industry,Other services,2025-03-01,4755000.0,4823000.0
M,Industry,Other services,2025-04-01,4769000.0,4822000.0
M,Industry,Other services,2025-05-01,4794000.0,4827000.0
M,Industry,Other services,2025-06-01,4867000.0,4834000.0
M,Industry,Other services,2025-07-01,4916000.0,4836000.0
M,Industry,Other services,2025-08-01,4912000.0,4826000.0
M,Industry,Other services,2025-09-01,4879000.0,4809000.0
M,Industry,Other services,2025-10-01,4857000.0,4796000.0
M,Industry,Other services,2025-11-01,4849000.0,4792000.0
M,Industry,Professional and business services,2010-01-01,16322000.0,16632000.0
M,Industry,Professional and business services,2010-02-01,16322000.0,16616000.0
M,Industry,Professional and business services,2010-03-01,16300000.0,16575000.0
M,Industry,Professional and business services,2010-04-01,16427000.0,16624000.0
M,Industry,Professional and business services,2010-05-01,16492000.0,16658000.0
M,Industry,Professional and business services,2010-06-01,16672000.0,16674000.0
M,Industry,Professional and business services,2010-07-01,16913000.0,16714000.0
M,Industry,Professional and business services,2010-08-01,16975000.0,16743000.0
M,Industry,Professional and business services,2010-09-01,17032000.0,16812000.0
M,Industry,Professional and business services,2010-10-01,17038000.0,16882000.0
M,Industry,Professional and business services,2010-11-01,17132000.0,16939000.0
M,Industry,Professional and business services,2010-12-01,16898000.0,16998000.0
M,Industry,Professional and business services,2011-01-01,16833000.0,17076000.0
M,Industry,Professional and business services,2011-02-01,16869000.0,17142000.0
M,Industry,Professional and business services,2011-03-01,16949000.0,17225000.0
M,Industry,Professional and business services,2011-04-01,17094000.0,17294000.0
M,Industry,Professional and business services,2011-05-01,17196000.0,17360000.0
M,Industry,Professional and business services,2011-06-01,17487000.0,17434000.0
M,Industry,Professional and business services,2011-07-01,17717000.0,17523000.0
M,Industry,Professional and business services,2011-08-01,17823000.0,17595000.0
M,Industry,Professional and business services,2011-09-01,17865000.0,17661000.0
M,Industry,Professional and business services,2011-10-01,17771000.0,17614000.0
M,Industry,Professional and business services,2011-11-01,17822000.0,17630000.0
M,Industry,Professional and business services,2011-12-01,17559000.0,17647000.0
M,Industry,Professional and business services,2012-01-01,17499000.0,17738000.0
M,Industry,Professional and business services,2012-02-01,17493000.0,17785000.0
M,Industry,Professional and business services,2012-03-01,17563000.0,17838000.0
M,Industry,Professional and business services,2012-04-01,17684000.0,17902000.0
M,Industry,Professional and business services,2012-05-01,17763000.0,17948000.0
M,Industry,Professional and business services,2012-06-01,18026000.0,18001000.0
M,Industry,Professional and business services,2012-07-01,18152000.0,17995000.0
M,Industry,Professional and business services,2012-08-01,18212000.0,18032000.0
M,Industry,Professional and business services,2012-09-01,18215000.0,18083000.0
M,Industry,Professional and business services,2012-10-01,18330000.0,18198000.0
M,Industry,Professional and business services,2012-11-01,18468000.0,18276000.0
M,Industry,Professional and business services,2012-12-01,18210000.0,18277000.0
M,Industry,Professional and business services,2013-01-01,18119000.0,18343000.0
M,Industry,Professional and business services,2013-02-01,18100000.0,18383000.0
M,Industry,Professional and business services,2013-03-01,18137000.0,18412000.0
M,Industry,Professional and business services,2013-04-01,18189000.0,18417000.0
M,Industry,Professional and business services,2013-05-01,18264000.0,18435000.0
M,Industry,Professional and business services,2013-06-01,18466000.0,18435000.0
M,Industry,Professional and business services,2013-07-01,18660000.0,18473000.0
M,Industry,Professional and business services,2013-08-01,18686000.0,18486000.0
M,Industry,Professional and business services,2013-09-01,18664000.0,18528000.0
M,Industry,Professional and business services,2013-10-01,18729000.0,18560000.0
M,Industry,Professional and business services,2013-11-01,18816000.0,18620000.0
M,Industry,Professional and business services,2013-12-01,18704000.0,18707000.0
M,Industry,Professional and business services,2014-01-01,18522000.0,18764000.0
M,Industry,Professional and business services,2014-02-01,18561000.0,18838000.0
M,Industry,Professional and business services,2014-03-01,18629000.0,18904000.0
M,Industry,Professional and business services,2014-04-01,18744000.0,18973000.0
M,Industry,Professional and business services,2014-05-01,18899000.0,19055000.0
M,Industry,Professional and business services,2014-06-01,19205000.0,19129000.0
M,Industry,Professional and business services,2014-07-01,19452000.0,19185000.0
M,Industry,Professional and business services,2014-08-01,19556000.0,19269000.0
M,Industry,Professional and business services,2014-09-01,19488000.0,19278000.0
M,Industry,Professional and business services,2014-10-01,19618000.0,19363000.0
M,Industry,Professional and business services,2014-11-01,19613000.0,19371000.0
M,Industry,Professional and business services,2014-12-01,19490000.0,19424000.0
M,Industry,Professional and business services,2015-01-01,19202000.0,19432000.0
M,Industry,Professional and business services,2015-02-01,19168000.0,19441000.0
M,Industry,Professional and business services,2015-03-01,19183000.0,19459000.0
M,Industry,Professional and business services,2015-04-01,19299000.0,19501000.0
M,Industry,Professional and business services,2015-05-01,19391000.0,19541000.0
M,Industry,Professional and business services,2015-06-01,19679000.0,19580000.0
M,Industry,Professional and business services,2015-07-01,19955000.0,19614000.0
M,Industry,Professional and business services,2015-08-01,19987000.0,19645000.0
M,Industry,Professional and business services,2015-09-01,19972000.0,19703000.0
M,Industry,Professional and business services,2015-10-01,20007000.0,19714000.0
M,Industry,Professional and business services,2015-11-01,20032000.0,19745000.0
M,Industry,Professional and business services,2015-12-01,19882000.0,19785000.0
M,Industry,Professional and business services,2016-01-01,19583000.0,19811000.0
M,Industry,Professional and business services,2016-02-01,19610000.0,19884000.0
M,Industry,Professional and business services,2016-03-01,19649000.0,19925000.0
M,Industry,Professional and business services,2016-04-01,19775000.0,19986000.0
M,Industry,Professional and business services,2016-05-01,19833000.0,19993000.0
M,Industry,Professional and business services,2016-06-01,20204000.0,20041000.0
M,Industry,Professional and business services,2016-07-01,20445000.0,20103000.0
M,Industry,Professional and business services,2016-08-01,20472000.0,20143000.0
M,Industry,Professional and business services,2016-09-01,20423000.0,20178000.0
M,Industry,Professional and business services,2016-10-01,20481000.0,20210000.0
M,Industry,Professional and business services,2016-11-01,20526000.0,20241000.0
M,Industry,Professional and business services,2016-12-01,20222000.0,20214000.0
M,Industry,Professional and business services,2017-01-01,20033000.0,20254000.0
M,Industry,Professional and business services,2017-02-01,19977000.0,20257000.0
M,Industry,Professional and business services,2017-03-01,20001000.0,20272000.0
M,Industry,Professional and business services,2017-04-01,20073000.0,20300000.0
M,Industry,Professional and business services,2017-05-01,20179000.0,20358000.0
M,Industry,Professional and business services,2017-06-01,20514000.0,20397000.0
M,Industry,Professional and business services,2017-07-01,20718000.0,20422000.0
M,Industry,Professional and business services,2017-08-01,20699000.0,20423000.0
M,Industry,Professional and business services,2017-09-01,20668000.0,20497000.0
M,Industry,Professional and business services,2017-10-01,20721000.0,20519000.0
M,Industry,Professional and business services,2017-11-01,20796000.0,20565000.0
M,Industry,Professional and business services,2017-12-01,20646000.0,20648000.0
M,Industry,Professional and business services,2018-01-01,20487000.0,20702000.0
M,Industry,Professional and business services,2018-02-01,20452000.0,20733000.0
M,Industry,Professional and business services,2018-03-01,20523000.0,20799000.0
M,Industry,Professional and business services,2018-04-01,20581000.0,20814000.0
M,Industry,Professional and business services,2018-05-01,20636000.0,20825000.0
M,Industry,Professional and business services,2018-06-01,20940000.0,20865000.0
M,Industry,Professional and business services,2018-07-01,21155000.0,20903000.0
M,Industry,Professional and business services,2018-08-01,21177000.0,20951000.0
M,Industry,Professional and business services,2018-09-01,21069000.0,20943000.0
M,Industry,Professional and business services,2018-10-01,21160000.0,20991000.0
M,Industry,Professional and business services,2018-11-01,21261000.0,21039000.0
M,Industry,Professional and business services,2018-12-01,21043000.0,21033000.0
M,Industry,Professional and business services,2019-01-01,20872000.0,21088000.0
M,Industry,Professional and business services,2019-02-01,20882000.0,21150000.0
M,Industry,Professional and business services,2019-03-01,20874000.0,21150000.0
M,Industry,Professional and business services,2019-04-01,20938000.0,21172000.0
M,Industry,Professional and business services,2019-05-01,21007000.0,21187000.0
M,Industry,Professional and business services,2019-06-01,21224000.0,21182000.0
M,Industry,Professional and business services,2019-07-01,21404000.0,21183000.0
M,Industry,Professional and business services,2019-08-01,21408000.0,21195000.0
M,Industry,Professional and business services,2019-09-01,21325000.0,21207000.0
M,Industry,Professional and business services,2019-10-01,21384000.0,21232000.0
M,Industry,Professional and business services,2019-11-01,21437000.0,21242000.0
M,Industry,Professional and business services,2019-12-01,21348000.0,21287000.0
M,Industry,Professional and business services,2020-01-01,21017000.0,21247000.0
M,Industry,Professional and business services,2020-02-01,21008000.0,21271000.0
M,Industry,Professional and business services,2020-03-01,21003000.0,21278000.0
M,Industry,Professional and business services,2020-04-01,20282000.0,20549000.0
M,Industry,Professional and business services,2020-05-01,19867000.0,20108000.0
M,Industry,Professional and business services,2020-06-01,20039000.0,20064000.0
M,Industry,Professional and business services,2020-07-01,20222000.0,20035000.0
M,Industry,Professional and business services,2020-08-01,20249000.0,20069000.0
M,Industry,Professional and business services,2020-09-01,20287000.0,20175000.0
M,Industry,Professional and business services,2020-10-01,20488000.0,20337000.0
M,Industry,Professional and business services,2020-11-01,20685000.0,20507000.0
M,Industry,Professional and business services,2020-12-01,20760000.0,20673000.0
M,Industry,Professional and business services,2021-01-01,20614000.0,20846000.0
M,Industry,Professional and business services,2021-02-01,20654000.0,20921000.0
M,Industry,Professional and business services,2021-03-01,20735000.0,21011000.0
M,Industry,Professional and business services,2021-04-01,20763000.0,21055000.0
M,Industry,Professional and business services,2021-05-01,20870000.0,21143000.0
M,Industry,Professional and business services,2021-06-01,21173000.0,21239000.0
M,Industry,Professional and business services,2021-07-01,21524000.0,21338000.0
M,Industry,Professional and business services,2021-08-01,21636000.0,21452000.0
M,Industry,Professional and business services,2021-09-01,21754000.0,21632000.0
M,Industry,Professional and business services,2021-10-01,21969000.0,21796000.0
M,Industry,Professional and business services,2021-11-01,22110000.0,21910000.0
M,Industry,Professional and business services,2021-12-01,22123000.0,22095000.0
M,Industry,Professional and business services,2022-01-01,21942000.0,22176000.0
M,Industry,Professional and business services,2022-02-01,22068000.0,22334000.0
M,Industry,Professional and business services,2022-03-01,22155000.0,22431000.0
M,Industry,Professional and business services,2022-04-01,22285000.0,22558000.0
M,Industry,Professional and business services,2022-05-01,22369000.0,22633000.0
M,Industry,Professional and business services,2022-06-01,22743000.0,22718000.0
M,Industry,Professional and business services,2022-07-01,23039000.0,22795000.0
M,Industry,Professional and business services,2022-08-01,23070000.0,22830000.0
M,Industry,Professional and business services,2022-09-01,23019000.0,22867000.0
M,Industry,Professional and business services,2022-10-01,23083000.0,22885000.0
M,Industry,Professional and business services,2022-11-01,23132000.0,22907000.0
M,Industry,Professional and business services,2022-12-01,22876000.0,22849000.0
M,Industry,Professional and business services,2023-01-01,22667000.0,22866000.0
M,Industry,Professional and business services,2023-02-01,22539000.0,22797000.0
M,Industry,Professional and business services,2023-03-01,22490000.0,22759000.0
M,Industry,Professional and business services,2023-04-01,22491000.0,22745000.0
M,Industry,Professional and business services,2023-05-01,22501000.0,22725000.0
M,Industry,Professional and business services,2023-06-01,22799000.0,22717000.0
M,Industry,Professional and business services,2023-07-01,23040000.0,22730000.0
M,Industry,Professional and business services,2023-08-01,23003000.0,22706000.0
M,Industry,Professional and business services,2023-09-01,22831000.0,22656000.0
M,Industry,Professional and business services,2023-10-01,22804000.0,22605000.0
M,Industry,Professional and business services,2023-11-01,22778000.0,22561000.0
M,Industry,Professional and business services,2023-12-01,22588000.0,22569000.0
M,Industry,Professional and business services,2024-01-01,22417000.0,22588000.0
M,Industry,Professional and business services,2024-02-01,22352000.0,22599000.0
M,Industry,Professional and business services,2024-03-01,22296000.0,22571000.0
M,Industry,Professional and business services,2024-04-01,22330000.0,22582000.0
M,Industry,Professional and business services,2024-05-01,22434000.0,22603000.0
M,Industry,Professional and business services,2024-06-01,22713000.0,22607000.0
M,Industry,Professional and business services,2024-07-01,22884000.0,22566000.0
M,Industry,Professional and business services,2024-08-01,22840000.0,22571000.0
M,Industry,Professional and business services,2024-09-01,22749000.0,22583000.0
M,Industry,Professional and business services,2024-10-01,22795000.0,22610000.0
M,Industry,Professional and business services,2024-11-01,22817000.0,22617000.0
M,Industry,Professional and business services,2024-12-01,22680000.0,22636000.0
M,Industry,Professional and business services,2025-01-01,22461000.0,22653000.0
M,Industry,Professional and business services,2025-02-01,22432000.0,22675000.0
M,Industry,Professional and business services,2025-03-01,22436000.0,22721000.0
M,Industry,Professional and business services,2025-04-01,22473000.0,22722000.0
M,Industry,Professional and business services,2025-05-01,22545000.0,22709000.0
M,Industry,Professional and business services,2025-06-01,22752000.0,22652000.0
M,Industry,Professional and business services,2025-07-01,22940000.0,22661000.0
M,Industry,Professional and business services,2025-08-01,22941000.0,22660000.0
M,Industry,Professional and business services,2025-09-01,22930000.0,22654000.0
M,Industry,Professional and business services,2025-10-01,23019000.0,22632000.0
M,Industry,Professional and business services,2025-11-01,23048000.0,22606000.0
M,Industry,"Trade, transportation, and utilities",2010-01-01,24360000.0,24821000.0
M,Industry,"Trade, transportation, and utilities",2010-02-01,24030000.0,24571000.0
M,Industry,"Trade, transportation, and utilities",2010-03-01,23995000.0,24356000.0
M,Industry,"Trade, transportation, and utilities",2010-04-01,24129000.0,24350000.0
M,Industry,"Trade, transportation, and utilities",2010-05-01,24230000.0,24367000.0
M,Industry,"Trade, transportation, and utilities",2010-06-01,24388000.0,24381000.0
M,Industry,"Trade, transportation, and utilities",2010-07-01,24568000.0,24404000.0
M,Industry,"Trade, transportation, and utilities",2010-08-01,24659000.0,24439000.0
M,Industry,"Trade, transportation, and utilities",2010-09-01,24665000.0,24468000.0
M,Industry,"Trade, transportation, and utilities",2010-10-01,24710000.0,24466000.0
M,Industry,"Trade, transportation, and utilities",2010-11-01,24781000.0,24472000.0
M,Industry,"Trade, transportation, and utilities",2010-12-01,24736000.0,24504000.0
M,Industry,"Trade, transportation, and utilities",2011-01-01,24484000.0,24552000.0
M,Industry,"Trade, transportation, and utilities",2011-02-01,24297000.0,24631000.0
M,Industry,"Trade, transportation, and utilities",2011-03-01,24315000.0,24677000.0
M,Industry,"Trade, transportation, and utilities",2011-04-01,24516000.0,24746000.0
M,Industry,"Trade, transportation, and utilities",2011-05-01,24662000.0,24798000.0
M,Industry,"Trade, transportation, and utilities",2011-06-01,24881000.0,24826000.0
M,Industry,"Trade, transportation, and utilities",2011-07-01,25036000.0,24863000.0
M,Industry,"Trade, transportation, and utilities",2011-08-01,25106000.0,24886000.0
M,Industry,"Trade, transportation, and utilities",2011-09-01,25114000.0,24921000.0
M,Industry,"Trade, transportation, and utilities",2011-10-01,25218000.0,24970000.0
M,Industry,"Trade, transportation, and utilities",2011-11-01,25331000.0,25011000.0
M,Industry,"Trade, transportation, and utilities",2011-12-01,25277000.0,25016000.0
M,Industry,"Trade, transportation, and utilities",2012-01-01,25000000.0,25062000.0
M,Industry,"Trade, transportation, and utilities",2012-02-01,24763000.0,25124000.0
M,Industry,"Trade, transportation, and utilities",2012-03-01,24796000.0,25157000.0
M,Industry,"Trade, transportation, and utilities",2012-04-01,24923000.0,25178000.0
M,Industry,"Trade, transportation, and utilities",2012-05-01,25012000.0,25182000.0
M,Industry,"Trade, transportation, and utilities",2012-06-01,25262000.0,25239000.0
M,Industry,"Trade, transportation, and utilities",2012-07-01,25390000.0,25235000.0
M,Industry,"Trade, transportation, and utilities",2012-08-01,25475000.0,25273000.0
M,Industry,"Trade, transportation, and utilities",2012-09-01,25458000.0,25282000.0
M,Industry,"Trade, transportation, and utilities",2012-10-01,25526000.0,25298000.0
M,Industry,"Trade, transportation, and utilities",2012-11-01,25671000.0,25334000.0
M,Industry,"Trade, transportation, and utilities",2012-12-01,25615000.0,25329000.0
M,Industry,"Trade, transportation, and utilities",2013-01-01,25385000.0,25407000.0
M,Industry,"Trade, transportation, and utilities",2013-02-01,25079000.0,25414000.0
M,Industry,"Trade, transportation, and utilities",2013-03-01,25073000.0,25435000.0
M,Industry,"Trade, transportation, and utilities",2013-04-01,25187000.0,25457000.0
M,Industry,"Trade, transportation, and utilities",2013-05-01,25357000.0,25512000.0
M,Industry,"Trade, transportation, and utilities",2013-06-01,25526000.0,25533000.0
M,Industry,"Trade, transportation, and utilities",2013-07-01,25734000.0,25587000.0
M,Industry,"Trade, transportation, and utilities",2013-08-01,25838000.0,25650000.0
M,Industry,"Trade, transportation, and utilities",2013-09-01,25873000.0,25698000.0
M,Industry,"Trade, transportation, and utilities",2013-10-01,25959000.0,25743000.0
M,Industry,"Trade, transportation, and utilities",2013-11-01,26097000.0,25758000.0
M,Industry,"Trade, transportation, and utilities",2013-12-01,26190000.0,25845000.0
M,Industry,"Trade, transportation, and utilities",2014-01-01,25756000.0,25841000.0
M,Industry,"Trade, transportation, and utilities",2014-02-01,25571000.0,25880000.0
M,Industry,"Trade, transportation, and utilities",2014-03-01,25549000.0,25911000.0
M,Industry,"Trade, transportation, and utilities",2014-04-01,25687000.0,25959000.0
M,Industry,"Trade, transportation, and utilities",2014-05-01,25827000.0,25988000.0
M,Industry,"Trade, transportation, and utilities",2014-06-01,26005000.0,26034000.0
M,Industry,"Trade, transportation, and utilities",2014-07-01,26218000.0,26075000.0
M,Industry,"Trade, transportation, and utilities",2014-08-01,26286000.0,26111000.0
M,Industry,"Trade, transportation, and utilities",2014-09-01,26301000.0,26119000.0
M,Industry,"Trade, transportation, and utilities",2014-10-01,26419000.0,26176000.0
M,Industry,"Trade, transportation, and utilities",2014-11-01,26614000.0,26261000.0
M,Industry,"Trade, transportation, and utilities",2014-12-01,26700000.0,26310000.0
M,Industry,"Trade, transportation, and utilities",2015-01-01,26308000.0,26385000.0
M,Industry,"Trade, transportation, and utilities",2015-02-01,26153000.0,26448000.0
M,Industry,"Trade, transportation, and utilities",2015-03-01,26118000.0,26480000.0
M,Industry,"Trade, transportation, and utilities",2015-04-01,26292000.0,26551000.0
M,Industry,"Trade, transportation, and utilities",2015-05-01,26462000.0,26631000.0
M,Industry,"Trade, transportation, and utilities",2015-06-01,26603000.0,26647000.0
M,Industry,"Trade, transportation, and utilities",2015-07-01,26838000.0,26689000.0
M,Industry,"Trade, transportation, and utilities",2015-08-01,26902000.0,26735000.0
M,Industry,"Trade, transportation, and utilities",2015-09-01,27006000.0,26822000.0
M,Industry,"Trade, transportation, and utilities",2015-10-01,27089000.0,26850000.0
M,Industry,"Trade, transportation, and utilities",2015-11-01,27215000.0,26845000.0
M,Industry,"Trade, transportation, and utilities",2015-12-01,27284000.0,26862000.0
M,Industry,"Trade, transportation, and utilities",2016-01-01,26795000.0,26870000.0
M,Industry,"Trade, transportation, and utilities",2016-02-01,26597000.0,26898000.0
M,Industry,"Trade, transportation, and utilities",2016-03-01,26554000.0,26915000.0
M,Industry,"Trade, transportation, and utilities",2016-04-01,26682000.0,26964000.0
M,Industry,"Trade, transportation, and utilities",2016-05-01,26765000.0,26966000.0
M,Industry,"Trade, transportation, and utilities",2016-06-01,26980000.0,26998000.0
M,Industry,"Trade, transportation, and utilities",2016-07-01,27166000.0,27036000.0
M,Industry,"Trade, transportation, and utilities",2016-08-01,27192000.0,27044000.0
M,Industry,"Trade, transportation, and utilities",2016-09-01,27191000.0,27025000.0
M,Industry,"Trade, transportation, and utilities",2016-10-01,27259000.0,27055000.0
M,Industry,"Trade, transportation, and utilities",2016-11-01,27446000.0,27076000.0
M,Industry,"Trade, transportation, and utilities",2016-12-01,27471000.0,27106000.0
M,Industry,"Trade, transportation, and utilities",2017-01-01,27104000.0,27146000.0
M,Industry,"Trade, transportation, and utilities",2017-02-01,26827000.0,27153000.0
M,Industry,"Trade, transportation, and utilities",2017-03-01,26799000.0,27172000.0
M,Industry,"Trade, transportation, and utilities",2017-04-01,26852000.0,27175000.0
M,Industry,"Trade, transportation, and utilities",2017-05-01,26961000.0,27206000.0
M,Industry,"Trade, transportation, and utilities",2017-06-01,27155000.0,27222000.0
M,Industry,"Trade, transportation, and utilities",2017-07-01,27306000.0,27227000.0
M,Industry,"Trade, transportation, and utilities",2017-08-01,27355000.0,27265000.0
M,Industry,"Trade, transportation, and utilities",2017-09-01,27394000.0,27305000.0
M,Industry,"Trade, transportation, and utilities",2017-10-01,27388000.0,27268000.0
M,Industry,"Trade, transportation, and utilities",2017-11-01,27663000.0,27297000.0
M,Industry,"Trade, transportation, and utilities",2017-12-01,27628000.0,27314000.0
M,Industry,"Trade, transportation, and utilities",2018-01-01,27310000.0,27305000.0
M,Industry,"Trade, transportation, and utilities",2018-02-01,27033000.0,27329000.0
M,Industry,"Trade, transportation, and utilities",2018-03-01,27008000.0,27370000.0
M,Industry,"Trade, transportation, and utilities",2018-04-01,27063000.0,27390000.0
M,Industry,"Trade, transportation, and utilities",2018-05-01,27137000.0,27390000.0
M,Industry,"Trade, transportation, and utilities",2018-06-01,27307000.0,27396000.0
M,Industry,"Trade, transportation, and utilities",2018-07-01,27458000.0,27395000.0
M,Industry,"Trade, transportation, and utilities",2018-08-01,27434000.0,27374000.0
M,Industry,"Trade, transportation, and utilities",2018-09-01,27416000.0,27356000.0
M,Industry,"Trade, transportation, and utilities",2018-10-01,27500000.0,27411000.0
M,Industry,"Trade, transportation, and utilities",2018-11-01,27778000.0,27451000.0
M,Industry,"Trade, transportation, and utilities",2018-12-01,27711000.0,27435000.0
M,Industry,"Trade, transportation, and utilities",2019-01-01,27574000.0,27552000.0
M,Industry,"Trade, transportation, and utilities",2019-02-01,27249000.0,27537000.0
M,Industry,"Trade, transportation, and utilities",2019-03-01,27113000.0,27475000.0
M,Industry,"Trade, transportation, and utilities",2019-04-01,27132000.0,27456000.0
M,Industry,"Trade, transportation, and utilities",2019-05-01,27234000.0,27460000.0
M,Industry,"Trade, transportation, and utilities",2019-06-01,27355000.0,27437000.0
M,Industry,"Trade, transportation, and utilities",2019-07-01,27521000.0,27454000.0
M,Industry,"Trade, transportation, and utilities",2019-08-01,27522000.0,27467000.0
M,Industry,"Trade, transportation, and utilities",2019-09-01,27443000.0,27315000.0
M,Industry,"Trade, transportation, and utilities",2019-10-01,27517000.0,27378000.0
M,Industry,"Trade, transportation, and utilities",2019-11-01,27747000.0,27447000.0
M,Industry,"Trade, transportation, and utilities",2019-12-01,27866000.0,27573000.0
M,Industry,"Trade, transportation, and utilities",2020-01-01,27300000.0,27403000.0
M,Industry,"Trade, transportation, and utilities",2020-02-01,27217000.0,27541000.0
M,Industry,"Trade, transportation, and utilities",2020-03-01,27199000.0,27560000.0
M,Industry,"Trade, transportation, and utilities",2020-04-01,25757000.0,26055000.0
M,Industry,"Trade, transportation, and utilities",2020-05-01,25110000.0,25324000.0
M,Industry,"Trade, transportation, and utilities",2020-06-01,25383000.0,25453000.0
M,Industry,"Trade, transportation, and utilities",2020-07-01,25806000.0,25749000.0
M,Industry,"Trade, transportation, and utilities",2020-08-01,26012000.0,25964000.0
M,Industry,"Trade, transportation, and utilities",2020-09-01,26741000.0,26532000.0
M,Industry,"Trade, transportation, and utilities",2020-10-01,26914000.0,26727000.0
M,Industry,"Trade, transportation, and utilities",2020-11-01,27123000.0,26824000.0
M,Industry,"Trade, transportation, and utilities",2020-12-01,27364000.0,27003000.0
M,Industry,"Trade, transportation, and utilities",2021-01-01,27026000.0,27134000.0
M,Industry,"Trade, transportation, and utilities",2021-02-01,26848000.0,27194000.0
M,Industry,"Trade, transportation, and utilities",2021-03-01,26989000.0,27351000.0
M,Industry,"Trade, transportation, and utilities",2021-04-01,26932000.0,27244000.0
M,Industry,"Trade, transportation, and utilities",2021-05-01,26974000.0,27196000.0
M,Industry,"Trade, transportation, and utilities",2021-06-01,27100000.0,27184000.0
M,Industry,"Trade, transportation, and utilities",2021-07-01,27373000.0,27306000.0
M,Industry,"Trade, transportation, and utilities",2021-08-01,27543000.0,27477000.0
M,Industry,"Trade, transportation, and utilities",2021-09-01,27673000.0,27524000.0
M,Industry,"Trade, transportation, and utilities",2021-10-01,27902000.0,27728000.0
M,Industry,"Trade, transportation, and utilities",2021-11-01,28311000.0,27975000.0
M,Industry,"Trade, transportation, and utilities",2021-12-01,28545000.0,28188000.0
M,Industry,"Trade, transportation, and utilities",2022-01-01,28249000.0,28325000.0
M,Industry,"Trade, transportation, and utilities",2022-02-01,28135000.0,28442000.0
M,Industry,"Trade, transportation, and utilities",2022-03-01,28107000.0,28469000.0
M,Industry,"Trade, transportation, and utilities",2022-04-01,28074000.0,28401000.0
M,Industry,"Trade, transportation, and utilities",2022-05-01,28067000.0,28330000.0
M,Industry,"Trade, transportation, and utilities",2022-06-01,28229000.0,28333000.0
M,Industry,"Trade, transportation, and utilities",2022-07-01,28424000.0,28375000.0
M,Industry,"Trade, transportation, and utilities",2022-08-01,28467000.0,28395000.0
M,Industry,"Trade, transportation, and utilities",2022-09-01,28581000.0,28491000.0
M,Industry,"Trade, transportation, and utilities",2022-10-01,28691000.0,28510000.0
M,Industry,"Trade, transportation, and utilities",2022-11-01,28952000.0,28545000.0
M,Industry,"Trade, transportation, and utilities",2022-12-01,29087000.0,28658000.0
M,Industry,"Trade, transportation, and utilities",2023-01-01,28656000.0,28689000.0
M,Industry,"Trade, transportation, and utilities",2023-02-01,28456000.0,28750000.0
M,Industry,"Trade, transportation, and utilities",2023-03-01,28315000.0,28697000.0
M,Industry,"Trade, transportation, and utilities",2023-04-01,28324000.0,28677000.0
M,Industry,"Trade, transportation, and utilities",2023-05-01,28334000.0,28653000.0
M,Industry,"Trade, transportation, and utilities",2023-06-01,28443000.0,28646000.0
M,Industry,"Trade, transportation, and utilities",2023-07-01,28641000.0,28667000.0
M,Industry,"Trade, transportation, and utilities",2023-08-01,28702000.0,28695000.0
M,Industry,"Trade, transportation, and utilities",2023-09-01,28704000.0,28678000.0
M,Industry,"Trade, transportation, and utilities",2023-10-01,28867000.0,28709000.0
M,Industry,"Trade, transportation, and utilities",2023-11-01,29198000.0,28722000.0
M,Industry,"Trade, transportation, and utilities",2023-12-01,29069000.0,28653000.0
M,Industry,"Trade, transportation, and utilities",2024-01-01,28635000.0,28652000.0
M,Industry,"Trade, transportation, and utilities",2024-02-01,28395000.0,28674000.0
M,Industry,"Trade, transportation, and utilities",2024-03-01,28333000.0,28695000.0
M,Industry,"Trade, transportation, and utilities",2024-04-01,28376000.0,28718000.0
M,Industry,"Trade, transportation, and utilities",2024-05-01,28427000.0,28743000.0
M,Industry,"Trade, transportation, and utilities",2024-06-01,28504000.0,28741000.0
M,Industry,"Trade, transportation, and utilities",2024-07-01,28685000.0,28743000.0
M,Industry,"Trade, transportation, and utilities",2024-08-01,28710000.0,28742000.0
M,Industry,"Trade, transportation, and utilities",2024-09-01,28773000.0,28774000.0
M,Industry,"Trade, transportation, and utilities",2024-10-01,28946000.0,28798000.0
M,Industry,"Trade, transportation, and utilities",2024-11-01,29207000.0,28770000.0
M,Industry,"Trade, transportation, and utilities",2024-12-01,29254000.0,28791000.0
M,Industry,"Trade, transportation, and utilities",2025-01-01,28777000.0,28838000.0
M,Industry,"Trade, transportation, and utilities",2025-02-01,28564000.0,28807000.0
M,Industry,"Trade, transportation, and utilities",2025-03-01,28468000.0,28803000.0
M,Industry,"Trade, transportation, and utilities",2025-04-01,28493000.0,28830000.0
M,Industry,"Trade, transportation, and utilities",2025-05-01,28573000.0,28822000.0
M,Industry,"Trade, transportation, and utilities",2025-06-01,28682000.0,28835000.0
M,Industry,"Trade, transportation, and utilities",2025-07-01,28887000.0,28853000.0
M,Industry,"Trade, transportation, and utilities",2025-08-01,28930000.0,28836000.0
M,Industry,"Trade, transportation, and utilities",2025-09-01,29030000.0,28830000.0
