timestep,agg_RIS,category,date,NER,NER_SA
M,Census Divisions,East North Central,2010-01-01,16292000.0,16698000.0
M,Census Divisions,East North Central,2010-02-01,16137000.0,16578000.0
M,Census Divisions,East North Central,2010-03-01,16099000.0,16459000.0
M,Census Divisions,East North Central,2010-04-01,16243000.0,16473000.0
M,Census Divisions,East North Central,2010-05-01,16370000.0,16496000.0
M,Census Divisions,East North Central,2010-06-01,16618000.0,16525000.0
M,Census Divisions,East North Central,2010-07-01,16954000.0,16614000.0
M,Census Divisions,East North Central,2010-08-01,16970000.0,16624000.0
M,Census Divisions,East North Central,2010-09-01,16949000.0,16657000.0
M,Census Divisions,East North Central,2010-10-01,16957000.0,16685000.0
M,Census Divisions,East North Central,2010-11-01,16965000.0,16712000.0
M,Census Divisions,East North Central,2010-12-01,16694000.0,16702000.0
M,Census Divisions,East North Central,2011-01-01,16509000.0,16727000.0
M,Census Divisions,East North Central,2011-02-01,16433000.0,16779000.0
M,Census Divisions,East North Central,2011-03-01,16474000.0,16835000.0
M,Census Divisions,East North Central,2011-04-01,16650000.0,16876000.0
M,Census Divisions,East North Central,2011-05-01,16792000.0,16910000.0
M,Census Divisions,East North Central,2011-06-01,17089000.0,16939000.0
M,Census Divisions,East North Central,2011-07-01,17242000.0,16942000.0
M,Census Divisions,East North Central,2011-08-01,17293000.0,16982000.0
M,Census Divisions,East North Central,2011-09-01,17284000.0,17032000.0
M,Census Divisions,East North Central,2011-10-01,17279000.0,17060000.0
M,Census Divisions,East North Central,2011-11-01,17285000.0,17089000.0
M,Census Divisions,East North Central,2011-12-01,17101000.0,17123000.0
M,Census Divisions,East North Central,2012-01-01,16935000.0,17177000.0
M,Census Divisions,East North Central,2012-02-01,16835000.0,17213000.0
M,Census Divisions,East North Central,2012-03-01,16895000.0,17255000.0
M,Census Divisions,East North Central,2012-04-01,17058000.0,17309000.0
M,Census Divisions,East North Central,2012-05-01,17177000.0,17313000.0
M,Census Divisions,East North Central,2012-06-01,17435000.0,17315000.0
M,Census Divisions,East North Central,2012-07-01,17606000.0,17345000.0
M,Census Divisions,East North Central,2012-08-01,17645000.0,17368000.0
M,Census Divisions,East North Central,2012-09-01,17598000.0,17383000.0
M,Census Divisions,East North Central,2012-10-01,17567000.0,17402000.0
M,Census Divisions,East North Central,2012-11-01,17568000.0,17423000.0
M,Census Divisions,East North Central,2012-12-01,17369000.0,17396000.0
M,Census Divisions,East North Central,2013-01-01,17223000.0,17461000.0
M,Census Divisions,East North Central,2013-02-01,17114000.0,17478000.0
M,Census Divisions,East North Central,2013-03-01,17134000.0,17495000.0
M,Census Divisions,East North Central,2013-04-01,17207000.0,17474000.0
M,Census Divisions,East North Central,2013-05-01,17425000.0,17526000.0
M,Census Divisions,East North Central,2013-06-01,17663000.0,17536000.0
M,Census Divisions,East North Central,2013-07-01,17813000.0,17538000.0
M,Census Divisions,East North Central,2013-08-01,17875000.0,17580000.0
M,Census Divisions,East North Central,2013-09-01,17819000.0,17593000.0
M,Census Divisions,East North Central,2013-10-01,17770000.0,17604000.0
M,Census Divisions,East North Central,2013-11-01,17776000.0,17629000.0
M,Census Divisions,East North Central,2013-12-01,17730000.0,17707000.0
M,Census Divisions,East North Central,2014-01-01,17450000.0,17712000.0
M,Census Divisions,East North Central,2014-02-01,17388000.0,17735000.0
M,Census Divisions,East North Central,2014-03-01,17392000.0,17753000.0
M,Census Divisions,East North Central,2014-04-01,17524000.0,17789000.0
M,Census Divisions,East North Central,2014-05-01,17705000.0,17812000.0
M,Census Divisions,East North Central,2014-06-01,17974000.0,17832000.0
M,Census Divisions,East North Central,2014-07-01,18186000.0,17873000.0
M,Census Divisions,East North Central,2014-08-01,18243000.0,17916000.0
M,Census Divisions,East North Central,2014-09-01,18188000.0,17923000.0
M,Census Divisions,East North Central,2014-10-01,18149000.0,17942000.0
M,Census Divisions,East North Central,2014-11-01,18173000.0,17981000.0
M,Census Divisions,East North Central,2014-12-01,18101000.0,18024000.0
M,Census Divisions,East North Central,2015-01-01,17777000.0,18019000.0
M,Census Divisions,East North Central,2015-02-01,17715000.0,18046000.0
M,Census Divisions,East North Central,2015-03-01,17707000.0,18068000.0
M,Census Divisions,East North Central,2015-04-01,17865000.0,18120000.0
M,Census Divisions,East North Central,2015-05-01,18032000.0,18167000.0
M,Census Divisions,East North Central,2015-06-01,18308000.0,18175000.0
M,Census Divisions,East North Central,2015-07-01,18546000.0,18205000.0
M,Census Divisions,East North Central,2015-08-01,18552000.0,18218000.0
M,Census Divisions,East North Central,2015-09-01,18530000.0,18260000.0
M,Census Divisions,East North Central,2015-10-01,18547000.0,18306000.0
M,Census Divisions,East North Central,2015-11-01,18549000.0,18320000.0
M,Census Divisions,East North Central,2015-12-01,18433000.0,18329000.0
M,Census Divisions,East North Central,2016-01-01,18117000.0,18339000.0
M,Census Divisions,East North Central,2016-02-01,18063000.0,18383000.0
M,Census Divisions,East North Central,2016-03-01,18050000.0,18411000.0
M,Census Divisions,East North Central,2016-04-01,18138000.0,18432000.0
M,Census Divisions,East North Central,2016-05-01,18233000.0,18418000.0
M,Census Divisions,East North Central,2016-06-01,18668000.0,18495000.0
M,Census Divisions,East North Central,2016-07-01,18843000.0,18521000.0
M,Census Divisions,East North Central,2016-08-01,18842000.0,18525000.0
M,Census Divisions,East North Central,2016-09-01,18807000.0,18554000.0
M,Census Divisions,East North Central,2016-10-01,18802000.0,18572000.0
M,Census Divisions,East North Central,2016-11-01,18821000.0,18593000.0
M,Census Divisions,East North Central,2016-12-01,18616000.0,18601000.0
M,Census Divisions,East North Central,2017-01-01,18426000.0,18622000.0
M,Census Divisions,East North Central,2017-02-01,18285000.0,18609000.0
M,Census Divisions,East North Central,2017-03-01,18262000.0,18623000.0
M,Census Divisions,East North Central,2017-04-01,18297000.0,18625000.0
M,Census Divisions,East North Central,2017-05-01,18445000.0,18663000.0
M,Census Divisions,East North Central,2017-06-01,18796000.0,18668000.0
M,Census Divisions,East North Central,2017-07-01,18951000.0,18665000.0
M,Census Divisions,East North Central,2017-08-01,18976000.0,18682000.0
M,Census Divisions,East North Central,2017-09-01,18920000.0,18707000.0
M,Census Divisions,East North Central,2017-10-01,18900000.0,18715000.0
M,Census Divisions,East North Central,2017-11-01,18936000.0,18746000.0
M,Census Divisions,East North Central,2017-12-01,18747000.0,18743000.0
M,Census Divisions,East North Central,2018-01-01,18629000.0,18814000.0
M,Census Divisions,East North Central,2018-02-01,18537000.0,18854000.0
M,Census Divisions,East North Central,2018-03-01,18489000.0,18850000.0
M,Census Divisions,East North Central,2018-04-01,18539000.0,18863000.0
M,Census Divisions,East North Central,2018-05-01,18649000.0,18869000.0
M,Census Divisions,East North Central,2018-06-01,18993000.0,18884000.0
M,Census Divisions,East North Central,2018-07-01,19186000.0,18902000.0
M,Census Divisions,East North Central,2018-08-01,19212000.0,18927000.0
M,Census Divisions,East North Central,2018-09-01,19125000.0,18926000.0
M,Census Divisions,East North Central,2018-10-01,19114000.0,18942000.0
M,Census Divisions,East North Central,2018-11-01,19125000.0,18960000.0
M,Census Divisions,East North Central,2018-12-01,18972000.0,18952000.0
M,Census Divisions,East North Central,2019-01-01,18774000.0,18963000.0
M,Census Divisions,East North Central,2019-02-01,18629000.0,18953000.0
M,Census Divisions,East North Central,2019-03-01,18589000.0,18950000.0
M,Census Divisions,East North Central,2019-04-01,18643000.0,18949000.0
M,Census Divisions,East North Central,2019-05-01,18768000.0,18942000.0
M,Census Divisions,East North Central,2019-06-01,19040000.0,18940000.0
M,Census Divisions,East North Central,2019-07-01,19231000.0,18942000.0
M,Census Divisions,East North Central,2019-08-01,19198000.0,18910000.0
M,Census Divisions,East North Central,2019-09-01,19090000.0,18890000.0
M,Census Divisions,East North Central,2019-10-01,19040000.0,18869000.0
M,Census Divisions,East North Central,2019-11-01,18966000.0,18817000.0
M,Census Divisions,East North Central,2019-12-01,18909000.0,18848000.0
M,Census Divisions,East North Central,2020-01-01,18581000.0,18809000.0
M,Census Divisions,East North Central,2020-02-01,18498000.0,18827000.0
M,Census Divisions,East North Central,2020-03-01,18457000.0,18818000.0
M,Census Divisions,East North Central,2020-04-01,17780000.0,18083000.0
M,Census Divisions,East North Central,2020-05-01,17425000.0,17649000.0
M,Census Divisions,East North Central,2020-06-01,17691000.0,17663000.0
M,Census Divisions,East North Central,2020-07-01,17892000.0,17644000.0
M,Census Divisions,East North Central,2020-08-01,17909000.0,17650000.0
M,Census Divisions,East North Central,2020-09-01,17897000.0,17706000.0
M,Census Divisions,East North Central,2020-10-01,17930000.0,17762000.0
M,Census Divisions,East North Central,2020-11-01,17984000.0,17825000.0
M,Census Divisions,East North Central,2020-12-01,17979000.0,17884000.0
M,Census Divisions,East North Central,2021-01-01,17727000.0,17936000.0
M,Census Divisions,East North Central,2021-02-01,17654000.0,17976000.0
M,Census Divisions,East North Central,2021-03-01,17666000.0,18027000.0
M,Census Divisions,East North Central,2021-04-01,17743000.0,18064000.0
M,Census Divisions,East North Central,2021-05-01,17821000.0,18081000.0
M,Census Divisions,East North Central,2021-06-01,18066000.0,18084000.0
M,Census Divisions,East North Central,2021-07-01,18397000.0,18147000.0
M,Census Divisions,East North Central,2021-08-01,18515000.0,18245000.0
M,Census Divisions,East North Central,2021-09-01,18552000.0,18351000.0
M,Census Divisions,East North Central,2021-10-01,18617000.0,18425000.0
M,Census Divisions,East North Central,2021-11-01,18691000.0,18499000.0
M,Census Divisions,East North Central,2021-12-01,18630000.0,18587000.0
M,Census Divisions,East North Central,2022-01-01,18436000.0,18627000.0
M,Census Divisions,East North Central,2022-02-01,18397000.0,18713000.0
M,Census Divisions,East North Central,2022-03-01,18417000.0,18778000.0
M,Census Divisions,East North Central,2022-04-01,18478000.0,18819000.0
M,Census Divisions,East North Central,2022-05-01,18600000.0,18880000.0
M,Census Divisions,East North Central,2022-06-01,19047000.0,18981000.0
M,Census Divisions,East North Central,2022-07-01,19334000.0,19039000.0
M,Census Divisions,East North Central,2022-08-01,19359000.0,19056000.0
M,Census Divisions,East North Central,2022-09-01,19323000.0,19108000.0
M,Census Divisions,East North Central,2022-10-01,19345000.0,19148000.0
M,Census Divisions,East North Central,2022-11-01,19357000.0,19161000.0
M,Census Divisions,East North Central,2022-12-01,19175000.0,19141000.0
M,Census Divisions,East North Central,2023-01-01,19002000.0,19176000.0
M,Census Divisions,East North Central,2023-02-01,18818000.0,19143000.0
M,Census Divisions,East North Central,2023-03-01,18787000.0,19149000.0
M,Census Divisions,East North Central,2023-04-01,18819000.0,19149000.0
M,Census Divisions,East North Central,2023-05-01,18927000.0,19183000.0
M,Census Divisions,East North Central,2023-06-01,19262000.0,19164000.0
M,Census Divisions,East North Central,2023-07-01,19528000.0,19195000.0
M,Census Divisions,East North Central,2023-08-01,19503000.0,19179000.0
M,Census Divisions,East North Central,2023-09-01,19359000.0,19154000.0
M,Census Divisions,East North Central,2023-10-01,19290000.0,19117000.0
M,Census Divisions,East North Central,2023-11-01,19298000.0,19125000.0
M,Census Divisions,East North Central,2023-12-01,19168000.0,19159000.0
M,Census Divisions,East North Central,2024-01-01,19010000.0,19177000.0
M,Census Divisions,East North Central,2024-02-01,18900000.0,19220000.0
M,Census Divisions,East North Central,2024-03-01,18861000.0,19222000.0
M,Census Divisions,East North Central,2024-04-01,18950000.0,19260000.0
M,Census Divisions,East North Central,2024-05-01,19077000.0,19265000.0
M,Census Divisions,East North Central,2024-06-01,19406000.0,19292000.0
M,Census Divisions,East North Central,2024-07-01,19595000.0,19264000.0
M,Census Divisions,East North Central,2024-08-01,19606000.0,19293000.0
M,Census Divisions,East North Central,2024-09-01,19509000.0,19312000.0
M,Census Divisions,East North Central,2024-10-01,19520000.0,19351000.0
M,Census Divisions,East North Central,2024-11-01,19528000.0,19362000.0
M,Census Divisions,East North Central,2024-12-01,19386000.0,19360000.0
M,Census Divisions,East North Central,2025-01-01,19194000.0,19396000.0
M,Census Divisions,East North Central,2025-02-01,19123000.0,19444000.0
M,Census Divisions,East North Central,2025-03-01,19164000.0,19526000.0
M,Census Divisions,East North Central,2025-04-01,19244000.0,19551000.0
M,Census Divisions,East North Central,2025-05-01,19362000.0,19572000.0
M,Census Divisions,East North Central,2025-06-01,19653000.0,19577000.0
M,Census Divisions,East North Central,2025-07-01,19845000.0,19583000.0
M,Census Divisions,East North Central,2025-08-01,19842000.0,19555000.0
M,Census Divisions,East North Central,2025-09-01,19736000.0,19503000.0
M,Census Divisions,East North Central,2025-10-01,19780000.0,19513000.0
M,Census Divisions,East North Central,2025-11-01,19834000.0,19554000.0
M,Census Divisions,East South Central,2010-01-01,5745000.0,5877000.0
M,Census Divisions,East South Central,2010-02-01,5706000.0,5852000.0
M,Census Divisions,East South Central,2010-03-01,5737000.0,5840000.0
M,Census Divisions,East South Central,2010-04-01,5777000.0,5838000.0
M,Census Divisions,East South Central,2010-05-01,5837000.0,5852000.0
M,Census Divisions,East South Central,2010-06-01,5908000.0,5851000.0
M,Census Divisions,East South Central,2010-07-01,5971000.0,5860000.0
M,Census Divisions,East South Central,2010-08-01,5994000.0,5873000.0
M,Census Divisions,East South Central,2010-09-01,5972000.0,5867000.0
M,Census Divisions,East South Central,2010-10-01,5982000.0,5871000.0
M,Census Divisions,East South Central,2010-11-01,5964000.0,5868000.0
M,Census Divisions,East South Central,2010-12-01,5881000.0,5889000.0
M,Census Divisions,East South Central,2011-01-01,5807000.0,5902000.0
M,Census Divisions,East South Central,2011-02-01,5799000.0,5921000.0
M,Census Divisions,East South Central,2011-03-01,5821000.0,5924000.0
M,Census Divisions,East South Central,2011-04-01,5901000.0,5947000.0
M,Census Divisions,East South Central,2011-05-01,5936000.0,5953000.0
M,Census Divisions,East South Central,2011-06-01,6040000.0,5966000.0
M,Census Divisions,East South Central,2011-07-01,6084000.0,5981000.0
M,Census Divisions,East South Central,2011-08-01,6096000.0,5989000.0
M,Census Divisions,East South Central,2011-09-01,6105000.0,6005000.0
M,Census Divisions,East South Central,2011-10-01,6125000.0,6019000.0
M,Census Divisions,East South Central,2011-11-01,6129000.0,6034000.0
M,Census Divisions,East South Central,2011-12-01,6008000.0,6013000.0
M,Census Divisions,East South Central,2012-01-01,5935000.0,6030000.0
M,Census Divisions,East South Central,2012-02-01,5906000.0,6034000.0
M,Census Divisions,East South Central,2012-03-01,5944000.0,6047000.0
M,Census Divisions,East South Central,2012-04-01,5994000.0,6057000.0
M,Census Divisions,East South Central,2012-05-01,6028000.0,6058000.0
M,Census Divisions,East South Central,2012-06-01,6134000.0,6070000.0
M,Census Divisions,East South Central,2012-07-01,6156000.0,6068000.0
M,Census Divisions,East South Central,2012-08-01,6160000.0,6066000.0
M,Census Divisions,East South Central,2012-09-01,6168000.0,6080000.0
M,Census Divisions,East South Central,2012-10-01,6185000.0,6096000.0
M,Census Divisions,East South Central,2012-11-01,6184000.0,6105000.0
M,Census Divisions,East South Central,2012-12-01,6111000.0,6107000.0
M,Census Divisions,East South Central,2013-01-01,6028000.0,6108000.0
M,Census Divisions,East South Central,2013-02-01,6001000.0,6123000.0
M,Census Divisions,East South Central,2013-03-01,6025000.0,6129000.0
M,Census Divisions,East South Central,2013-04-01,6060000.0,6126000.0
M,Census Divisions,East South Central,2013-05-01,6122000.0,6142000.0
M,Census Divisions,East South Central,2013-06-01,6207000.0,6146000.0
M,Census Divisions,East South Central,2013-07-01,6232000.0,6140000.0
M,Census Divisions,East South Central,2013-08-01,6232000.0,6133000.0
M,Census Divisions,East South Central,2013-09-01,6245000.0,6151000.0
M,Census Divisions,East South Central,2013-10-01,6234000.0,6151000.0
M,Census Divisions,East South Central,2013-11-01,6226000.0,6155000.0
M,Census Divisions,East South Central,2013-12-01,6204000.0,6183000.0
M,Census Divisions,East South Central,2014-01-01,6130000.0,6216000.0
M,Census Divisions,East South Central,2014-02-01,6105000.0,6217000.0
M,Census Divisions,East South Central,2014-03-01,6122000.0,6226000.0
M,Census Divisions,East South Central,2014-04-01,6181000.0,6244000.0
M,Census Divisions,East South Central,2014-05-01,6226000.0,6251000.0
M,Census Divisions,East South Central,2014-06-01,6330000.0,6274000.0
M,Census Divisions,East South Central,2014-07-01,6399000.0,6294000.0
M,Census Divisions,East South Central,2014-08-01,6414000.0,6305000.0
M,Census Divisions,East South Central,2014-09-01,6398000.0,6298000.0
M,Census Divisions,East South Central,2014-10-01,6413000.0,6320000.0
M,Census Divisions,East South Central,2014-11-01,6425000.0,6345000.0
M,Census Divisions,East South Central,2014-12-01,6399000.0,6362000.0
M,Census Divisions,East South Central,2015-01-01,6258000.0,6340000.0
M,Census Divisions,East South Central,2015-02-01,6234000.0,6344000.0
M,Census Divisions,East South Central,2015-03-01,6240000.0,6344000.0
M,Census Divisions,East South Central,2015-04-01,6299000.0,6360000.0
M,Census Divisions,East South Central,2015-05-01,6340000.0,6373000.0
M,Census Divisions,East South Central,2015-06-01,6419000.0,6375000.0
M,Census Divisions,East South Central,2015-07-01,6502000.0,6395000.0
M,Census Divisions,East South Central,2015-08-01,6522000.0,6420000.0
M,Census Divisions,East South Central,2015-09-01,6511000.0,6425000.0
M,Census Divisions,East South Central,2015-10-01,6550000.0,6454000.0
M,Census Divisions,East South Central,2015-11-01,6529000.0,6448000.0
M,Census Divisions,East South Central,2015-12-01,6492000.0,6453000.0
M,Census Divisions,East South Central,2016-01-01,6382000.0,6472000.0
M,Census Divisions,East South Central,2016-02-01,6378000.0,6494000.0
M,Census Divisions,East South Central,2016-03-01,6404000.0,6508000.0
M,Census Divisions,East South Central,2016-04-01,6447000.0,6515000.0
M,Census Divisions,East South Central,2016-05-01,6479000.0,6520000.0
M,Census Divisions,East South Central,2016-06-01,6589000.0,6530000.0
M,Census Divisions,East South Central,2016-07-01,6633000.0,6532000.0
M,Census Divisions,East South Central,2016-08-01,6616000.0,6527000.0
M,Census Divisions,East South Central,2016-09-01,6618000.0,6540000.0
M,Census Divisions,East South Central,2016-10-01,6635000.0,6543000.0
M,Census Divisions,East South Central,2016-11-01,6635000.0,6554000.0
M,Census Divisions,East South Central,2016-12-01,6567000.0,6557000.0
M,Census Divisions,East South Central,2017-01-01,6478000.0,6567000.0
M,Census Divisions,East South Central,2017-02-01,6468000.0,6586000.0
M,Census Divisions,East South Central,2017-03-01,6499000.0,6599000.0
M,Census Divisions,East South Central,2017-04-01,6532000.0,6610000.0
M,Census Divisions,East South Central,2017-05-01,6571000.0,6625000.0
M,Census Divisions,East South Central,2017-06-01,6686000.0,6638000.0
M,Census Divisions,East South Central,2017-07-01,6730000.0,6641000.0
M,Census Divisions,East South Central,2017-08-01,6717000.0,6642000.0
M,Census Divisions,East South Central,2017-09-01,6718000.0,6655000.0
M,Census Divisions,East South Central,2017-10-01,6735000.0,6661000.0
M,Census Divisions,East South Central,2017-11-01,6734000.0,6668000.0
M,Census Divisions,East South Central,2017-12-01,6681000.0,6676000.0
M,Census Divisions,East South Central,2018-01-01,6592000.0,6678000.0
M,Census Divisions,East South Central,2018-02-01,6550000.0,6671000.0
M,Census Divisions,East South Central,2018-03-01,6569000.0,6672000.0
M,Census Divisions,East South Central,2018-04-01,6595000.0,6687000.0
M,Census Divisions,East South Central,2018-05-01,6606000.0,6680000.0
M,Census Divisions,East South Central,2018-06-01,6715000.0,6693000.0
M,Census Divisions,East South Central,2018-07-01,6774000.0,6710000.0
M,Census Divisions,East South Central,2018-08-01,6773000.0,6726000.0
M,Census Divisions,East South Central,2018-09-01,6775000.0,6739000.0
M,Census Divisions,East South Central,2018-10-01,6798000.0,6749000.0
M,Census Divisions,East South Central,2018-11-01,6808000.0,6757000.0
M,Census Divisions,East South Central,2018-12-01,6738000.0,6748000.0
M,Census Divisions,East South Central,2019-01-01,6682000.0,6776000.0
M,Census Divisions,East South Central,2019-02-01,6658000.0,6778000.0
M,Census Divisions,East South Central,2019-03-01,6669000.0,6773000.0
M,Census Divisions,East South Central,2019-04-01,6697000.0,6836000.0
M,Census Divisions,East South Central,2019-05-01,6736000.0,6843000.0
M,Census Divisions,East South Central,2019-06-01,6815000.0,6836000.0
M,Census Divisions,East South Central,2019-07-01,6847000.0,6826000.0
M,Census Divisions,East South Central,2019-08-01,6840000.0,6830000.0
M,Census Divisions,East South Central,2019-09-01,6819000.0,6821000.0
M,Census Divisions,East South Central,2019-10-01,6847000.0,6833000.0
M,Census Divisions,East South Central,2019-11-01,6838000.0,6812000.0
M,Census Divisions,East South Central,2019-12-01,6816000.0,6823000.0
M,Census Divisions,East South Central,2020-01-01,6691000.0,6801000.0
M,Census Divisions,East South Central,2020-02-01,6687000.0,6810000.0
M,Census Divisions,East South Central,2020-03-01,6688000.0,6792000.0
M,Census Divisions,East South Central,2020-04-01,6341000.0,6464000.0
M,Census Divisions,East South Central,2020-05-01,6171000.0,6256000.0
M,Census Divisions,East South Central,2020-06-01,6237000.0,6238000.0
M,Census Divisions,East South Central,2020-07-01,6318000.0,6275000.0
M,Census Divisions,East South Central,2020-08-01,6338000.0,6304000.0
M,Census Divisions,East South Central,2020-09-01,6378000.0,6356000.0
M,Census Divisions,East South Central,2020-10-01,6464000.0,6432000.0
M,Census Divisions,East South Central,2020-11-01,6529000.0,6493000.0
M,Census Divisions,East South Central,2020-12-01,6559000.0,6552000.0
M,Census Divisions,East South Central,2021-01-01,6464000.0,6570000.0
M,Census Divisions,East South Central,2021-02-01,6463000.0,6588000.0
M,Census Divisions,East South Central,2021-03-01,6560000.0,6664000.0
M,Census Divisions,East South Central,2021-04-01,6543000.0,6690000.0
M,Census Divisions,East South Central,2021-05-01,6586000.0,6707000.0
M,Census Divisions,East South Central,2021-06-01,6697000.0,6723000.0
M,Census Divisions,East South Central,2021-07-01,6791000.0,6756000.0
M,Census Divisions,East South Central,2021-08-01,6833000.0,6796000.0
M,Census Divisions,East South Central,2021-09-01,6865000.0,6829000.0
M,Census Divisions,East South Central,2021-10-01,6886000.0,6842000.0
M,Census Divisions,East South Central,2021-11-01,6902000.0,6852000.0
M,Census Divisions,East South Central,2021-12-01,6856000.0,6865000.0
M,Census Divisions,East South Central,2022-01-01,6815000.0,6900000.0
M,Census Divisions,East South Central,2022-02-01,6816000.0,6926000.0
M,Census Divisions,East South Central,2022-03-01,6853000.0,6956000.0
M,Census Divisions,East South Central,2022-04-01,6890000.0,6997000.0
M,Census Divisions,East South Central,2022-05-01,6944000.0,7018000.0
M,Census Divisions,East South Central,2022-06-01,7097000.0,7058000.0
M,Census Divisions,East South Central,2022-07-01,7146000.0,7070000.0
M,Census Divisions,East South Central,2022-08-01,7153000.0,7076000.0
M,Census Divisions,East South Central,2022-09-01,7156000.0,7084000.0
M,Census Divisions,East South Central,2022-10-01,7184000.0,7103000.0
M,Census Divisions,East South Central,2022-11-01,7209000.0,7127000.0
M,Census Divisions,East South Central,2022-12-01,7158000.0,7144000.0
M,Census Divisions,East South Central,2023-01-01,7115000.0,7170000.0
M,Census Divisions,East South Central,2023-02-01,7087000.0,7183000.0
M,Census Divisions,East South Central,2023-03-01,7047000.0,7150000.0
M,Census Divisions,East South Central,2023-04-01,7075000.0,7163000.0
M,Census Divisions,East South Central,2023-05-01,7114000.0,7166000.0
M,Census Divisions,East South Central,2023-06-01,7229000.0,7172000.0
M,Census Divisions,East South Central,2023-07-01,7258000.0,7172000.0
M,Census Divisions,East South Central,2023-08-01,7266000.0,7181000.0
M,Census Divisions,East South Central,2023-09-01,7274000.0,7192000.0
M,Census Divisions,East South Central,2023-10-01,7295000.0,7202000.0
M,Census Divisions,East South Central,2023-11-01,7299000.0,7209000.0
M,Census Divisions,East South Central,2023-12-01,7223000.0,7207000.0
M,Census Divisions,East South Central,2024-01-01,7163000.0,7210000.0
M,Census Divisions,East South Central,2024-02-01,7104000.0,7205000.0
M,Census Divisions,East South Central,2024-03-01,7125000.0,7229000.0
M,Census Divisions,East South Central,2024-04-01,7166000.0,7246000.0
M,Census Divisions,East South Central,2024-05-01,7222000.0,7249000.0
M,Census Divisions,East South Central,2024-06-01,7315000.0,7253000.0
M,Census Divisions,East South Central,2024-07-01,7347000.0,7256000.0
M,Census Divisions,East South Central,2024-08-01,7344000.0,7258000.0
M,Census Divisions,East South Central,2024-09-01,7354000.0,7264000.0
M,Census Divisions,East South Central,2024-10-01,7357000.0,7260000.0
M,Census Divisions,East South Central,2024-11-01,7310000.0,7248000.0
M,Census Divisions,East South Central,2024-12-01,7269000.0,7242000.0
M,Census Divisions,East South Central,2025-01-01,7199000.0,7275000.0
M,Census Divisions,East South Central,2025-02-01,7203000.0,7302000.0
M,Census Divisions,East South Central,2025-03-01,7234000.0,7323000.0
M,Census Divisions,East South Central,2025-04-01,7304000.0,7372000.0
M,Census Divisions,East South Central,2025-05-01,7363000.0,7389000.0
M,Census Divisions,East South Central,2025-06-01,7455000.0,7412000.0
M,Census Divisions,East South Central,2025-07-01,7514000.0,7430000.0
M,Census Divisions,East South Central,2025-08-01,7500000.0,7432000.0
M,Census Divisions,East South Central,2025-09-01,7479000.0,7414000.0
M,Census Divisions,East South Central,2025-10-01,7503000.0,7423000.0
M,Census Divisions,East South Central,2025-11-01,7511000.0,7455000.0
M,Census Divisions,Mid-Atlantic,2010-01-01,14457000.0,14796000.0
M,Census Divisions,Mid-Atlantic,2010-02-01,14396000.0,14752000.0
M,Census Divisions,Mid-Atlantic,2010-03-01,14410000.0,14702000.0
M,Census Divisions,Mid-Atlantic,2010-04-01,14480000.0,14703000.0
M,Census Divisions,Mid-Atlantic,2010-05-01,14556000.0,14713000.0
M,Census Divisions,Mid-Atlantic,2010-06-01,14712000.0,14722000.0
M,Census Divisions,Mid-Atlantic,2010-07-01,14886000.0,14732000.0
M,Census Divisions,Mid-Atlantic,2010-08-01,14957000.0,14750000.0
M,Census Divisions,Mid-Atlantic,2010-09-01,14974000.0,14768000.0
M,Census Divisions,Mid-Atlantic,2010-10-01,15028000.0,14778000.0
M,Census Divisions,Mid-Atlantic,2010-11-01,15087000.0,14794000.0
M,Census Divisions,Mid-Atlantic,2010-12-01,14791000.0,14813000.0
M,Census Divisions,Mid-Atlantic,2011-01-01,14678000.0,14881000.0
M,Census Divisions,Mid-Atlantic,2011-02-01,14629000.0,14922000.0
M,Census Divisions,Mid-Atlantic,2011-03-01,14660000.0,14953000.0
M,Census Divisions,Mid-Atlantic,2011-04-01,14791000.0,14999000.0
M,Census Divisions,Mid-Atlantic,2011-05-01,14890000.0,15033000.0
M,Census Divisions,Mid-Atlantic,2011-06-01,15116000.0,15076000.0
M,Census Divisions,Mid-Atlantic,2011-07-01,15290000.0,15120000.0
M,Census Divisions,Mid-Atlantic,2011-08-01,15371000.0,15147000.0
M,Census Divisions,Mid-Atlantic,2011-09-01,15399000.0,15183000.0
M,Census Divisions,Mid-Atlantic,2011-10-01,15479000.0,15206000.0
M,Census Divisions,Mid-Atlantic,2011-11-01,15542000.0,15217000.0
M,Census Divisions,Mid-Atlantic,2011-12-01,15236000.0,15186000.0
M,Census Divisions,Mid-Atlantic,2012-01-01,15055000.0,15234000.0
M,Census Divisions,Mid-Atlantic,2012-02-01,14939000.0,15247000.0
M,Census Divisions,Mid-Atlantic,2012-03-01,14967000.0,15259000.0
M,Census Divisions,Mid-Atlantic,2012-04-01,15070000.0,15284000.0
M,Census Divisions,Mid-Atlantic,2012-05-01,15144000.0,15297000.0
M,Census Divisions,Mid-Atlantic,2012-06-01,15342000.0,15311000.0
M,Census Divisions,Mid-Atlantic,2012-07-01,15461000.0,15300000.0
M,Census Divisions,Mid-Atlantic,2012-08-01,15510000.0,15302000.0
M,Census Divisions,Mid-Atlantic,2012-09-01,15494000.0,15303000.0
M,Census Divisions,Mid-Atlantic,2012-10-01,15569000.0,15321000.0
M,Census Divisions,Mid-Atlantic,2012-11-01,15669000.0,15356000.0
M,Census Divisions,Mid-Atlantic,2012-12-01,15409000.0,15313000.0
