id,type,label,release_iso,release_month,payroll_month,unit,actual,expected,actual_min,actual_max
2026-01-trump-post,custom,Trump Posts Numbers,2026-01-08T17:20:00-05:00,2026-01,2025-12,jobs,,,40000,60000
