month,naics2d_code,naics2d_name_x,employment_nsa_revelio,employment_sa_revelio,employment_nsa_bls,employment_sa_bls,naics2d_name_y,employment_nsa_adp,employment_sa_adp
2021-09,31-33,Manufacturing,12500455.0,12490385.0,12399000.0,,Manufacturing,12407000.0,12438000.0
2021-09,42,Wholesale Trade,5919483.0,5916162.0,5753200.0,,,,
2021-09,44-45,Retail Trade,15071625.0,15082423.0,15163800.0,,,,
2021-09,48-49,Transportation and Warehousing,6680095.0,6681459.0,6222600.0,6236000.0,,,
2021-09,51,Information,2987236.0,2979927.0,2912000.0,,Information,2894000.0,2900000.0
2021-09,52-53,Financial Activities,8924202.0,8911823.0,8848000.0,,Financial activities,8507000.0,8424000.0
2021-09,54-56,Professional and Business Services,21325811.0,21312542.0,21685000.0,,Professional and business services,21754000.0,21632000.0
2021-09,61-62,Education and Health Services,24105677.0,23985226.0,23672000.0,,Education and health services,23017000.0,22919000.0
2021-09,71-72,Leisure and Hospitality,15439268.0,15474967.0,14839000.0,,Leisure and hospitality,16260000.0,15682000.0
2021-09,81,Other Services (except Public Administration),5565458.0,5563792.0,5520000.0,,Other services,4310000.0,4265000.0
2021-09,92,Public Administration,22414604.0,22379897.0,22157000.0,,,,
2021-09,99,Unclassified,523663.0,523991.0,,,,,
2021-10,11,"Agriculture, Forestry, Fishing and Hunting",297029.0,297391.0,,,,,
2021-10,21,"Mining, Quarrying, and Oil and Gas Extraction",611127.0,610685.0,574000.0,,Natural resources and mining,1738000.0,1716000.0
2021-10,22,Utilities,465396.0,464934.0,546400.0,546200.0,,,
2021-10,23,Construction,7707817.0,7710828.0,7677000.0,,Construction,7456000.0,7397000.0
2021-10,31-33,Manufacturing,12532307.0,12520555.0,12456000.0,,Manufacturing,12451000.0,12487000.0
2021-10,42,Wholesale Trade,5932005.0,5925951.0,5784100.0,,,,
2021-10,44-45,Retail Trade,15152127.0,15121862.0,15367100.0,,,,
2021-10,48-49,Transportation and Warehousing,6700601.0,6691126.0,6357300.0,6308300.0,,,
2021-10,51,Information,3001024.0,2992609.0,2943000.0,,Information,2942000.0,2945000.0
2021-10,52-53,Financial Activities,8945256.0,8935026.0,8901000.0,,Financial activities,8569000.0,8501000.0
2021-10,54-56,Professional and Business Services,21421850.0,21385829.0,22118000.0,,Professional and business services,21969000.0,21796000.0
2021-10,61-62,Education and Health Services,24208394.0,24064224.0,24007000.0,,Education and health services,23177000.0,22957000.0
2021-10,71-72,Leisure and Hospitality,15470939.0,15527409.0,14898000.0,,Leisure and hospitality,16270000.0,15855000.0
2021-10,81,Other Services (except Public Administration),5580733.0,5579059.0,5573000.0,,Other services,4334000.0,4284000.0
2021-10,92,Public Administration,22437344.0,22399014.0,22404000.0,,,,
2021-10,99,Unclassified,523646.0,524360.0,,,,,
2021-11,11,"Agriculture, Forestry, Fishing and Hunting",297156.0,298365.0,,,,,
2021-11,21,"Mining, Quarrying, and Oil and Gas Extraction",611120.0,611267.0,575000.0,,Natural resources and mining,1721000.0,1716000.0
2021-11,22,Utilities,466044.0,465949.0,547600.0,547200.0,,,
2021-11,23,Construction,7718423.0,7733808.0,7628000.0,,Construction,7471000.0,7421000.0
2021-11,31-33,Manufacturing,12563821.0,12555093.0,12501000.0,,Manufacturing,12522000.0,12544000.0
2021-11,42,Wholesale Trade,5942559.0,5938832.0,5808700.0,,,,
2021-11,44-45,Retail Trade,15227532.0,15159048.0,15693400.0,,,,
2021-11,48-49,Transportation and Warehousing,6723030.0,6700212.0,6611500.0,6391000.0,,,
2021-11,51,Information,3012104.0,3007486.0,2967000.0,,Information,2985000.0,2976000.0
2021-11,52-53,Financial Activities,8962381.0,8959064.0,8927000.0,,Financial activities,8603000.0,8541000.0
2021-11,54-56,Professional and Business Services,21489563.0,21470682.0,22245000.0,,Professional and business services,22110000.0,21910000.0
2021-11,61-62,Education and Health Services,24271583.0,24143286.0,24108000.0,,Education and health services,23249000.0,22989000.0
2021-11,71-72,Leisure and Hospitality,15506658.0,15573713.0,14861000.0,,Leisure and hospitality,16162000.0,15893000.0
2021-11,81,Other Services (except Public Administration),5595556.0,5593897.0,5586000.0,,Other services,4348000.0,4298000.0
2021-11,92,Public Administration,22453330.0,22426275.0,22484000.0,,,,
2021-11,99,Unclassified,523573.0,524521.0,,,,,
2021-12,11,"Agriculture, Forestry, Fishing and Hunting",296681.0,299212.0,,,,,
2021-12,21,"Mining, Quarrying, and Oil and Gas Extraction",610778.0,612171.0,576000.0,,Natural resources and mining,1695000.0,1741000.0
2021-12,22,Utilities,465562.0,466572.0,548000.0,547800.0,,,
2021-12,23,Construction,7715132.0,7750437.0,7503000.0,,Construction,7426000.0,7464000.0
2021-12,31-33,Manufacturing,12561616.0,12579477.0,12552000.0,,Manufacturing,12567000.0,12591000.0
2021-12,42,Wholesale Trade,5938208.0,5949404.0,5837300.0,,,,
2021-12,44-45,Retail Trade,15240838.0,15193303.0,15801500.0,,,,
2021-12,48-49,Transportation and Warehousing,6731783.0,6707483.0,6816700.0,6448800.0,,,
2021-12,51,Information,3012308.0,3015931.0,2986000.0,,Information,3011000.0,3011000.0
2021-12,52-53,Financial Activities,8959273.0,8974880.0,8964000.0,,Financial activities,8541000.0,8582000.0
2021-12,54-56,Professional and Business Services,21500968.0,21533626.0,22246000.0,,Professional and business services,22123000.0,22095000.0
2021-12,61-62,Education and Health Services,24293276.0,24211718.0,24039000.0,,Education and health services,23122000.0,23077000.0
2021-12,71-72,Leisure and Hospitality,15532064.0,15625325.0,14925000.0,,Leisure and hospitality,15765000.0,15906000.0
2021-12,81,Other Services (except Public Administration),5596653.0,5609256.0,5590000.0,,Other services,4302000.0,4307000.0
2021-12,92,Public Administration,22448126.0,22447517.0,22355000.0,,,,
2021-12,99,Unclassified,523334.0,525097.0,,,,,
2022-01,11,"Agriculture, Forestry, Fishing and Hunting",297353.0,299884.0,,,,,
2022-01,21,"Mining, Quarrying, and Oil and Gas Extraction",611771.0,611957.0,566000.0,,Natural resources and mining,1668000.0,1746000.0
2022-01,22,Utilities,467252.0,467693.0,549100.0,550200.0,,,
2022-01,23,Construction,7749992.0,7770230.0,7251000.0,,Construction,7396000.0,7505000.0
2022-01,31-33,Manufacturing,12603648.0,12608822.0,12469000.0,,Manufacturing,12549000.0,12614000.0
2022-01,42,Wholesale Trade,5953849.0,5961138.0,5809300.0,,,,
2022-01,44-45,Retail Trade,15243620.0,15236439.0,15361400.0,,,,
2022-01,48-49,Transportation and Warehousing,6743502.0,6721089.0,6520800.0,6499100.0,,,
2022-01,51,Information,3034012.0,3030711.0,2943000.0,,Information,2977000.0,2995000.0
2022-01,52-53,Financial Activities,8993577.0,8996223.0,8883000.0,,Financial activities,8477000.0,8569000.0
2022-01,54-56,Professional and Business Services,21639161.0,21614150.0,21830000.0,,Professional and business services,21942000.0,22176000.0
2022-01,61-62,Education and Health Services,24447809.0,24299635.0,23694000.0,,Education and health services,22957000.0,23126000.0
2022-01,71-72,Leisure and Hospitality,15592836.0,15698248.0,14592000.0,,Leisure and hospitality,15209000.0,15789000.0
2022-01,81,Other Services (except Public Administration),5620149.0,5623698.0,5524000.0,,Other services,4284000.0,4334000.0
2022-01,92,Public Administration,22487086.0,22460866.0,21939000.0,,,,
2022-01,99,Unclassified,523470.0,525338.0,,,,,
2022-02,11,"Agriculture, Forestry, Fishing and Hunting",297528.0,300873.0,,,,,
2022-02,21,"Mining, Quarrying, and Oil and Gas Extraction",611571.0,612727.0,574000.0,,Natural resources and mining,1665000.0,1739000.0
2022-02,22,Utilities,467502.0,468894.0,549000.0,551200.0,,,
2022-02,23,Construction,7753209.0,7792162.0,7349000.0,,Construction,7414000.0,7541000.0
2022-02,31-33,Manufacturing,12595096.0,12640398.0,12555000.0,,Manufacturing,12592000.0,12669000.0
2022-02,42,Wholesale Trade,5954041.0,5976798.0,5847000.0,,,,
2022-02,44-45,Retail Trade,15201082.0,15268953.0,15351800.0,,,,
2022-02,48-49,Transportation and Warehousing,6728127.0,6748762.0,6546100.0,6572300.0,,,
2022-02,51,Information,3036259.0,3039399.0,2974000.0,,Information,2993000.0,3017000.0
2022-02,52-53,Financial Activities,8986290.0,9015721.0,8931000.0,,Financial activities,8495000.0,8604000.0
2022-02,54-56,Professional and Business Services,21662023.0,21696844.0,22131000.0,,Professional and business services,22068000.0,22334000.0
2022-02,61-62,Education and Health Services,24465408.0,24380225.0,24078000.0,,Education and health services,23021000.0,23205000.0
2022-02,71-72,Leisure and Hospitality,15608585.0,15753804.0,14864000.0,,Leisure and hospitality,15074000.0,15804000.0
2022-02,81,Other Services (except Public Administration),5620369.0,5639378.0,5588000.0,,Other services,4290000.0,4355000.0
2022-02,92,Public Administration,22458318.0,22478405.0,22268000.0,,,,
2022-02,99,Unclassified,522434.0,525714.0,,,,,
2022-03,11,"Agriculture, Forestry, Fishing and Hunting",299612.0,301928.0,,,,,
2022-03,21,"Mining, Quarrying, and Oil and Gas Extraction",613361.0,614343.0,583000.0,,Natural resources and mining,1687000.0,1740000.0
2022-03,22,Utilities,468835.0,469823.0,550900.0,551800.0,,,
2022-03,23,Construction,7781375.0,7814278.0,7463000.0,,Construction,7433000.0,7566000.0
2022-03,31-33,Manufacturing,12627609.0,12668210.0,12629000.0,,Manufacturing,12642000.0,12719000.0
2022-03,42,Wholesale Trade,5971306.0,5990509.0,5890500.0,,,,
2022-03,44-45,Retail Trade,15230426.0,15293309.0,15352200.0,,,,
2022-03,48-49,Transportation and Warehousing,6738535.0,6754745.0,6533900.0,6601000.0,,,
2022-03,51,Information,3048217.0,3053251.0,3006000.0,,Information,3004000.0,3030000.0
2022-03,52-53,Financial Activities,9006617.0,9035039.0,8949000.0,,Financial activities,8489000.0,8594000.0
2022-03,54-56,Professional and Business Services,21738464.0,21770596.0,22252000.0,,Professional and business services,22155000.0,22431000.0
2022-03,61-62,Education and Health Services,24542726.0,24460387.0,24162000.0,,Education and health services,23129000.0,23295000.0
2022-03,71-72,Leisure and Hospitality,15712350.0,15813563.0,15103000.0,,Leisure and hospitality,15068000.0,15769000.0
2022-03,81,Other Services (except Public Administration),5643814.0,5657178.0,5612000.0,,Other services,4307000.0,4374000.0
2022-03,92,Public Administration,22484907.0,22505157.0,22326000.0,,,,
2022-03,99,Unclassified,524029.0,526575.0,,,,,
2022-04,11,"Agriculture, Forestry, Fishing and Hunting",300721.0,302361.0,,,,,
2022-04,21,"Mining, Quarrying, and Oil and Gas Extraction",613884.0,615569.0,590000.0,,Natural resources and mining,1731000.0,1742000.0
2022-04,22,Utilities,469582.0,470877.0,551900.0,553300.0,,,
2022-04,23,Construction,7800158.0,7833686.0,7627000.0,,Construction,7496000.0,7599000.0
2022-04,31-33,Manufacturing,12644319.0,12692773.0,12674000.0,,Manufacturing,12673000.0,12774000.0
2022-04,42,Wholesale Trade,5982317.0,6002294.0,5929700.0,,,,
2022-04,44-45,Retail Trade,15240356.0,15309719.0,15327200.0,,,,
2022-04,48-49,Transportation and Warehousing,6742280.0,6759310.0,6493100.0,6619300.0,,,
2022-04,51,Information,3054025.0,3062514.0,3028000.0,,Information,3031000.0,3056000.0
2022-04,52-53,Financial Activities,9013024.0,9051948.0,8998000.0,,Financial activities,8511000.0,8596000.0
2022-04,54-56,Professional and Business Services,21780068.0,21839087.0,22429000.0,,Professional and business services,22285000.0,22558000.0
2022-04,61-62,Education and Health Services,24574312.0,24534881.0,24244000.0,,Education and health services,23177000.0,23357000.0
2022-04,71-72,Leisure and Hospitality,15798609.0,15879817.0,15489000.0,,Leisure and hospitality,15377000.0,15837000.0
2022-04,81,Other Services (except Public Administration),5658197.0,5674652.0,5655000.0,,Other services,4328000.0,4389000.0
2022-04,92,Public Administration,22492607.0,22524467.0,22398000.0,,,,
2022-04,99,Unclassified,525232.0,527419.0,,,,,
2022-05,11,"Agriculture, Forestry, Fishing and Hunting",304423.0,303954.0,,,,,
2022-05,21,"Mining, Quarrying, and Oil and Gas Extraction",616145.0,616810.0,597000.0,,Natural resources and mining,1755000.0,1735000.0
2022-05,22,Utilities,472109.0,471910.0,554500.0,555300.0,,,
2022-05,23,Construction,7863174.0,7854668.0,7792000.0,,Construction,7550000.0,7618000.0
2022-05,31-33,Manufacturing,12719208.0,12730539.0,12716000.0,,Manufacturing,12709000.0,12817000.0
2022-05,42,Wholesale Trade,6018635.0,6019471.0,5973700.0,,,,
2022-05,44-45,Retail Trade,15337662.0,15349332.0,15352100.0,,,,
2022-05,48-49,Transportation and Warehousing,6767254.0,6771984.0,6537300.0,6634400.0,,,
2022-05,51,Information,3066961.0,3072904.0,3050000.0,,Information,3044000.0,3061000.0
2022-05,52-53,Financial Activities,9045421.0,9066130.0,9024000.0,,Financial activities,8537000.0,8609000.0
2022-05,54-56,Professional and Business Services,21908878.0,21912335.0,22482000.0,,Professional and business services,22369000.0,22633000.0
2022-05,61-62,Education and Health Services,24576545.0,24618290.0,24189000.0,,Education and health services,23204000.0,23441000.0
2022-05,71-72,Leisure and Hospitality,16050496.0,15990103.0,15933000.0,,Leisure and hospitality,15691000.0,15912000.0
2022-05,81,Other Services (except Public Administration),5696429.0,5691041.0,5691000.0,,Other services,4349000.0,4399000.0
2022-05,92,Public Administration,22570174.0,22556619.0,22372000.0,,,,
2022-05,99,Unclassified,529491.0,528267.0,,,,,
2022-06,11,"Agriculture, Forestry, Fishing and Hunting",307775.0,304494.0,,,,,
2022-06,21,"Mining, Quarrying, and Oil and Gas Extraction",618926.0,617730.0,613000.0,,Natural resources and mining,1781000.0,1728000.0
2022-06,22,Utilities,474584.0,473764.0,559600.0,557100.0,,,
2022-06,23,Construction,7918449.0,7876112.0,7944000.0,,Construction,7687000.0,7651000.0
2022-06,31-33,Manufacturing,12793153.0,12760589.0,12845000.0,,Manufacturing,12860000.0,12857000.0
2022-06,42,Wholesale Trade,6051060.0,6035226.0,6016400.0,,,,
2022-06,44-45,Retail Trade,15439495.0,15404481.0,15495100.0,,,,
2022-06,48-49,Transportation and Warehousing,6787612.0,6782835.0,6559000.0,6642100.0,,,
2022-06,51,Information,3078914.0,3082627.0,3102000.0,,Information,3067000.0,3061000.0
2022-06,52-53,Financial Activities,9094061.0,9074968.0,9104000.0,,Financial activities,8695000.0,8641000.0
2022-06,54-56,Professional and Business Services,22033777.0,22019665.0,22637000.0,,Professional and business services,22743000.0,22718000.0
2022-06,61-62,Education and Health Services,24425803.0,24714436.0,24070000.0,,Education and health services,23364000.0,23522000.0
2022-06,71-72,Leisure and Hospitality,16252648.0,16075045.0,16494000.0,,Leisure and hospitality,16550000.0,16122000.0
2022-06,81,Other Services (except Public Administration),5723064.0,5712403.0,5759000.0,,Other services,4443000.0,4418000.0
2022-06,92,Public Administration,22558059.0,22576329.0,21978000.0,,,,
2022-06,99,Unclassified,532155.0,528841.0,,,,,
2022-07,11,"Agriculture, Forestry, Fishing and Hunting",307902.0,304812.0,,,,,
2022-07,21,"Mining, Quarrying, and Oil and Gas Extraction",620717.0,619098.0,622000.0,,Natural resources and mining,1785000.0,1719000.0
2022-07,22,Utilities,475347.0,474490.0,564400.0,560300.0,,,
2022-07,23,Construction,7936863.0,7895940.0,8006000.0,,Construction,7775000.0,7684000.0
2022-07,31-33,Manufacturing,12823822.0,12782915.0,12867000.0,,Manufacturing,12953000.0,12887000.0
2022-07,42,Wholesale Trade,6063523.0,6047290.0,6034800.0,,,,
2022-07,44-45,Retail Trade,15469671.0,15437593.0,15517900.0,,,,
2022-07,48-49,Transportation and Warehousing,6795099.0,6789397.0,6512500.0,6645800.0,,,
2022-07,51,Information,3086313.0,3088346.0,3118000.0,,Information,3088000.0,3066000.0
2022-07,52-53,Financial Activities,9115943.0,9084901.0,9144000.0,,Financial activities,8822000.0,8680000.0
2022-07,54-56,Professional and Business Services,22095702.0,22072308.0,22743000.0,,Professional and business services,23039000.0,22795000.0
2022-07,61-62,Education and Health Services,24425934.0,24792640.0,24104000.0,,Education and health services,23567000.0,23607000.0
2022-07,71-72,Leisure and Hospitality,16313547.0,16155451.0,16703000.0,,Leisure and hospitality,17065000.0,16300000.0
2022-07,81,Other Services (except Public Administration),5733857.0,5730029.0,5785000.0,,Other services,4519000.0,4442000.0
2022-07,92,Public Administration,22493955.0,22586186.0,21091000.0,,,,
2022-07,99,Unclassified,532129.0,529473.0,,,,,
2022-08,11,"Agriculture, Forestry, Fishing and Hunting",308198.0,305265.0,,,,,
2022-08,21,"Mining, Quarrying, and Oil and Gas Extraction",622458.0,620592.0,619000.0,,Natural resources and mining,1773000.0,1717000.0
2022-08,22,Utilities,476939.0,475832.0,564100.0,562900.0,,,
2022-08,23,Construction,7961281.0,7920235.0,8010000.0,,Construction,7823000.0,7707000.0
2022-08,31-33,Manufacturing,12865361.0,12814028.0,12898000.0,,Manufacturing,12975000.0,12902000.0
2022-08,42,Wholesale Trade,6086225.0,6063685.0,6035700.0,,,,
2022-08,44-45,Retail Trade,15504252.0,15442502.0,15505500.0,,,,
2022-08,48-49,Transportation and Warehousing,6811127.0,6799160.0,6520800.0,6626400.0,,,
2022-08,51,Information,3103062.0,3093573.0,3111000.0,,Information,3088000.0,3069000.0
2022-08,52-53,Financial Activities,9142217.0,9101832.0,9144000.0,,Financial activities,8867000.0,8706000.0
2022-08,54-56,Professional and Business Services,22198539.0,22165296.0,22794000.0,,Professional and business services,23070000.0,22830000.0
2022-08,61-62,Education and Health Services,24946297.0,24877606.0,24203000.0,,Education and health services,23613000.0,23679000.0
2022-08,71-72,Leisure and Hospitality,16382063.0,16231702.0,16602000.0,,Leisure and hospitality,17196000.0,16410000.0
2022-08,81,Other Services (except Public Administration),5775116.0,5746878.0,5761000.0,,Other services,4543000.0,4465000.0
2022-08,92,Public Administration,22719036.0,22640647.0,21441000.0,,,,
2022-08,99,Unclassified,533642.0,529821.0,,,,,
2022-09,11,"Agriculture, Forestry, Fishing and Hunting",304827.0,304953.0,,,,,
2022-09,21,"Mining, Quarrying, and Oil and Gas Extraction",621909.0,621745.0,619000.0,,Natural resources and mining,1768000.0,1737000.0
2022-09,22,Utilities,476830.0,476385.0,562500.0,564100.0,,,
2022-09,23,Construction,7940294.0,7939163.0,7980000.0,,Construction,7829000.0,7735000.0
2022-09,31-33,Manufacturing,12832649.0,12824597.0,12854000.0,,Manufacturing,12903000.0,12916000.0
2022-09,42,Wholesale Trade,6074240.0,6072538.0,6024200.0,,,,
2022-09,44-45,Retail Trade,15403400.0,15419257.0,15381200.0,,,,
2022-09,48-49,Transportation and Warehousing,6791970.0,6794324.0,6601100.0,6606600.0,,,
2022-09,51,Information,3101681.0,3094348.0,3091000.0,,Information,3076000.0,3077000.0
2022-09,52-53,Financial Activities,9128190.0,9115588.0,9094000.0,,Financial activities,8819000.0,8715000.0
2022-09,54-56,Professional and Business Services,22235235.0,22226102.0,22797000.0,,Professional and business services,23019000.0,22867000.0
2022-09,61-62,Education and Health Services,25072313.0,24958161.0,24517000.0,,Education and health services,23836000.0,23792000.0
2022-09,71-72,Leisure and Hospitality,16198418.0,16245934.0,16143000.0,,Leisure and hospitality,17116000.0,16499000.0
2022-09,81,Other Services (except Public Administration),5760232.0,5760144.0,5712000.0,,Other services,4562000.0,4494000.0
2022-09,92,Public Administration,22703224.0,22676938.0,22354000.0,,,,
2022-09,99,Unclassified,530007.0,530596.0,,,,,
2022-10,11,"Agriculture, Forestry, Fishing and Hunting",304375.0,304788.0,,,,,
2022-10,21,"Mining, Quarrying, and Oil and Gas Extraction",623077.0,623020.0,622000.0,,Natural resources and mining,1771000.0,1749000.0
2022-10,22,Utilities,478208.0,477854.0,566700.0,566500.0,,,
2022-10,23,Construction,7948577.0,7952675.0,8002000.0,,Construction,7819000.0,7746000.0
2022-10,31-33,Manufacturing,12852462.0,12842650.0,12884000.0,,Manufacturing,12922000.0,12939000.0
2022-10,42,Wholesale Trade,6086666.0,6081606.0,6053300.0,,,,
2022-10,44-45,Retail Trade,15451587.0,15430274.0,15527700.0,,,,
2022-10,48-49,Transportation and Warehousing,6807631.0,6799243.0,6675300.0,6620200.0,,,
2022-10,51,Information,3104022.0,3095834.0,3103000.0,,Information,3074000.0,3071000.0
2022-10,52-53,Financial Activities,9139519.0,9130066.0,9144000.0,,Financial activities,8813000.0,8719000.0
2022-10,54-56,Professional and Business Services,22303659.0,22270019.0,23024000.0,,Professional and business services,23083000.0,22885000.0
2022-10,61-62,Education and Health Services,25180298.0,25039358.0,24845000.0,,Education and health services,24051000.0,23879000.0
2022-10,71-72,Leisure and Hospitality,16222191.0,16287350.0,16090000.0,,Leisure and hospitality,16974000.0,16537000.0
2022-10,81,Other Services (except Public Administration),5774781.0,5774080.0,5743000.0,,Other services,4572000.0,4506000.0
2022-10,92,Public Administration,22735914.0,22703500.0,22656000.0,,,,
2022-10,99,Unclassified,529782.0,530733.0,,,,,
2022-11,11,"Agriculture, Forestry, Fishing and Hunting",304021.0,305196.0,,,,,
2022-11,21,"Mining, Quarrying, and Oil and Gas Extraction",623356.0,623773.0,627000.0,,Natural resources and mining,1765000.0,1760000.0
2022-11,22,Utilities,478737.0,478735.0,567600.0,567200.0,,,
2022-11,23,Construction,7949975.0,7965460.0,7930000.0,,Construction,7809000.0,7756000.0
2022-11,31-33,Manufacturing,12861240.0,12854079.0,12898000.0,,Manufacturing,12910000.0,12928000.0
2022-11,42,Wholesale Trade,6092086.0,6088509.0,6056300.0,,,,
2022-11,44-45,Retail Trade,15500905.0,15441803.0,15794000.0,,,,
2022-11,48-49,Transportation and Warehousing,6823465.0,6802106.0,6830000.0,6609400.0,,,
2022-11,51,Information,3098316.0,3094272.0,3121000.0,,Information,3089000.0,3073000.0
2022-11,52-53,Financial Activities,9138090.0,9135658.0,9153000.0,,Financial activities,8812000.0,8722000.0
2022-11,54-56,Professional and Business Services,22326705.0,22309224.0,22999000.0,,Professional and business services,23132000.0,22907000.0
2022-11,61-62,Education and Health Services,25243377.0,25115022.0,24994000.0,,Education and health services,24185000.0,23969000.0
2022-11,71-72,Leisure and Hospitality,16259060.0,16328671.0,15979000.0,,Leisure and hospitality,16851000.0,16578000.0
2022-11,81,Other Services (except Public Administration),5786648.0,5784677.0,5752000.0,,Other services,4581000.0,4523000.0
2022-11,92,Public Administration,22758181.0,22735006.0,22818000.0,,,,
2022-11,99,Unclassified,529728.0,530783.0,,,,,
2022-12,11,"Agriculture, Forestry, Fishing and Hunting",303405.0,305816.0,,,,,
2022-12,21,"Mining, Quarrying, and Oil and Gas Extraction",623360.0,624693.0,626000.0,,Natural resources and mining,1712000.0,1758000.0
2022-12,22,Utilities,478835.0,479934.0,568700.0,568400.0,,,
2022-12,23,Construction,7944814.0,7978174.0,7796000.0,,Construction,7750000.0,7777000.0
2022-12,31-33,Manufacturing,12841944.0,12858996.0,12910000.0,,Manufacturing,12900000.0,12933000.0
2022-12,42,Wholesale Trade,6084564.0,6094282.0,6070100.0,,,,
2022-12,44-45,Retail Trade,15499308.0,15453956.0,15900700.0,,,,
2022-12,48-49,Transportation and Warehousing,6822047.0,6797850.0,6941100.0,6601200.0,,,
2022-12,51,Information,3082026.0,3085931.0,3112000.0,,Information,3081000.0,3071000.0
2022-12,52-53,Financial Activities,9118681.0,9134950.0,9174000.0,,Financial activities,8685000.0,8703000.0
2022-12,54-56,Professional and Business Services,22305110.0,22335083.0,22869000.0,,Professional and business services,22876000.0,22849000.0
2022-12,61-62,Education and Health Services,25269581.0,25184422.0,24926000.0,,Education and health services,24091000.0,24047000.0
2022-12,71-72,Leisure and Hospitality,16280352.0,16367071.0,15926000.0,,Leisure and hospitality,16437000.0,16561000.0
2022-12,81,Other Services (except Public Administration),5784693.0,5794654.0,5745000.0,,Other services,4525000.0,4526000.0
2022-12,92,Public Administration,22757369.0,22755885.0,22645000.0,,,,
2022-12,99,Unclassified,529485.0,531082.0,,,,,
2023-01,11,"Agriculture, Forestry, Fishing and Hunting",303368.0,305883.0,,,,,
2023-01,21,"Mining, Quarrying, and Oil and Gas Extraction",625437.0,625738.0,622000.0,,Natural resources and mining,1687000.0,1762000.0
2023-01,22,Utilities,480548.0,481146.0,566600.0,567700.0,,,
2023-01,23,Construction,7968301.0,7988975.0,7586000.0,,Construction,7675000.0,7777000.0
2023-01,31-33,Manufacturing,12858137.0,12866146.0,12808000.0,,Manufacturing,12875000.0,12941000.0
2023-01,42,Wholesale Trade,6094036.0,6102028.0,6031900.0,,,,
2023-01,44-45,Retail Trade,15464030.0,15461761.0,15489500.0,,,,
2023-01,48-49,Transportation and Warehousing,6817936.0,6796819.0,6641700.0,6630000.0,,,
2023-01,51,Information,3075993.0,3074183.0,3020000.0,,Information,3061000.0,3071000.0
2023-01,52-53,Financial Activities,9133238.0,9140234.0,9093000.0,,Financial activities,8604000.0,8693000.0
2023-01,54-56,Professional and Business Services,22378010.0,22357134.0,22421000.0,,Professional and business services,22667000.0,22866000.0
2023-01,61-62,Education and Health Services,25411309.0,25268757.0,24712000.0,,Education and health services,23985000.0,24134000.0
2023-01,71-72,Leisure and Hospitality,16312283.0,16419065.0,15616000.0,,Leisure and hospitality,16150000.0,16665000.0
2023-01,81,Other Services (except Public Administration),5804021.0,5807823.0,5706000.0,,Other services,4483000.0,4533000.0
2023-01,92,Public Administration,22813883.0,22792925.0,22375000.0,,,,
2023-01,99,Unclassified,529145.0,531104.0,,,,,
2023-02,11,"Agriculture, Forestry, Fishing and Hunting",302882.0,306164.0,,,,,
2023-02,21,"Mining, Quarrying, and Oil and Gas Extraction",625373.0,626281.0,625000.0,,Natural resources and mining,1690000.0,1758000.0
2023-02,22,Utilities,480431.0,481744.0,565400.0,568200.0,,,
2023-02,23,Construction,7963391.0,8000768.0,7642000.0,,Construction,7667000.0,7794000.0
2023-02,31-33,Manufacturing,12827921.0,12870007.0,12846000.0,,Manufacturing,12872000.0,12948000.0
2023-02,42,Wholesale Trade,6086510.0,6108086.0,6055800.0,,,,
2023-02,44-45,Retail Trade,15403762.0,15466831.0,15431700.0,,,,
2023-02,48-49,Transportation and Warehousing,6782006.0,6802779.0,6549300.0,6590800.0,,,
2023-02,51,Information,3051869.0,3053956.0,3028000.0,,Information,3039000.0,3063000.0
2023-02,52-53,Financial Activities,9111630.0,9141163.0,9097000.0,,Financial activities,8594000.0,8706000.0
2023-02,54-56,Professional and Business Services,22348796.0,22380349.0,22580000.0,,Professional and business services,22539000.0,22797000.0
2023-02,61-62,Education and Health Services,25432936.0,25340192.0,25069000.0,,Education and health services,24065000.0,24233000.0
2023-02,71-72,Leisure and Hospitality,16319040.0,16461441.0,15801000.0,,Leisure and hospitality,15975000.0,16686000.0
2023-02,81,Other Services (except Public Administration),5802491.0,5819671.0,5724000.0,,Other services,4486000.0,4553000.0
2023-02,92,Public Administration,22808133.0,22824955.0,22804000.0,,,,
2023-02,99,Unclassified,528114.0,531242.0,,,,,
2023-03,11,"Agriculture, Forestry, Fishing and Hunting",304137.0,306365.0,,,,,
2023-03,21,"Mining, Quarrying, and Oil and Gas Extraction",626227.0,626966.0,628000.0,,Natural resources and mining,1703000.0,1750000.0
2023-03,22,Utilities,481753.0,482625.0,570400.0,571400.0,,,
2023-03,23,Construction,7981167.0,8012839.0,7701000.0,,Construction,7669000.0,7801000.0
2023-03,31-33,Manufacturing,12830922.0,12868846.0,12842000.0,,Manufacturing,12855000.0,12936000.0
2023-03,42,Wholesale Trade,6095388.0,6113399.0,6072100.0,,,,
2023-03,44-45,Retail Trade,15426280.0,15482976.0,15390800.0,,,,
2023-03,48-49,Transportation and Warehousing,6787180.0,6802631.0,6519400.0,6586900.0,,,
2023-03,51,Information,3042562.0,3047235.0,3036000.0,,Information,3031000.0,3057000.0
2023-03,52-53,Financial Activities,9114646.0,9143359.0,9094000.0,,Financial activities,8624000.0,8725000.0
