month,naics2d_code,naics2d_name_x,employment_nsa_revelio,employment_sa_revelio,employment_nsa_bls,employment_sa_bls,naics2d_name_y,employment_nsa_adp,employment_sa_adp
2023-03,54-56,Professional and Business Services,22375133.0,22403831.0,22599000.0,,Professional and business services,22490000.0,22759000.0
2023-03,61-62,Education and Health Services,25507216.0,25414979.0,25133000.0,,Education and health services,24119000.0,24287000.0
2023-03,71-72,Leisure and Hospitality,16402685.0,16499381.0,16031000.0,,Leisure and hospitality,15992000.0,16657000.0
2023-03,81,Other Services (except Public Administration),5820703.0,5831728.0,5750000.0,,Other services,4499000.0,4566000.0
2023-03,92,Public Administration,22842477.0,22857615.0,22886000.0,,,,
2023-03,99,Unclassified,529349.0,531724.0,,,,,
2023-04,11,"Agriculture, Forestry, Fishing and Hunting",305006.0,306576.0,,,,,
2023-04,21,"Mining, Quarrying, and Oil and Gas Extraction",626176.0,627427.0,632000.0,,Natural resources and mining,1729000.0,1741000.0
2023-04,22,Utilities,481947.0,483107.0,572600.0,573700.0,,,
2023-04,23,Construction,7990442.0,8023250.0,7872000.0,,Construction,7712000.0,7817000.0
2023-04,31-33,Manufacturing,12818152.0,12864322.0,12844000.0,,Manufacturing,12841000.0,12929000.0
2023-04,42,Wholesale Trade,6096285.0,6115108.0,6076300.0,,,,
2023-04,44-45,Retail Trade,15426490.0,15488896.0,15410400.0,,,,
2023-04,48-49,Transportation and Warehousing,6783152.0,6798753.0,6477400.0,6583900.0,,,
2023-04,51,Information,3027608.0,3035904.0,3030000.0,,Information,3018000.0,3046000.0
2023-04,52-53,Financial Activities,9106236.0,9146007.0,9131000.0,,Financial activities,8642000.0,8728000.0
2023-04,54-56,Professional and Business Services,22362881.0,22419286.0,22783000.0,,Professional and business services,22491000.0,22745000.0
2023-04,61-62,Education and Health Services,25535831.0,25486377.0,25220000.0,,Education and health services,24239000.0,24407000.0
2023-04,71-72,Leisure and Hospitality,16466306.0,16541907.0,16349000.0,,Leisure and hospitality,16241000.0,16696000.0
2023-04,81,Other Services (except Public Administration),5831546.0,5845967.0,5791000.0,,Other services,4522000.0,4582000.0
2023-04,92,Public Administration,22863741.0,22888967.0,22966000.0,,,,
2023-04,99,Unclassified,530462.0,532504.0,,,,,
2023-05,11,"Agriculture, Forestry, Fishing and Hunting",308249.0,307773.0,,,,,
2023-05,21,"Mining, Quarrying, and Oil and Gas Extraction",627708.0,627997.0,639000.0,,Natural resources and mining,1747000.0,1727000.0
2023-05,22,Utilities,484518.0,484163.0,573600.0,574500.0,,,
2023-05,23,Construction,8047686.0,8038745.0,8019000.0,,Construction,7758000.0,7822000.0
2023-05,31-33,Manufacturing,12862047.0,12872674.0,12853000.0,,Manufacturing,12846000.0,12936000.0
2023-05,42,Wholesale Trade,6119402.0,6119554.0,6102200.0,,,,
2023-05,44-45,Retail Trade,15494988.0,15501140.0,15494400.0,,,,
2023-05,48-49,Transportation and Warehousing,6793484.0,6796609.0,6515300.0,6601700.0,,,
2023-05,51,Information,3021312.0,3027209.0,3029000.0,,Information,3015000.0,3037000.0
2023-05,52-53,Financial Activities,9127862.0,9149996.0,9152000.0,,Financial activities,8646000.0,8723000.0
2023-05,54-56,Professional and Business Services,22440465.0,22440545.0,22857000.0,,Professional and business services,22501000.0,22725000.0
2023-05,61-62,Education and Health Services,25517907.0,25555358.0,25235000.0,,Education and health services,24227000.0,24463000.0
2023-05,71-72,Leisure and Hospitality,16657688.0,16592375.0,16763000.0,,Leisure and hospitality,16498000.0,16737000.0
2023-05,81,Other Services (except Public Administration),5860837.0,5854342.0,5838000.0,,Other services,4551000.0,4597000.0
2023-05,92,Public Administration,22942810.0,22924447.0,22967000.0,,,,
2023-05,99,Unclassified,533496.0,532146.0,,,,,
2023-06,11,"Agriculture, Forestry, Fishing and Hunting",310352.0,307060.0,,,,,
2023-06,21,"Mining, Quarrying, and Oil and Gas Extraction",629293.0,627936.0,645000.0,,Natural resources and mining,1793000.0,1740000.0
2023-06,22,Utilities,486707.0,485933.0,578000.0,575500.0,,,
2023-06,23,Construction,8090615.0,8047972.0,8188000.0,,Construction,7886000.0,7840000.0
2023-06,31-33,Manufacturing,12901787.0,12869663.0,12955000.0,,Manufacturing,12946000.0,12927000.0
2023-06,42,Wholesale Trade,6137580.0,6121654.0,6128400.0,,,,
2023-06,44-45,Retail Trade,15564618.0,15527534.0,15559400.0,,,,
2023-06,48-49,Transportation and Warehousing,6799930.0,6795293.0,6515200.0,6590900.0,,,
2023-06,51,Information,3012827.0,3016924.0,3048000.0,,Information,3020000.0,3020000.0
2023-06,52-53,Financial Activities,9166523.0,9146820.0,9228000.0,,Financial activities,8758000.0,8718000.0
2023-06,54-56,Professional and Business Services,22492788.0,22480291.0,22916000.0,,Professional and business services,22799000.0,22717000.0
2023-06,61-62,Education and Health Services,25339051.0,25634116.0,25116000.0,,Education and health services,24462000.0,24605000.0
2023-06,71-72,Leisure and Hospitality,16791353.0,16607853.0,17291000.0,,Leisure and hospitality,17147000.0,16741000.0
2023-06,81,Other Services (except Public Administration),5875531.0,5866621.0,5915000.0,,Other services,4646000.0,4609000.0
2023-06,92,Public Administration,22940436.0,22958034.0,22618000.0,,,,
2023-06,99,Unclassified,535475.0,532105.0,,,,,
2023-07,11,"Agriculture, Forestry, Fishing and Hunting",310164.0,307076.0,,,,,
2023-07,21,"Mining, Quarrying, and Oil and Gas Extraction",629675.0,628100.0,648000.0,,Natural resources and mining,1801000.0,1734000.0
2023-07,22,Utilities,487669.0,486860.0,578000.0,574200.0,,,
2023-07,23,Construction,8103216.0,8062078.0,8230000.0,,Construction,7958000.0,7847000.0
2023-07,31-33,Manufacturing,12906864.0,12866210.0,12928000.0,,Manufacturing,12993000.0,12911000.0
2023-07,42,Wholesale Trade,6140952.0,6124887.0,6144100.0,,,,
2023-07,44-45,Retail Trade,15572424.0,15539278.0,15561200.0,,,,
2023-07,48-49,Transportation and Warehousing,6793149.0,6787225.0,6456700.0,6582500.0,,,
2023-07,51,Information,3002378.0,3004635.0,3025000.0,,Information,3032000.0,3015000.0
2023-07,52-53,Financial Activities,9181337.0,9148546.0,9266000.0,,Financial activities,8842000.0,8715000.0
2023-07,54-56,Professional and Business Services,22495653.0,22471477.0,22872000.0,,Professional and business services,23040000.0,22730000.0
2023-07,61-62,Education and Health Services,25337196.0,25712146.0,25142000.0,,Education and health services,24687000.0,24702000.0
2023-07,71-72,Leisure and Hospitality,16816019.0,16652616.0,17383000.0,,Leisure and hospitality,17510000.0,16767000.0
2023-07,81,Other Services (except Public Administration),5877876.0,5875845.0,5924000.0,,Other services,4707000.0,4615000.0
2023-07,92,Public Administration,22903196.0,22991332.0,21621000.0,,,,
2023-07,99,Unclassified,535646.0,532955.0,,,,,
2023-08,11,"Agriculture, Forestry, Fishing and Hunting",310006.0,307129.0,,,,,
2023-08,21,"Mining, Quarrying, and Oil and Gas Extraction",630190.0,628659.0,648000.0,,Natural resources and mining,1795000.0,1737000.0
2023-08,22,Utilities,488416.0,487411.0,578300.0,577100.0,,,
2023-08,23,Construction,8119952.0,8079882.0,8250000.0,,Construction,8001000.0,7867000.0
2023-08,31-33,Manufacturing,12917042.0,12867476.0,12927000.0,,Manufacturing,13012000.0,12908000.0
2023-08,42,Wholesale Trade,6151392.0,6130052.0,6125700.0,,,,
2023-08,44-45,Retail Trade,15589858.0,15530227.0,15509700.0,,,,
2023-08,48-49,Transportation and Warehousing,6788278.0,6776683.0,6461600.0,6557000.0,,,
2023-08,51,Information,3002235.0,2992633.0,2994000.0,,Information,3028000.0,3007000.0
2023-08,52-53,Financial Activities,9191995.0,9150270.0,9246000.0,,Financial activities,8849000.0,8706000.0
2023-08,54-56,Professional and Business Services,22524792.0,22494787.0,22870000.0,,Professional and business services,23003000.0,22706000.0
2023-08,61-62,Education and Health Services,25840959.0,25778964.0,25278000.0,,Education and health services,24706000.0,24771000.0
2023-08,71-72,Leisure and Hospitality,16857358.0,16709790.0,17258000.0,,Leisure and hospitality,17572000.0,16814000.0
2023-08,81,Other Services (except Public Administration),5910119.0,5883404.0,5917000.0,,Other services,4706000.0,4611000.0
2023-08,92,Public Administration,23102304.0,23029004.0,22044000.0,,,,
2023-08,99,Unclassified,537240.0,533478.0,,,,,
2023-09,11,"Agriculture, Forestry, Fishing and Hunting",307037.0,307304.0,,,,,
2023-09,21,"Mining, Quarrying, and Oil and Gas Extraction",628882.0,629186.0,644000.0,,Natural resources and mining,1804000.0,1773000.0
2023-09,22,Utilities,487504.0,487117.0,578000.0,579400.0,,,
2023-09,23,Construction,8091164.0,8092274.0,8203000.0,,Construction,7981000.0,7882000.0
2023-09,31-33,Manufacturing,12866114.0,12860043.0,12876000.0,,Manufacturing,12901000.0,12896000.0
2023-09,42,Wholesale Trade,6131399.0,6131311.0,6118200.0,,,,
2023-09,44-45,Retail Trade,15499672.0,15520589.0,15412600.0,,,,
2023-09,48-49,Transportation and Warehousing,6773012.0,6776333.0,6573900.0,6567800.0,,,
2023-09,51,Information,2991802.0,2984391.0,2969000.0,,Information,2995000.0,2995000.0
2023-09,52-53,Financial Activities,9162781.0,9149947.0,9183000.0,,Financial activities,8808000.0,8724000.0
2023-09,54-56,Professional and Business Services,22508969.0,22503896.0,22797000.0,,Professional and business services,22831000.0,22656000.0
2023-09,61-62,Education and Health Services,25957929.0,25850189.0,25604000.0,,Education and health services,24850000.0,24848000.0
2023-09,71-72,Leisure and Hospitality,16662937.0,16722288.0,16734000.0,,Leisure and hospitality,17427000.0,16854000.0
2023-09,81,Other Services (except Public Administration),5890495.0,5892000.0,5866000.0,,Other services,4694000.0,4610000.0
2023-09,92,Public Administration,23084994.0,23067243.0,23004000.0,,,,
2023-09,99,Unclassified,533050.0,533901.0,,,,,
2023-10,11,"Agriculture, Forestry, Fishing and Hunting",306965.0,307431.0,,,,,
2023-10,21,"Mining, Quarrying, and Oil and Gas Extraction",628818.0,629146.0,643000.0,,Natural resources and mining,1810000.0,1788000.0
2023-10,22,Utilities,487874.0,487630.0,581200.0,581300.0,,,
2023-10,23,Construction,8107756.0,8112950.0,8231000.0,,Construction,7991000.0,7907000.0
2023-10,31-33,Manufacturing,12869716.0,12861793.0,12837000.0,,Manufacturing,12873000.0,12876000.0
2023-10,42,Wholesale Trade,6140756.0,6136684.0,6137800.0,,,,
2023-10,44-45,Retail Trade,15541291.0,15528946.0,15556400.0,,,,
2023-10,48-49,Transportation and Warehousing,6785531.0,6778206.0,6645700.0,6587200.0,,,
2023-10,51,Information,2987268.0,2979245.0,2953000.0,,Information,3002000.0,2994000.0
2023-10,52-53,Financial Activities,9162176.0,9153486.0,9199000.0,,Financial activities,8804000.0,8724000.0
2023-10,54-56,Professional and Business Services,22558179.0,22526830.0,22943000.0,,Professional and business services,22804000.0,22605000.0
2023-10,61-62,Education and Health Services,26062171.0,25924604.0,25931000.0,,Education and health services,25052000.0,24925000.0
2023-10,71-72,Leisure and Hospitality,16681122.0,16754959.0,16636000.0,,Leisure and hospitality,17293000.0,16901000.0
2023-10,81,Other Services (except Public Administration),5903067.0,5903349.0,5887000.0,,Other services,4695000.0,4618000.0
2023-10,92,Public Administration,23129972.0,23103619.0,23350000.0,,,,
2023-10,99,Unclassified,532657.0,533845.0,,,,,
2023-11,11,"Agriculture, Forestry, Fishing and Hunting",306166.0,307308.0,,,,,
2023-11,21,"Mining, Quarrying, and Oil and Gas Extraction",628154.0,628841.0,636000.0,,Natural resources and mining,1798000.0,1797000.0
2023-11,22,Utilities,487747.0,487840.0,582000.0,582400.0,,,
2023-11,23,Construction,8106707.0,8122309.0,8152000.0,,Construction,7986000.0,7930000.0
2023-11,31-33,Manufacturing,12863151.0,12857516.0,12861000.0,,Manufacturing,12850000.0,12861000.0
2023-11,42,Wholesale Trade,6141208.0,6137774.0,6138100.0,,,,
2023-11,44-45,Retail Trade,15579823.0,15530127.0,15842600.0,,,,
2023-11,48-49,Transportation and Warehousing,6796047.0,6776145.0,6785500.0,6582700.0,,,
2023-11,51,Information,2978389.0,2974862.0,2973000.0,,Information,3006000.0,2980000.0
2023-11,52-53,Financial Activities,9152940.0,9151374.0,9187000.0,,Financial activities,8813000.0,8729000.0
2023-11,54-56,Professional and Business Services,22551774.0,22535614.0,22863000.0,,Professional and business services,22778000.0,22561000.0
2023-11,61-62,Education and Health Services,26114876.0,25986584.0,26118000.0,,Education and health services,25200000.0,25028000.0
2023-11,71-72,Leisure and Hospitality,16699768.0,16771919.0,16419000.0,,Leisure and hospitality,17119000.0,16922000.0
2023-11,81,Other Services (except Public Administration),5914169.0,5911898.0,5901000.0,,Other services,4678000.0,4617000.0
2023-11,92,Public Administration,23154794.0,23135619.0,23492000.0,,,,
2023-11,99,Unclassified,533418.0,534578.0,,,,,
2023-12,11,"Agriculture, Forestry, Fishing and Hunting",305163.0,307449.0,,,,,
2023-12,21,"Mining, Quarrying, and Oil and Gas Extraction",627226.0,628463.0,635000.0,,Natural resources and mining,1755000.0,1799000.0
2023-12,22,Utilities,486393.0,487577.0,585900.0,584700.0,,,
2023-12,23,Construction,8098255.0,8129648.0,8028000.0,,Construction,7923000.0,7948000.0
2023-12,31-33,Manufacturing,12836202.0,12852375.0,12895000.0,,Manufacturing,12810000.0,12846000.0
2023-12,42,Wholesale Trade,6131233.0,6139323.0,6157200.0,,,,
2023-12,44-45,Retail Trade,15569922.0,15526586.0,15954300.0,,,,
2023-12,48-49,Transportation and Warehousing,6788315.0,6764400.0,6886000.0,6587600.0,,,
2023-12,51,Information,2963800.0,2967960.0,2982000.0,,Information,2991000.0,2972000.0
2023-12,52-53,Financial Activities,9130787.0,9147660.0,9208000.0,,Financial activities,8726000.0,8738000.0
2023-12,54-56,Professional and Business Services,22517093.0,22544247.0,22729000.0,,Professional and business services,22588000.0,22569000.0
2023-12,61-62,Education and Health Services,26128660.0,26039739.0,26088000.0,,Education and health services,25154000.0,25129000.0
2023-12,71-72,Leisure and Hospitality,16704152.0,16784275.0,16399000.0,,Leisure and hospitality,16781000.0,16951000.0
2023-12,81,Other Services (except Public Administration),5913241.0,5920435.0,5885000.0,,Other services,4642000.0,4635000.0
2023-12,92,Public Administration,23162642.0,23160132.0,23396000.0,,,,
2023-12,99,Unclassified,533157.0,534572.0,,,,,
2024-01,11,"Agriculture, Forestry, Fishing and Hunting",304701.0,307197.0,,,,,
2024-01,21,"Mining, Quarrying, and Oil and Gas Extraction",628820.0,629210.0,621000.0,,Natural resources and mining,1717000.0,1794000.0
2024-01,22,Utilities,486863.0,487618.0,584800.0,586200.0,,,
2024-01,23,Construction,8121001.0,8142094.0,7779000.0,,Construction,7877000.0,7973000.0
2024-01,31-33,Manufacturing,12838100.0,12848866.0,12781000.0,,Manufacturing,12787000.0,12845000.0
2024-01,42,Wholesale Trade,6132153.0,6140798.0,6085300.0,,,,
2024-01,44-45,Retail Trade,15516865.0,15519719.0,15468600.0,,,,
2024-01,48-49,Transportation and Warehousing,6780960.0,6761340.0,6582900.0,6583800.0,,,
2024-01,51,Information,2961331.0,2961025.0,2924000.0,,Information,2963000.0,2965000.0
2024-01,52-53,Financial Activities,9134687.0,9146096.0,9114000.0,,Financial activities,8647000.0,8737000.0
2024-01,54-56,Professional and Business Services,22569078.0,22552355.0,22282000.0,,Professional and business services,22417000.0,22588000.0
2024-01,61-62,Education and Health Services,26243056.0,26106259.0,25867000.0,,Education and health services,25055000.0,25199000.0
2024-01,71-72,Leisure and Hospitality,16692506.0,16800785.0,15980000.0,,Leisure and hospitality,16475000.0,16973000.0
2024-01,81,Other Services (except Public Administration),5925099.0,5929095.0,5839000.0,,Other services,4599000.0,4644000.0
2024-01,92,Public Administration,23214276.0,23198339.0,23033000.0,,,,
2024-01,99,Unclassified,532536.0,534580.0,,,,,
2024-02,11,"Agriculture, Forestry, Fishing and Hunting",304041.0,307258.0,,,,,
2024-02,21,"Mining, Quarrying, and Oil and Gas Extraction",628078.0,628738.0,623000.0,,Natural resources and mining,1720000.0,1789000.0
2024-02,22,Utilities,485910.0,487144.0,586700.0,589800.0,,,
2024-02,23,Construction,8120239.0,8156018.0,7832000.0,,Construction,7867000.0,7997000.0
2024-02,31-33,Manufacturing,12805225.0,12844131.0,12800000.0,,Manufacturing,12762000.0,12833000.0
2024-02,42,Wholesale Trade,6120127.0,6140532.0,6086300.0,,,,
2024-02,44-45,Retail Trade,15461149.0,15519441.0,15367300.0,,,,
2024-02,48-49,Transportation and Warehousing,6713919.0,6734839.0,6565000.0,6614100.0,,,
2024-02,51,Information,2946458.0,2947500.0,2939000.0,,Information,2941000.0,2961000.0
2024-02,52-53,Financial Activities,9116407.0,9146065.0,9096000.0,,Financial activities,8624000.0,8738000.0
2024-02,54-56,Professional and Business Services,22537714.0,22566040.0,22392000.0,,Professional and business services,22352000.0,22599000.0
2024-02,61-62,Education and Health Services,26266518.0,26166194.0,26248000.0,,Education and health services,25104000.0,25272000.0
2024-02,71-72,Leisure and Hospitality,16679764.0,16819293.0,16116000.0,,Leisure and hospitality,16192000.0,16944000.0
2024-02,81,Other Services (except Public Administration),5920584.0,5935924.0,5869000.0,,Other services,4589000.0,4655000.0
2024-02,92,Public Administration,23212872.0,23226391.0,23487000.0,,,,
2024-02,99,Unclassified,531954.0,534931.0,,,,,
2024-03,11,"Agriculture, Forestry, Fishing and Hunting",305100.0,307238.0,,,,,
2024-03,21,"Mining, Quarrying, and Oil and Gas Extraction",627906.0,628401.0,630000.0,,Natural resources and mining,1729000.0,1782000.0
2024-03,22,Utilities,485998.0,486754.0,587900.0,589000.0,,,
2024-03,23,Construction,8135759.0,8166182.0,7939000.0,,Construction,7890000.0,8022000.0
2024-03,31-33,Manufacturing,12803844.0,12839111.0,12790000.0,,Manufacturing,12752000.0,12828000.0
2024-03,42,Wholesale Trade,6124752.0,6141573.0,6105200.0,,,,
2024-03,44-45,Retail Trade,15470746.0,15521248.0,15366800.0,,,,
2024-03,48-49,Transportation and Warehousing,6681084.0,6695758.0,6553800.0,6626100.0,,,
2024-03,51,Information,2943183.0,2947506.0,2940000.0,,Information,2924000.0,2951000.0
2024-03,52-53,Financial Activities,9120192.0,9149213.0,9094000.0,,Financial activities,8624000.0,8729000.0
2024-03,54-56,Professional and Business Services,22549656.0,22574923.0,22396000.0,,Professional and business services,22296000.0,22571000.0
2024-03,61-62,Education and Health Services,26333766.0,26231597.0,26325000.0,,Education and health services,25157000.0,25323000.0
2024-03,71-72,Leisure and Hospitality,16737982.0,16830114.0,16362000.0,,Leisure and hospitality,16278000.0,16979000.0
2024-03,81,Other Services (except Public Administration),5935621.0,5944291.0,5905000.0,,Other services,4595000.0,4663000.0
2024-03,92,Public Administration,23250448.0,23260430.0,23617000.0,,,,
2024-03,99,Unclassified,533082.0,535284.0,,,,,
2024-04,11,"Agriculture, Forestry, Fishing and Hunting",305485.0,306988.0,,,,,
2024-04,21,"Mining, Quarrying, and Oil and Gas Extraction",627185.0,628006.0,624000.0,,Natural resources and mining,1756000.0,1773000.0
2024-04,22,Utilities,486245.0,487273.0,587500.0,588800.0,,,
2024-04,23,Construction,8147158.0,8179229.0,8089000.0,,Construction,7942000.0,8049000.0
2024-04,31-33,Manufacturing,12796161.0,12840067.0,12801000.0,,Manufacturing,12739000.0,12823000.0
2024-04,42,Wholesale Trade,6125882.0,6143552.0,6122700.0,,,,
2024-04,44-45,Retail Trade,15466846.0,15522250.0,15406900.0,,,,
2024-04,48-49,Transportation and Warehousing,6659123.0,6673269.0,6538500.0,6643700.0,,,
2024-04,51,Information,2938543.0,2946658.0,2934000.0,,Information,2922000.0,2951000.0
2024-04,52-53,Financial Activities,9115120.0,9155758.0,9097000.0,,Financial activities,8650000.0,8738000.0
2024-04,54-56,Professional and Business Services,22548654.0,22602460.0,22593000.0,,Professional and business services,22330000.0,22582000.0
2024-04,61-62,Education and Health Services,26361816.0,26302282.0,26427000.0,,Education and health services,25186000.0,25362000.0
2024-04,71-72,Leisure and Hospitality,16767298.0,16837210.0,16640000.0,,Leisure and hospitality,16513000.0,16990000.0
2024-04,81,Other Services (except Public Administration),5942833.0,5955195.0,5943000.0,,Other services,4610000.0,4671000.0
2024-04,92,Public Administration,23262836.0,23281391.0,23634000.0,,,,
2024-04,99,Unclassified,533607.0,535502.0,,,,,
2024-05,11,"Agriculture, Forestry, Fishing and Hunting",307660.0,307179.0,,,,,
2024-05,21,"Mining, Quarrying, and Oil and Gas Extraction",627726.0,627644.0,624000.0,,Natural resources and mining,1775000.0,1755000.0
2024-05,22,Utilities,487698.0,487189.0,589700.0,590800.0,,,
2024-05,23,Construction,8195974.0,8186602.0,8237000.0,,Construction,8048000.0,8090000.0
2024-05,31-33,Manufacturing,12816064.0,12826016.0,12829000.0,,Manufacturing,12720000.0,12807000.0
2024-05,42,Wholesale Trade,6141705.0,6141184.0,6134800.0,,,,
2024-05,44-45,Retail Trade,15519895.0,15520498.0,15487100.0,,,,
2024-05,48-49,Transportation and Warehousing,6636784.0,6638291.0,6581900.0,6653300.0,,,
2024-05,51,Information,2936800.0,2942663.0,2939000.0,,Information,2923000.0,2947000.0
2024-05,52-53,Financial Activities,9133911.0,9157494.0,9126000.0,,Financial activities,8689000.0,8756000.0
2024-05,54-56,Professional and Business Services,22603910.0,22600661.0,22682000.0,,Professional and business services,22434000.0,22603000.0
2024-05,61-62,Education and Health Services,26314125.0,26347213.0,26375000.0,,Education and health services,25187000.0,25443000.0
2024-05,71-72,Leisure and Hospitality,16905206.0,16834961.0,17076000.0,,Leisure and hospitality,16814000.0,16990000.0
2024-05,81,Other Services (except Public Administration),5960215.0,5952607.0,5983000.0,,Other services,4649000.0,4685000.0
2024-05,92,Public Administration,23328373.0,23305180.0,23591000.0,,,,
2024-05,99,Unclassified,536339.0,534863.0,,,,,
2024-06,11,"Agriculture, Forestry, Fishing and Hunting",310317.0,307014.0,,,,,
2024-06,21,"Mining, Quarrying, and Oil and Gas Extraction",629741.0,628228.0,627000.0,,Natural resources and mining,1798000.0,1753000.0
2024-06,22,Utilities,490196.0,489470.0,594400.0,591900.0,,,
2024-06,23,Construction,8243824.0,8200876.0,8378000.0,,Construction,8168000.0,8116000.0
2024-06,31-33,Manufacturing,12846128.0,12814457.0,12908000.0,,Manufacturing,12817000.0,12802000.0
2024-06,42,Wholesale Trade,6159532.0,6143518.0,6166500.0,,,,
2024-06,44-45,Retail Trade,15568745.0,15529572.0,15557300.0,,,,
2024-06,48-49,Transportation and Warehousing,6613586.0,6609091.0,6595400.0,6661200.0,,,
2024-06,51,Information,2937043.0,2941527.0,2967000.0,,Information,2945000.0,2949000.0
2024-06,52-53,Financial Activities,9182512.0,9162193.0,9200000.0,,Financial activities,8802000.0,8769000.0
2024-06,54-56,Professional and Business Services,22654533.0,22643674.0,22741000.0,,Professional and business services,22713000.0,22607000.0
2024-06,61-62,Education and Health Services,26097630.0,26399071.0,26265000.0,,Education and health services,25333000.0,25488000.0
2024-06,71-72,Leisure and Hospitality,16984770.0,16795465.0,17488000.0,,Leisure and hospitality,17401000.0,17034000.0
2024-06,81,Other Services (except Public Administration),5965684.0,5958533.0,6049000.0,,Other services,4736000.0,4697000.0
2024-06,92,Public Administration,23324192.0,23341100.0,23185000.0,,,,
2024-06,99,Unclassified,538156.0,534733.0,,,,,
2024-07,11,"Agriculture, Forestry, Fishing and Hunting",310348.0,307263.0,,,,,
2024-07,21,"Mining, Quarrying, and Oil and Gas Extraction",630399.0,628871.0,630000.0,,Natural resources and mining,1812000.0,1753000.0
2024-07,22,Utilities,491094.0,490335.0,595500.0,591600.0,,,
2024-07,23,Construction,8257188.0,8215841.0,8430000.0,,Construction,8274000.0,8148000.0
2024-07,31-33,Manufacturing,12857166.0,12816775.0,12904000.0,,Manufacturing,12873000.0,12796000.0
2024-07,42,Wholesale Trade,6161131.0,6145240.0,6179200.0,,,,
2024-07,44-45,Retail Trade,15567773.0,15533537.0,15540000.0,,,,
2024-07,48-49,Transportation and Warehousing,6563497.0,6557332.0,6542600.0,6661300.0,,,
2024-07,51,Information,2937790.0,2940279.0,2960000.0,,Information,2957000.0,2943000.0
2024-07,52-53,Financial Activities,9210091.0,9175556.0,9239000.0,,Financial activities,8879000.0,8769000.0
2024-07,54-56,Professional and Business Services,22674949.0,22650024.0,22730000.0,,Professional and business services,22884000.0,22566000.0
2024-07,61-62,Education and Health Services,26080246.0,26463417.0,26215000.0,,Education and health services,25496000.0,25531000.0
2024-07,71-72,Leisure and Hospitality,16970985.0,16802341.0,17562000.0,,Leisure and hospitality,17735000.0,17043000.0
2024-07,81,Other Services (except Public Administration),5965971.0,5965756.0,6053000.0,,Other services,4806000.0,4708000.0
2024-07,92,Public Administration,23290750.0,23374788.0,22191000.0,,,,
2024-07,99,Unclassified,537712.0,534985.0,,,,,
2024-08,11,"Agriculture, Forestry, Fishing and Hunting",310250.0,307429.0,,,,,
2024-08,21,"Mining, Quarrying, and Oil and Gas Extraction",630790.0,629592.0,631000.0,,Natural resources and mining,1815000.0,1771000.0
2024-08,22,Utilities,491660.0,490757.0,593100.0,592400.0,,,
2024-08,23,Construction,8272051.0,8232976.0,8458000.0,,Construction,8309000.0,8171000.0
2024-08,31-33,Manufacturing,12864548.0,12816767.0,12868000.0,,Manufacturing,12878000.0,12793000.0
2024-08,42,Wholesale Trade,6164641.0,6144513.0,6168400.0,,,,
2024-08,44-45,Retail Trade,15577386.0,15519895.0,15478800.0,,,,
2024-08,48-49,Transportation and Warehousing,6523602.0,6512336.0,6563800.0,6663000.0,,,
2024-08,51,Information,2943827.0,2934129.0,2956000.0,,Information,2958000.0,2940000.0
2024-08,52-53,Financial Activities,9226388.0,9183335.0,9229000.0,,Financial activities,8899000.0,8785000.0
2024-08,54-56,Professional and Business Services,22706978.0,22680265.0,22714000.0,,Professional and business services,22840000.0,22571000.0
2024-08,61-62,Education and Health Services,26567261.0,26512020.0,26322000.0,,Education and health services,25495000.0,25599000.0
2024-08,71-72,Leisure and Hospitality,16979530.0,16834768.0,17467000.0,,Leisure and hospitality,17761000.0,17076000.0
2024-08,81,Other Services (except Public Administration),5999825.0,5974655.0,6025000.0,,Other services,4838000.0,4732000.0
2024-08,92,Public Administration,23469669.0,23401504.0,22596000.0,,,,
2024-08,99,Unclassified,538833.0,535130.0,,,,,
2024-09,11,"Agriculture, Forestry, Fishing and Hunting",307048.0,307458.0,,,,,
2024-09,21,"Mining, Quarrying, and Oil and Gas Extraction",628719.0,629490.0,629000.0,,Natural resources and mining,1813000.0,1789000.0
2024-09,22,Utilities,491665.0,491334.0,593600.0,595000.0,,,
2024-09,23,Construction,8239975.0,8243350.0,8410000.0,,Construction,8298000.0,8197000.0
2024-09,31-33,Manufacturing,12823552.0,12819463.0,12815000.0,,Manufacturing,12781000.0,12781000.0
2024-09,42,Wholesale Trade,6141594.0,6143121.0,6149900.0,,,,
2024-09,44-45,Retail Trade,15480802.0,15506781.0,15410900.0,,,,
2024-09,48-49,Transportation and Warehousing,6503935.0,6508118.0,6680000.0,6670100.0,,,
2024-09,51,Information,2940914.0,2933449.0,2928000.0,,Information,2940000.0,2939000.0
2024-09,52-53,Financial Activities,9211326.0,9198288.0,9180000.0,,Financial activities,8842000.0,8783000.0
2024-09,54-56,Professional and Business Services,22709963.0,22708997.0,22664000.0,,Professional and business services,22749000.0,22583000.0
2024-09,61-62,Education and Health Services,26669349.0,26568086.0,26643000.0,,Education and health services,25575000.0,25639000.0
2024-09,71-72,Leisure and Hospitality,16741803.0,16812952.0,16966000.0,,Leisure and hospitality,17662000.0,17140000.0
2024-09,81,Other Services (except Public Administration),5977774.0,5980883.0,5968000.0,,Other services,4847000.0,4749000.0
2024-09,92,Public Administration,23444976.0,23435817.0,23490000.0,,,,
2024-09,99,Unclassified,534460.0,535572.0,,,,,
